ID	Gene description	Gene symbol	Site model ID	Yes density per 1000bp	No density per 1000bp	Yes-No ratio	Model cutoff	P-value	Gene symbol ID	MDA_MB-231_MCF10A.fc	MDA_MB-231_MCF10A.baseMean	MDA_MB-231_MCF10A.lfcSE	MDA_MB-231_MCF10A.stat	MDA_MB-231_MCF10A.raw.pval	MDA_MB-231_MCF10A.bh.pval
ENSG00000164916	forkhead box K1	FOXK1	V$FOXK1_10,V$FOXK1_11	0.296969696969697	0.18433179723502305	1.8650871794871795	0.94005	0.03745154145414334	FOXK1	1.66263434591645	755.225165479681	0.283931675493615	2.58326556274426	0.00978699569008654	0.0203634778967698
ENSG00000166188	zinc finger protein 319	ZNF319	V$ZNF319_01	0.048484848484848485	0.0041893590280687055	11.573333333333334	0.9593	0.01728975378717425	ZNF319	-1.42212943629342	220.155330215169	0.338246319827411	-1.50202012332762	0.133091911882139	0.196557340538938
ENSG00000166529	zinc finger and SCAN domain containing 21	ZSCAN21	V$ZIPRO1_04,V$ZIPRO1_05	0.3090909090909091	0.1906158357771261	1.9214863547758287	0.8647	0.03551106072916573	ZSCAN21	-1.09122057102125	120.140914323024	0.180855268475781	-0.696373114231031	0.486195195837573	0.574661976903588
ENSG00000167555	zinc finger protein 528	ZNF528	V$ZNF528_01,V$ZNF528_03,V$ZNF528_04	1.6242424242424243	1.3266303588884236	1.7725153564342084	0.7861666666666668	0.0308152719382626	ZNF528	1.14275674612124	193.283392842986	0.254743014193925	0.755735486390652	0.449807803320664	0.54044300398977
ENSG00000173875	zinc finger protein 791	ZNF791	V$ZNF791_01	0.6060606060606061	0.33933808127356513	1.786008230452675	0.8381	0.0011268443000252897	ZNF791	-1.27637525187786	275.797974874985	0.112947199932382	-3.11696563750519	0.00182722868887218	0.00455516756477315
ENSG00000174282	zinc finger and BTB domain containing 4	ZBTB4	V$ZBTB4_05	0.08484848484848484	0.020946795140343526	4.050666666666666	0.8938	0.016586722392680723	ZBTB4	-1.47799684949821	1581.22755856445	0.370303066939621	-1.52211322172733	0.127980713633635	0.189956957825993
ENSG00000177463	nuclear receptor subfamily 2, group C, member 2	NR2C2	V$NR2C2_01,V$NR2C2_03,V$NR2C2_04,V$NR2C2_05,V$TR4_03,V$TR4_Q2	0.7515151515151515	0.527859237536657	1.7521797587861616	0.8477	0.02885475293432393	NR2C2	-1.50346966909058	844.534657188303	0.153147945782586	-3.8413558886062	1.2235656357113E-4	4.017314225143E-4
ENSG00000177888	zinc finger and BTB domain containing 41	ZBTB41	V$ZBTB41_01,V$ZBTB41_02	0.8242424242424242	0.5236698785085881	3.1783715699505173	0.80165	0.015328773356934673	ZBTB41	-1.51770006267108	539.503304425187	0.183518874359252	-3.27969919526973	0.0010391782092567	0.00275161739720673
ENSG00000180035	zinc finger protein 48	ZNF48	V$ZNF553_01,V$ZNF553_03	3.2363636363636368	2.7335567658148308	1.8884864864864865	0.82115	0.017600375815943484	ZNF48	-1.72177155667619	124.074448882149	0.193113878617919	-4.05923046740908	4.92347018970931E-5	1.74296487661486E-4
ENSG00000180626	zinc finger protein 594	ZNF594	V$ZNF594_05,V$ZNF594_06	3.9999999999999996	3.4750733137829917	1.7605239903513168	0.8169500000000001	0.008863945526090045	ZNF594	2.55990042374567	40.2336421708829	0.332587888801795	4.07738146312968	4.55457362845599E-5	1.62073033351307E-4
ENSG00000180884	zinc finger protein 792	ZNF792	V$ZNF792_01,V$ZNF792_02	0.2	0.09216589861751152	2.17	0.8068	0.021237001994909615	ZNF792	2.43221538380639	85.174815293518	0.307945196605756	4.16395841150402	3.12777110735478E-5	1.14397904178118E-4
ENSG00000182141	zinc finger protein 708	ZNF708	V$ZNF708_01,V$ZNF708_02,V$ZNF708_03,V$ZNF708_05	0.6878787878787879	0.5341432760787599	3.227485145657585	0.86115	0.04348176615212366	ZNF708	-1.43887623431421	93.6068394285629	0.322098643720138	-1.6297569501988	0.103152875649635	0.157827951455043
ENSG00000182903	zinc finger protein 721	ZNF721	V$ZNF721_04,V$ZNF721_05,V$ZNF721_06	2.557575757575757	1.9955313503700605	3.7402208034327242	0.8378	0.019310769958078084	ZNF721	-1.11083180823369	351.267689576306	0.209349512019454	-0.724340804071907	0.468856532087079	0.558603901054567
ENSG00000188283	zinc finger protein 383	ZNF383	V$ZNF383_01,V$ZNF383_02,V$ZNF383_03	0.8565656565656566	0.5488060326770005	1.5727967484926788	0.8140666666666667	0.014800977542043027	ZNF383	-1.61965640360296	72.3956348179992	0.317109272883523	-2.19384246856326	0.0282467365438164	0.0515188116325438
ENSG00000196172	zinc finger protein 681	ZNF681	V$ZNF681_01,V$ZNF681_02,V$ZNF681_04	0.7797979797979798	0.5669599217986314	1.8609537332860013	0.8438666666666667	0.02560892256022892	ZNF681	20.7516484330767	46.6322519163357	0.476435539128853	9.18309756274442	4.18865546269075E-20	8.51165102656977E-19
ENSG00000196456	zinc finger protein 775	ZNF775	V$ZNF775_02	0.32727272727272727	0.1550062840385421	2.111351351351351	0.8951	0.0029421301740213427	ZNF775	1.05964629012882	45.1997176064503	0.276649676449776	0.302124964305605	0.762556802386633	0.823044404078523
ENSG00000196670	ZFP62 zinc finger protein	ZFP62	V$ZFP62_01,V$ZFP62_04,V$ZFP62_05	0.2626262626262626	0.14942047200111716	2.2150074074074073	0.8742333333333333	0.02751269968469161	ZFP62	-3.52651764077626	317.64187341976	0.195450168427054	-9.30285336251155	1.36726206576011E-20	2.86313946143494E-19
ENSG00000196705	zinc finger protein 431	ZNF431	V$ZNF431_01,V$ZNF431_02	1.0484848484848486	0.8273984080435693	2.069846153846154	0.84075	0.04840485383183149	ZNF431	-1.39431650965811	183.680279712348	0.254310780045245	-1.88571671981436	0.0593331385693099	0.0983050726865795
ENSG00000196757	zinc finger protein 700	ZNF700	V$ZNF700_01,V$ZNF700_03,V$ZNF700_04	0.6424242424242425	0.4775869291998325	1.7432117395275288	0.8456333333333333	0.03822159668050615	ZNF700	1.29396707637079	91.5623915597491	0.264206104904184	1.40723814870457	0.159356783003631	0.228697067488658
ENSG00000197782	zinc finger protein 780A	ZNF780A	V$ZNF780A_01,V$ZNF780A_03	1.1696969696969697	0.7478005865102639	3.6575329566854986	0.838	0.005749690221051375	ZNF780A	-1.2010311049799	129.546942103933	0.425728523985519	-0.620755952131095	0.534760208966127	0.62095511106922
ENSG00000198146	zinc finger protein 770	ZNF770	V$ZNF770_01,V$ZNF770_02,V$ZNF770_03,V$ZNF770_04	6.921212121212122	5.7142857142857135	3.51008601556352	0.81065	8.6391571661254E-4	ZNF770	-1.03516064057514	1159.31223814798	0.125955741236539	-0.395811005384013	0.692244457372843	0.764503023486959
ENSG00000198315	zinc finger with KRAB and SCAN domains 8	ZKSCAN8	V$ZFP192_01,V$ZFP192_02	3.0303030303030303	2.1638039379974865	1.6397802561556285	0.7643	0.016168881220845616	ZKSCAN8	-1.37505697557026	1027.51087159277	0.278762686772326	-1.64832461386311	0.0992860764485961	0.152886842917676
ENSG00000198482	zinc finger protein 808	ZNF808	V$ZNF808_01,V$ZNF808_02,V$ZNF808_03,V$ZNF808_05	1.5818181818181818	1.1049434436531211	1.6427005329587931	0.8012999999999999	0.025665591267112393	ZNF808	-1.28100964852691	97.8656563681813	0.184372018093878	-1.93782845005839	0.0526441555517216	0.0887216671452081
ENSG00000198521	zinc finger protein 43	ZNF43	V$ZNF43_01,V$ZNF43_03,V$ZNF43_04,V$ZNF43_05	1.1575757575757577	0.742563887725178	2.759086796345417	0.827825	0.012019420156636028	ZNF43	51.1176760475116	99.2887790012421	0.471406617598516	12.0400311150201	2.18873079650168E-33	9.19788060910827E-32
ENSG00000204524	zinc finger protein 805	ZNF805	V$ZNF805_03	0.048484848484848485	0.0041893590280687055	11.573333333333334	0.9336	0.01728975378717425	ZNF805	-1.65950458961773	113.450107385755	0.2393963114503	-3.05248069609747	0.00226958328376703	0.00552852946982289
ENSG00000204611	zinc finger protein 616	ZNF616	V$ZNF616_01,V$ZNF616_02,V$ZNF616_03,V$ZNF616_04,V$ZNF616_05	1.9563636363636363	1.5383326351068287	1.831002296418104	0.7851199999999999	0.015586721020810861	ZNF616	-1.17577710415612	144.806620198718	0.218270950490428	-1.07029629565928	0.284485961289131	0.371624450383508
ENSG00000204947	zinc finger protein 425	ZNF425	V$ZNF425_01,V$ZNF425_02,V$ZNF425_03,V$ZNF425_04	2.4212121212121214	1.7312526183493926	1.5491063733561476	0.6949	0.0064210074821771	ZNF425	-1.42756545223341	58.3535391958337	0.557166809824174	-0.921729155356946	0.356669868823647	0.447558016383929
ENSG00000205903	zinc finger protein 316	ZNF316	V$ZNF316_02,V$ZNF316_03	0.5212121212121212	0.34771679932970256	2.1514529914529916	0.7986	0.013205783898690582	ZNF316	-1.1591833800673	339.762741643627	0.193069547944157	-1.10379299899631	0.269682942500745	0.355178846028856
ENSG00000213799	zinc finger protein 845	ZNF845	V$ZNF845_02,V$ZNF845_03,V$ZNF845_05	0.698989898989899	0.5124982544337383	1.560211533806305	0.8228	0.02522176896528605	ZNF845	-1.0307776577418	206.402456474586	0.125405186945919	-0.348734953359764	0.727288300686414	0.794346442271981
ENSG00000221923	zinc finger protein 880	ZNF880	V$ZNF880_02,V$ZNF880_03	1.872727272727273	1.2086300795978215	1.6051052730696798	0.75605	8.120480570181865E-6	ZNF880	-1.42076673355419	60.2681518863567	0.194530095850354	-2.60458262304674	0.00919862393225829	0.0192723416454216
ENSG00000249709	zinc finger protein 564	ZNF564	V$ZNF564_01,V$ZNF564_02	1.0363636363636364	0.7666527021365731	1.9462608695652175	0.8520000000000001	0.005178404364177273	ZNF564	-1.59605294724018	84.1129356333332	0.28346393406918	-2.37952145247399	0.0173351339643792	0.0335751027010354
ENSG00000275111			V$ZNF2_02	0.9090909090909091	0.5781315458734814	1.572463768115942	0.7966	0.0012943871956766768	ZNF2	-1.27170452929095	84.661724839798	0.180792443519262	-1.91801993366033	0.0551084836315815	0.0923708201422045
