ACP1	10.0697387	10.13652119	10.08433202	10.14434829
ACP2	9.23230141	8.84933127	9.19297316	8.91907158
ACP6	7.68471764	7.4766522	7.85624035	7.50612755
ACSF2	7.52384035	6.36673171	7.43193987	6.65201493
ACSF3	7.16831772	7.08346359	6.88488431	7.0945434
ACSL1	12.08621624	10.9475702	12.12509532	10.96633547
ACSL3	12.22780468	12.00932078	12.24270092	11.99447851
ACSL4	11.61145398	11.67736539	11.68280779	11.65260118
ACSL5	11.27609708	11.01378971	11.30351774	11.04045538
ACSS1	7.08029432	6.28082464	7.15932983	6.44651622
ACSS2	10.48748793	9.66850623	10.50381938	9.63216045
ACTA2	6.83145612	6.70204791	6.8528874	6.51418961
ACTB	16.10084156	16.34242555	16.09413891	16.34191714
ACTG1	15.01611796	15.21057879	15.0185207	15.23038452
ACTG1P20	6.03573361	6.04282579	5.61025148	5.74091208
ACTG1P4	2.93482169	3.00206557	2.66804013	2.72447602
ACTL10	2.3729105	2.46862884	2.53848493	2.43304723
ACTL6A	10.15299192	10.71097959	10.15171698	10.62027765
ACTN1	13.36969139	13.3203173	13.32256736	13.30403855
ACTN4	13.61880009	13.55995571	13.57481754	13.53937094
ACTR10	9.5124817	9.60272528	9.53395858	9.60635287
ACTR1A	10.67805515	10.86068895	10.67819473	10.87377363
ACTR1B	9.3562451	9.22115692	9.36231787	9.18989444
ACTR2	12.2501126	12.36510832	12.26472407	12.38673852
ACTR3	12.14266975	11.96973168	11.89709012	12.26065328
ACTR3B	6.85191254	7.0672622	7.04545625	7.16839814
ACTR5	6.98345557	7.32468191	6.66798745	7.30864498
ACTR6	8.21676144	8.32941999	8.28151016	8.38946871
ACTR8	8.8391324	8.9721806	8.88165395	8.91732745
ACTRT3	3.73091742	4.11570587	3.92084185	3.8050007
ACVR1	8.81598121	8.42569762	8.88762384	8.41514023
ACVR1B	8.70196179	8.04457979	8.54620235	8.18319238
ACVR2A	7.19076213	6.79578563	7.18138778	6.89638664
ACVR2B	7.41201562	6.71850982	7.44369845	6.90124501
ACVR2B-AS1	4.26238079	3.49814981	4.16986503	3.26775071
ACYP1	5.77871114	6.51649057	5.81114309	6.57567073
ACYP2	6.92372561	6.66678432	6.9670368	6.62844109
ADA	6.41066852	5.81111654	6.54361553	6.08659837
ADAL	6.80038783	7.10605758	6.79941553	7.09994178
ADAM10	11.6952866	11.42006881	11.75772468	11.49535052
ADAM11	2.45253273	2.29363541	2.07974831	2.23231787
ADAM12	5.29197006	5.52145464	5.69688299	5.70075786
ADAM15	11.14259962	11.00129853	11.1993619	10.94742861
ADAM17	10.2743184	9.629508	10.32985495	9.65889851
ADAM19	8.35533949	9.02394613	8.40991347	9.0186123
ADAM1A	3.75593254	3.87329804	3.90774844	4.19566583
ADAM21P1	0.91556904	0.91851916	0.88843709	0.93778819
ADAM8	10.32826995	9.1905241	10.2759332	9.32855452
ADAM9	12.61122305	12.57029723	12.59126617	12.5620578
ADAMTS15	8.88683073	8.76389652	8.80139841	8.75945227
ADAMTS6	4.95549988	5.77175977	4.97132126	5.95572538
ADAMTS7	7.84200213	7.63219729	7.7765	7.45954052
ADAMTS9	8.15546382	8.17185699	8.24686697	8.15958777
ADAMTSL1	6.62848395	7.15308292	6.78812911	7.19476949
ADAMTSL4	8.8337515	8.36606354	8.78498484	8.41800692
ADAMTSL5	7.02441073	7.11705816	7.06584993	6.97076035
ADAR	11.95671704	11.54810991	11.94191427	11.66452987
ADARB1	8.20793126	8.16650403	8.18734453	8.05045032
ADAT1	8.38656814	8.65618285	8.33668838	8.73716219
ADAT2	6.69536602	7.02870023	6.7982476	6.9370007
ADAT3	5.36916677	5.32823687	5.26865162	5.31221503
ADCK1	3.80455063	3.63368846	4.05035946	3.52975363
ADCK2	8.19223971	7.94027979	8.13925813	7.91107342
ADCK5	5.65268991	4.83773376	5.57620054	5.54550729
ADCY3	9.45515926	9.66630077	9.45103375	9.6957788
ADCY6	8.58775664	8.39793	8.65905238	8.31271094
ADCY7	8.56140856	8.36134598	8.59536451	8.3093326
ADCY9	9.80397598	9.46756382	9.77620756	9.50220931
ADD1	11.61374019	11.72862989	11.59626077	11.69972582
ADD3	9.96264684	9.82889002	9.96306661	9.79048255
ADGRA3	9.02346663	9.47935427	9.14398393	9.42628081
ADGRE2	7.19717413	6.39150318	6.47406414	6.82761087
ADGRE5	11.67619796	11.43650347	11.64436814	11.43393432
ADGRF1	4.11571915	5.32253604	3.97285584	5.43208122
ADGRF5	9.54905844	9.17274129	9.58236981	9.42936822
ADGRG1	6.63770765	6.221485	6.50042508	5.89285324
ADGRG2	7.36390763	6.99905145	7.50624676	7.12265059
ADGRG6	10.08679961	10.2979383	10.06989274	10.34506242
ADGRL1	8.77666702	8.28752967	8.70781162	8.28266018
ADGRL2	7.68372601	7.40993953	7.76175718	7.52568915
ADH5	10.38467733	10.27813712	10.42043083	10.36087776
ADI1	10.06850574	10.0711047	10.14621871	10.03807022
ADIPOR1	11.00787944	10.93042965	10.97395055	10.99494459
ADIPOR2	10.43810569	10.40867147	10.45184746	10.42504387
ADIRF	6.29802628	6.00494363	6.27376417	5.67275514
ADK	9.80686174	9.8715984	9.82625284	9.87594986
ADM	8.38598415	8.65488492	8.4045021	8.71279464
ADM5	3.79126624	3.8911611	3.62000028	4.4893444
ADNP	11.06633158	10.94165331	11.11602033	10.98394594
ADNP-AS1	3.24231888	3.31397838	3.20312765	3.42716846
ADNP2	9.14831763	9.24116651	9.19221319	9.23124564
ADO	9.23333999	9.13745656	9.19146105	9.15870307
ADORA1	3.31225199	3.48596443	3.2135483	3.3631661
ADORA2B	9.08295872	9.25702332	8.97956797	9.19681052
ADPGK	9.04777079	8.97100838	9.06284074	8.74238099
ADPRHL1	6.64183596	6.61431948	6.70156266	6.55693689
ADPRHL2	8.11307653	8.30603867	8.04364521	8.25456569
ADPRM	6.88082424	6.68019998	6.86868449	6.68933936
ADRA1B	7.00644038	6.68708275	6.99313917	6.62177258
ADRB1	1.92608557	1.76632941	2.03947916	1.77446385
ADRB2	7.82132986	8.35867112	7.62912827	8.15969688
ADRM1	10.5965779	11.24104287	10.54080281	11.18769049
ADSL	10.44314546	10.6278116	10.44226966	10.6606806
ADSS	10.73063763	10.82044834	10.76716202	10.86480105
ADSSL1	5.93609636	4.56376785	5.92826259	4.97042153
AEBP2	8.97639446	9.00117477	8.96414896	8.99891282
AEN	8.23981913	9.02123037	8.22098529	8.95649965
AES	11.18913069	10.91986865	11.17920265	10.92259935
AFAP1	10.80344436	10.64886298	10.77877898	10.61903217
AFAP1L1	8.32826476	8.57250397	8.39011576	8.63555973
AFAP1L2	8.3587864	8.71657109	8.37046579	8.56024823
AFDN	10.50659113	10.38901146	10.48842531	10.36213868
AFF1	10.11250896	9.93270058	10.10058343	9.53471248
AFF1-AS1	4.4731561	4.46090099	4.89200353	4.52379384
AFF4	11.81467442	11.52478019	11.8384911	11.5463533
AFG1L	6.88907638	6.81727951	6.9281665	6.94247752
AFG3L1P	6.1042878	6.71134424	6.02316729	6.60554503
AFG3L2	9.94004192	9.99675313	9.96989726	10.04037448
AFMID	7.52184828	7.51863715	7.75198927	7.64902965
AFTPH	9.53459391	9.40804626	9.35138569	9.22536035
AGA	8.20952293	7.62358289	8.24627086	7.73975998
AGAP1	9.54931016	9.50171452	9.54035103	9.07190532
AGAP2-AS1	7.01362582	7.18232874	7.19477192	7.09323888
AGAP3	9.79523174	9.62424565	9.76208466	9.63942923
AGAP5	4.94744573	4.98987293	4.89845565	4.97410047
AGAP6	5.58658351	5.84215972	5.61656326	5.80309028
AGBL5	8.40997424	8.28973198	8.43049127	8.17007283
AGFG1	10.47000175	10.57340415	10.48007468	10.57201463
AGFG2	8.27868802	8.22963942	8.18559757	8.22661335
AGGF1	9.55011583	9.4586005	9.53864349	9.46909684
AGK	8.84148729	9.15282548	8.75871681	9.08470996
AGL	9.13075795	8.85139896	9.13079465	8.86261063
AGO1	8.4403891	8.47757466	8.46217118	8.52035314
AGO2	10.397525	10.29269954	10.47990212	10.37942977
AGO3	7.25892632	7.11707444	7.0850626	7.14706559
AGO4	7.74493958	7.1725482	7.82031178	7.32930168
AGPAT1	11.11722584	11.06796465	11.12550936	11.05392582
AGPAT2	9.09128398	8.85314704	9.01091774	8.85732665
AGPAT3	10.84397202	10.54454529	10.82442811	10.51542004
AGPAT4	7.50267528	7.41741104	7.48750484	7.36252944
AGPAT5	9.51282099	9.8574894	9.48749778	9.83218906
AGPS	10.76301927	10.79223191	10.76824746	10.82508212
AGRN	12.12061788	11.65048886	12.08306851	11.64121623
AGTPBP1	9.71295979	9.36256633	9.64905965	9.33712873
AGTRAP	8.92933302	8.44149374	8.94585897	8.46151944
AHCTF1	10.81568382	11.16727596	11.04350488	11.35558407
AHCTF1P1	9.40424385	9.72078271	9.43090539	9.781735
AHCY	11.98763755	12.01897577	11.97930921	12.0350156
AHCYL1	11.49624319	11.33735553	11.49865979	11.33319622
AHCYL2	7.93200158	7.4925293	8.00370401	7.6441896
AHDC1	8.71527784	8.7943085	8.75549933	8.86695003
AHI1	7.21159956	7.71042206	7.365762	7.66836454
AHNAK	12.91019071	9.68988605	10.86516874	10.18974933
AHNAK2	11.32552861	10.00785671	11.32441584	10.03357944
AHR	11.4579333	10.94094305	11.47545708	10.94223854
AHRR	4.37661868	4.11669675	4.11901843	4.04291826
AHSA1	10.38262063	10.91267101	10.35476596	10.88083861
AHSA2	7.03273684	6.81372782	7.01308939	7.01490282
AIDA	10.74538421	10.84306994	10.80215532	10.94953752
AIFM1	9.35768277	9.3059493	9.2788978	9.25172201
AIFM2	8.80632306	8.65209165	8.78406971	8.61286281
AIG1	9.36183406	8.98299607	9.29434182	8.89389328
AIMP1	9.45216821	9.46162393	9.48175109	9.83115357
AIMP2	9.23065932	9.54469834	9.24529936	9.51529295
AIP	9.01551797	8.87875592	8.99940912	8.71652829
AJUBA	10.61219449	11.04629836	11.39708821	10.33698352
AK1	8.77601581	8.71386655	8.6386321	8.65140673
AK2	11.24233357	11.36256813	11.27885259	11.3153882
AK3	9.40175118	9.18424631	9.39489597	9.21067291
AK4	10.23968929	10.14899485	10.28521962	10.20617934
AK6	8.08688286	8.45544631	8.0422546	8.43588345
AK9	6.0650199	5.19518737	5.69381854	5.52135161
AKAP1	9.93569331	10.12699046	9.9737047	10.09534868
AKAP10	8.93209368	8.88076212	9.02085655	8.68197221
AKAP11	10.05102406	10.1224306	10.06771805	10.17018433
AKAP12	9.96970281	10.79655734	9.9034943	10.38927824
AKAP13	10.33972274	9.44769325	10.26987735	9.51151442
AKAP2	12.45475543	11.72113422	12.43424213	12.57671364
AKAP5	4.16983558	4.75354731	4.04208264	4.81334497
AKAP7	5.96871837	5.97393309	6.16279048	6.03211399
AKAP8	8.78279245	9.03448164	8.77686335	9.0497311
AKAP8L	9.45586172	9.37659223	9.45287994	9.32840449
AKAP9	9.63640691	9.38440348	9.64315559	9.43009599
AKIP1	7.77666454	8.17005244	7.84999206	8.04745691
AKIRIN1	9.47223232	9.76774437	9.54888373	9.79881645
AKIRIN2	9.34405206	9.36718059	9.26686326	9.38667722
AKNA	8.19373754	7.71081089	8.06754169	7.59765396
AKR1A1	8.97594377	8.5661807	8.92287346	8.47766395
AKR1B1	11.92749435	11.06528724	11.96138743	11.09598992
AKR1C1	7.29859481	6.82706756	7.21440333	6.84688818
AKR1C2	7.91819514	7.49193886	7.84473045	7.55574561
AKR1C3	8.15423543	7.49003096	7.95443519	7.56407879
AKR7A2	8.82865118	8.69485769	8.86609505	9.18806919
AKT1	11.00299793	11.10279088	10.97003065	11.08088504
AKT1S1	10.32382304	10.37905402	10.30379064	10.41518465
AKT2	10.28572051	10.39585486	9.94184629	10.00309398
AKT3	10.38571666	10.44203228	10.12909524	10.45550728
AKTIP	7.44576699	7.63906759	7.39918625	7.7080897
ALAD	8.54964235	8.51075956	8.45654439	8.46563834
ALAS1	9.56741065	9.56816279	9.51493224	9.57770132
ALCAM	12.35174695	12.66947802	12.34961534	12.66191076
ALDH16A1	8.30530176	8.29845901	8.3534165	8.23827694
ALDH18A1	10.53664471	10.7994622	10.57286878	10.83828876
ALDH1A3	5.75610027	6.53668639	5.98397099	6.36813398
ALDH1B1	9.915867	10.09961842	9.85122574	10.08505261
ALDH3A2	10.17141268	9.94143324	10.21060581	9.92610981
ALDH3B1	9.70521093	8.82398535	9.62144182	8.83154706
ALDH4A1	6.98420175	6.10884196	6.90960384	6.42888763
ALDH5A1	6.04409263	5.87826669	5.96218171	5.93754895
ALDH6A1	9.5003926	8.49978848	9.04787289	8.52887417
ALDH7A1	10.07450987	10.05944589	10.04118259	9.98432204
ALDH9A1	10.22111958	10.18910687	10.30720541	10.25807647
ALDOA	14.08077307	13.95917098	14.02007115	13.92536348
ALDOC	7.67694947	6.70709256	7.66759544	6.53737768
ALG1	8.80921694	8.86416823	8.68389358	8.89258343
ALG10	6.01360141	6.10952544	5.88899914	6.18860945
ALG10B	6.64901357	6.71578283	6.56370424	6.81858105
ALG11	6.86112713	6.91474572	6.87306944	6.86014318
ALG12	8.27033508	7.97116468	8.19896707	7.93090984
ALG13	8.8325733	8.92989701	8.74378601	8.74723076
ALG14	6.95301915	7.17514596	7.04107029	7.12674549
ALG2	9.73904422	9.58306872	9.72258191	9.24459268
ALG3	9.69456784	9.65428598	9.63468914	9.70580273
ALG5	8.85385776	8.64412344	8.98620876	8.70559303
ALG6	7.6287417	7.85902113	7.57156709	8.0018401
ALG8	9.67433353	9.88579363	9.73129789	10.01126662
ALG9	9.10940943	9.16371636	9.06994823	9.12825505
ALKBH1	7.22903373	7.50445366	7.3287017	7.4856515
ALKBH2	7.67599171	7.64424442	7.5803095	7.60498373
ALKBH3	8.30056458	8.10341711	8.31305999	8.13629358
ALKBH4	6.7093143	6.58814127	6.72489824	6.60531677
ALKBH5	10.28268496	10.35982575	10.27038809	10.31343003
ALKBH6	6.74532041	6.7513795	6.70997341	6.84039303
ALKBH7	8.00928163	7.52138918	7.82888021	7.62047112
ALKBH8	7.5425795	8.14593685	7.83133159	8.10106536
ALMS1	8.34232005	8.73805788	8.45628829	8.8709265
ALOX15B	8.89510869	6.93052507	8.83499081	6.98364815
ALOX5AP	6.81209203	5.30239129	7.00982998	5.34821895
ALPK1	5.93789229	5.53674127	6.06341631	5.4714728
ALPK2	3.98025901	3.66001037	3.71518583	3.69238968
ALS2	8.77068337	8.90866744	8.77508122	8.91247414
ALS2CL	6.66769847	6.63675648	6.44392556	6.61653581
ALYREF	9.26595832	9.96839187	9.25726012	10.04656721
AMACR	7.48569142	7.58064803	7.54953381	7.6683882
AMBRA1	8.7681776	8.62739968	8.87149157	8.56011248
AMD1	10.81808451	11.12515897	10.8750012	11.21646498
AMDHD2	6.09026314	5.97571962	6.10906378	6.18357495
AMER1	7.07031077	7.45464537	7.01735476	7.46299394
AMFR	9.86789688	9.37264663	9.35472937	9.31225025
AMH	5.18933442	5.18604358	5.22427941	5.15208754
AMIGO1	5.86212429	5.29696948	5.68636619	5.50871363
AMIGO2	9.82346791	9.20809559	9.86055097	9.27153657
AMIGO3	6.21036357	6.43669548	6.16090092	6.16104603
AMMECR1	8.70445015	8.82672458	8.72781693	8.69022508
AMMECR1L	9.23470422	9.22422038	9.18160213	9.16180541
AMN1	6.04389703	5.643721	6.23493418	5.76882481
AMOT	3.77301592	3.33124696	3.87090679	3.58807925
AMOTL1	9.97088241	10.14094607	9.93948831	10.13945152
AMOTL2	10.67821903	10.20785553	10.54741175	10.18338402
AMPD2	9.02371915	8.88918397	9.0177877	8.93112101
AMPD3	7.78936147	7.36122074	7.82547476	7.4100028
AMT	4.36644464	4.09909359	4.38173147	3.66245926
AMZ2	10.6072252	10.45383008	10.58524914	10.35295852
AMZ2P1	5.90686137	5.82047756	5.86861536	6.01650163
ANAPC1	9.90262029	10.05250723	9.96063318	10.11203495
ANAPC10	7.52516881	7.8824807	7.58831367	7.69222
ANAPC11	8.86719108	8.83589144	8.83117228	8.90463704
ANAPC13	8.85728509	8.89995162	9.00720579	8.92299474
ANAPC15	7.94964288	8.21391668	7.84041998	8.1652276
ANAPC16	10.15458246	9.8309616	10.22143451	9.93976295
ANAPC2	7.77115463	7.87972223	7.69199342	7.81102603
ANAPC4	8.04930585	8.6004181	8.00646393	8.59504841
ANAPC5	10.54665609	10.76395665	10.56390274	10.79883382
ANAPC7	9.14596151	9.70359791	9.12472333	9.63402901
ANG	5.51653243	4.87665582	5.66869375	4.41700032
ANGEL1	7.14570228	7.12946843	7.0832689	6.9685101
ANGEL2	8.98517408	9.16542944	9.13896514	9.2037482
ANGPT1	7.7460113	6.80156572	7.72458756	6.89547837
ANGPTL2	8.89306977	6.6795318	8.91322862	6.69855964
ANGPTL4	9.02572672	9.79541079	9.24682195	9.69805425
ANK1	6.80655295	6.97222816	6.68572519	7.03197235
ANK2	5.62355824	4.45851997	5.71334906	4.84548434
ANK3	5.28621031	4.82072655	5.22596025	4.98288789
ANKEF1	7.30846375	7.16469153	7.37582297	7.22490813
ANKFY1	9.92855997	9.93296554	9.95651259	9.97520519
ANKH	9.9924822	9.96003347	9.97596777	9.98207493
ANKHD1	9.24194962	8.23851416	9.96975831	8.45218901
ANKHD1-EIF4EBP3	10.60090332	10.61729247	10.22002742	10.56433393
ANKIB1	10.28558309	10.21079867	10.29579133	10.19627356
ANKLE2	9.94086394	10.03634163	9.94009831	10.04540628
ANKMY1	6.23870944	5.68222319	6.04537856	5.85585609
ANKMY2	7.45617007	7.71647229	7.3446679	7.75773377
ANKRA2	7.50561029	6.7972016	7.42481131	6.77353092
ANKRD1	12.94291415	13.2182213	12.94379569	13.2110517
ANKRD10	7.15919272	6.80992014	7.31896548	6.86338472
ANKRD11	10.98482203	10.69083198	11.00523526	10.6879096
ANKRD12	9.57367095	9.52196992	9.53808119	9.43772845
ANKRD13A	9.53288803	9.8633385	9.51417934	9.8947384
ANKRD13B	7.56051178	7.73419367	7.46729194	7.74562407
ANKRD13C	9.4335626	9.67998353	9.54194498	9.76062621
ANKRD13D	8.36264393	8.34547228	8.33061161	8.15995406
ANKRD16	6.7058624	6.83388198	6.85016518	6.84359712
ANKRD17	11.26714457	11.23273565	11.14448033	11.25243438
ANKRD18A	4.63708831	5.50172664	4.4917899	5.15567789
ANKRD23	3.07106225	3.08067557	2.98110382	3.35980796
ANKRD26	8.01779524	8.45394582	8.12869238	8.44113416
ANKRD27	9.37747535	9.31428483	9.34953393	9.333517
ANKRD28	10.97792839	10.82597265	11.02440447	10.91613558
ANKRD29	6.64949549	6.33232091	6.7124699	6.36385673
ANKRD30B	2.22013052	2.22975505	2.07582877	2.16966285
ANKRD33B	9.01229599	8.88023146	9.04009888	8.85034523
ANKRD34A	4.83252574	5.27787158	4.8967812	5.0752679
ANKRD36	4.73663713	4.90562287	4.97547355	4.93909193
ANKRD36B	4.14437547	4.25293414	4.61208637	5.10565697
ANKRD36C	4.36145661	4.2985363	4.48027998	4.94598582
ANKRD37	4.80839349	4.11300952	4.90464596	4.84240559
ANKRD39	6.37508999	6.63118528	6.31552254	6.70518977
ANKRD40	10.0156555	10.10571485	9.97791037	10.15395649
ANKRD42	7.91535555	7.95042753	7.92294134	7.90213464
ANKRD44	6.47631724	6.53826986	6.27188576	6.71161213
ANKRD46	6.8149445	6.67539614	6.89897664	6.91280722
ANKRD49	7.26577181	7.27079816	7.02821766	7.33354472
ANKRD50	9.57120426	9.87121228	9.74590291	9.87420482
ANKRD52	10.45151153	10.76813262	10.37844905	10.7455797
ANKRD54	7.18745736	7.53216139	7.11175109	7.46550436
ANKRD6	2.34759766	2.35705383	2.20558516	2.44964157
ANKRD9	7.46261904	7.29091658	7.51354592	7.25582791
ANKS1A	9.05552123	8.8191811	8.95401465	8.77986497
ANKS3	6.47589976	6.3510004	6.33783723	6.47918182
ANKS6	8.78080121	8.86170843	8.69353334	8.80902215
ANKZF1	8.45790977	8.24802777	8.42523233	8.17863953
ANLN	11.4785098	12.67327073	11.40180939	12.65973425
ANO10	9.17515879	9.33021705	9.21613367	9.26348002
ANO6	10.77985769	10.64119622	10.34139888	10.20419256
ANO7	3.76152415	4.09523776	3.88002137	3.85833352
ANO8	8.09778756	7.46439545	8.11580995	7.66014279
ANOS1	6.42013097	6.25892069	6.63143484	6.1780121
ANP32A	10.28609469	10.79245982	10.26330279	10.72045094
ANP32AP1	5.39328247	5.75667159	5.32483578	5.76108885
ANP32B	11.61232743	11.79151261	11.55073421	11.70646997
ANP32C	4.14563108	4.62592488	4.2771046	4.59159501
ANP32E	10.94557516	11.58965794	10.95021421	11.62033123
ANTXR1	11.40414618	11.07729988	11.4125227	11.09003215
ANTXR2	10.37808278	10.25609873	10.36643173	10.06180728
ANXA1	12.69916974	12.93889502	12.68756295	12.89386241
ANXA11	11.15715264	11.14633765	11.39235836	10.90292855
ANXA2	14.12329713	14.32962694	14.15183546	14.62420492
ANXA2P1	6.58582506	6.77220418	6.57103179	6.81551571
ANXA2P2	11.09638499	11.28274133	11.1018055	11.27872768
