ID	Gene symbol ID	MDA_MB-231_MCF10A.fc	MDA_MB-231_MCF10A.baseMean	MDA_MB-231_MCF10A.lfcSE	MDA_MB-231_MCF10A.stat	MDA_MB-231_MCF10A.raw.pval	MDA_MB-231_MCF10A.bh.pval	Gene symbol ID_1
ENSG00000006712	PAF1	1.02340183691873	957.42957865499	0.204594459716489	0.163116479416476	0.870426724872517	0.908978293111314	PAF1
ENSG00000006744	ELAC2	1.72749603956439	1016.85469229631	0.268015362329001	2.94267610729247	0.00325388655548176	0.00761108829855682	ELAC2
ENSG00000006837	CDKL3	-1.68731090235316	26.5912909206807	0.559680966871424	-1.34849293160331	0.177499892079662	0.2510027660117	CDKL3
ENSG00000007047	MARK4	-1.60317336108997	427.342979627489	0.326060865759629	-2.0883537799438	0.0367659335230016	0.0647808198340965	MARK4
ENSG00000007168	PAFAH1B1	-1.17842136541768	2732.98552233827	0.102845428244819	-2.30302402944216	0.0212774911326378	0.0402146860859325	PAFAH1B1
ENSG00000007202	KIAA0100	1.51459259715424	3808.36383642334	0.223469772497264	2.68013779095636	0.00735918602102204	0.0158484823583279	KIAA0100
ENSG00000007341	ST7L	-1.12634201904826	243.178517603528	0.185553867570397	-0.925041214834766	0.354944469225745	0.446008738973426	ST7L
ENSG00000007392	LUC7L	1.38503271615815	531.005710104904	0.204646230475543	2.2962556104621	0.0216612705630608	0.0408466998681663	LUC7L
ENSG00000007923	DNAJC11	1.44449118089075	1029.29227116214	0.218045718778009	2.43325756983275	0.0149636521504711	0.0295376134077442	DNAJC11
ENSG00000007944	MYLIP	1.07963771257654	233.255335686881	0.399095115277836	0.276994814053699	0.781784088197021	0.838595451438982	MYLIP
ENSG00000007968	E2F2	3.25682842298621	102.403271374236	0.610316472045398	2.79112197581969	0.00525256737963005	0.0116970926415518	E2F2
ENSG00000008018	PSMB1	1.75786318039276	1761.59467476613	0.166357041321169	4.89202488355221	9.98038226511232E-7	4.82664031343047E-6	PSMB1
ENSG00000008083	JARID2	1.2406314011013	642.070819281986	0.130217302266161	2.38888796281443	0.0168994550208841	0.0328290513809784	JARID2
ENSG00000008282	SYPL1	1.42687702915037	1122.5385491935	0.307341458985256	1.66870101999834	0.0951766469108669	0.147578749069247	SYPL1
ENSG00000008283	CYB561	1.20902559937928	831.49440872046	0.273753337075355	1.00033407749437	0.317148860922012	0.406428189678608	CYB561
ENSG00000008294	SPAG9	1.13505763059254	1801.21291101077	0.135590432231366	1.34792364563865	0.177682941970939	0.251232861987978	SPAG9
ENSG00000008324	SS18L2	1.47412222129333	129.904269499284	0.306817919844109	1.82471788252609	0.0680436132774638	0.110746784619031	SS18L2
ENSG00000008405	CRY1	2.67100042714043	343.525150624978	0.385640208889561	3.67539528818044	2.37481430375011E-4	7.29871411015738E-4	CRY1
ENSG00000008513	ST3GAL1	1.68239566418938	703.713278758709	0.204744053047744	3.66563534301757	2.4672528412102E-4	7.55088155886849E-4	ST3GAL1
ENSG00000008710	PKD1	-1.82730256990121	734.095333671623	0.280976254451213	-3.0953346607466	0.00196590944061549	0.0048645726294421	PKD1
ENSG00000008988	RPS20	-1.95312257964415	4601.43682037011	0.138002223313599	-6.99831114058646	2.59066269220686E-12	2.66065150143107E-11	RPS20
ENSG00000009307	CSDE1	-1.05968396334127	13302.0901809257	0.1447102328919	-0.577941605388775	0.563303544508577	0.647285648475025	CSDE1
ENSG00000009335	UBE3C	1.73489349168186	2745.17518256683	0.175117043002746	4.53894767852222	5.65356606943031E-6	2.38966160752006E-5	UBE3C
ENSG00000009413	REV3L	-2.07851876000038	678.274410721321	0.122200405388442	-8.63790726338743	5.7252060296667E-18	1.00191105519167E-16	REV3L
ENSG00000009830	POMT2	-1.05204944721465	373.896123527981	0.157880991062012	-0.463656287052872	0.642894020243597	0.720384148386509	POMT2
ENSG00000009954	BAZ1B	1.23276803229268	2664.97556523381	0.164853738247319	1.83132854128399	0.0670515200637998	0.109290439365204	BAZ1B
ENSG00000010017	RANBP9	1.47295212102795	1332.98645993195	0.110385467144615	5.06145011781244	4.16079605912958E-7	2.14462391783671E-6	RANBP9
ENSG00000010244	ZNF207	-1.32663687050724	2285.13078570616	0.232832787416207	-1.7513578397614	0.0798842904070849	0.127367454894765	ZNF207
ENSG00000010270	STARD3NL	1.37801106767358	556.637164663213	0.143519832505131	3.22316064062747	0.00126784429688174	0.00328528026173949	STARD3NL
ENSG00000010278	CD9	3.00857004711181	1346.55166346105	0.307857253865747	5.16173624883069	2.44669856095907E-7	1.30719830622854E-6	CD9
ENSG00000010322	NISCH	-2.52040243964331	731.577533549465	0.167275157853595	-7.97281633654966	1.55098588107134E-15	2.18499778342491E-14	NISCH
ENSG00000010626	LRRC23	-2.84070769961556	40.4444530059557	0.42632969592612	-3.53306467863551	4.10771963758533E-4	0.00118882352125478	LRRC23
ENSG00000010803	SCMH1	-1.01427449540094	644.189614551018	0.133535775718923	-0.153128589666295	0.878296870456598	0.915298181845672	SCMH1
ENSG00000011009	LYPLA2	1.18953019440423	463.900118643177	0.183187183187099	1.36686360081564	0.171668062946902	0.243788381345859	LYPLA2
ENSG00000011021	CLCN6	1.01079609493181	386.983970854878	0.345276672948349	0.0448683533264385	0.964212241816539	0.974944123712525	CLCN6
ENSG00000011105	TSPAN9	-2.04594833044515	408.888098239374	0.185990363542594	-5.5528130125794	2.81108729533323E-8	1.73221863011681E-7	TSPAN9
ENSG00000011114	BTBD7	-1.43403686319389	970.108470153001	0.0749951499898345	-6.93487659331356	4.06575922344859E-12	4.08726242519995E-11	BTBD7
ENSG00000011295	TTC19	1.2410199850184	734.915955201086	0.128814059252091	2.41841884494507	0.0155881223101993	0.03057974772031	TTC19
ENSG00000011304	PTBP1	1.54191931608189	5310.40335603954	0.230428798747294	2.71115103150635	0.00670500777088728	0.0145538248435194	PTBP1
ENSG00000011422	PLAUR	3.40423155364992	532.978887281526	0.155127229243292	11.3927721147029	4.54302315478487E-30	1.64120032389962E-28	PLAUR
ENSG00000011426	ANLN	3.64456659544452	3975.09767432219	0.490744405126661	3.80187169300039	1.43607095734879E-4	4.6349677842331E-4	ANLN
ENSG00000011478	QPCTL	2.54060502519693	191.874562055738	0.160887608840565	8.36094286027496	6.22189779040471E-17	9.93172444450261E-16	QPCTL
ENSG00000011485	PPP5C	1.07016177244204	1745.65033043542	0.121796092497344	0.803218707923371	0.421848334310988	0.513896289727101	PPP5C
ENSG00000011566	MAP4K3	1.06601865526902	586.565114758696	0.118223045944261	0.780158256512538	0.435297729545652	0.526387731089021	MAP4K3
ENSG00000012048	BRCA1	2.81170100084722	426.773887385763	0.401405669897799	3.71555086724233	2.02761467963283E-4	6.34689114944607E-4	BRCA1
ENSG00000012174	MBTPS2	1.75822228110688	758.586815639438	0.134778619836391	6.04040517672837	1.5372770546577E-9	1.13922826456083E-8	MBTPS2
ENSG00000012660	ELOVL5	2.51991877790481	4116.93069547016	0.115214648897451	11.5729835246293	5.64837248103231E-31	2.08315349263147E-29	ELOVL5
ENSG00000013275	PSMC4	1.7270273261906	1196.35777172875	0.288389022760834	2.7334289731086	0.00626786402142991	0.0137085254000295	PSMC4
ENSG00000013375	PGM3	-1.06013341954463	905.543338341484	0.385911573701198	-0.218303485858582	0.827192658636051	0.876067384015604	PGM3
ENSG00000013441	CLK1	-3.23928252472012	741.696904635479	0.449888532423801	-3.76909874518548	1.63838066025422E-4	5.24001891209963E-4	CLK1
ENSG00000013503	POLR3B	2.72171761291249	358.329010635294	0.328337820303841	4.39948522820035	1.08507962797328E-5	4.34418626170119E-5	POLR3B
ENSG00000013573	DDX11	1.56523525975131	222.049233665593	0.243778640773346	2.65150184191047	0.00801346759246114	0.0170583032572118	DDX11
ENSG00000013583	HEBP1	1.22162155871108	646.975555780072	0.220890027966209	1.30742628022922	0.191067976771446	0.267283158176088	HEBP1
ENSG00000013810	TACC3	3.3288638442795	825.723626943301	0.392645358408182	4.41882178422463	9.92404376725801E-6	4.0042965625236E-5	TACC3
ENSG00000014138	POLA2	-1.03749398348722	241.592123554425	0.474459685173393	-0.11192303969396	0.910884428344725	0.940967985969822	POLA2
ENSG00000014641	MDH1	1.26532361610403	1208.36052117185	0.130142988903264	2.60871841935993	0.00908819916221423	0.0190830558547173	MDH1
ENSG00000014824	SLC30A9	-1.25818867830309	1490.77567532797	0.106054281936876	-3.12432727198344	0.00178212119047021	0.00445169981970469	SLC30A9
ENSG00000014919	COX15	-1.10623487386427	553.581823867299	0.247319647398343	-0.588945237989883	0.55589800974771	0.640396992345427	COX15
ENSG00000015171	ZMYND11	-1.27964570933105	1974.92242346065	0.0765437450175447	-4.64759637652292	3.35825203926896E-6	1.4782138659594E-5	ZMYND11
ENSG00000015676	NUDCD3	1.07901835764605	944.772365629179	0.136970768531554	0.801042523100778	0.423107028816455	0.515175652018064	NUDCD3
ENSG00000016864	GLT8D1	-1.34780618630569	835.287252679124	0.0961258507232697	-4.47968001886839	7.47550200604499E-6	3.08586125241182E-5	GLT8D1
ENSG00000018610	CXorf56	1.74025429328452	326.393632474924	0.168456717384702	4.7448279092741	2.08683672489873E-6	9.54214201929082E-6	CXorf56
ENSG00000020129	NCDN	-1.31782841881695	498.236323601355	0.130379590453235	-3.05387171703136	0.00225908659254849	0.00550513113430702	NCDN
ENSG00000020577	SAMD4A	-1.00876285719947	809.381448436545	0.296370384013011	-0.0424707129548193	0.96612345835311	0.976237452192089	SAMD4A
ENSG00000023041	ZDHHC6	1.01615961712858	727.532753908547	0.202211329131865	0.114370628039045	0.908943996616277	0.939356175507662	ZDHHC6
ENSG00000023191	RNH1	1.22706055031074	2024.38995700779	0.283445538614682	1.04149263795776	0.297646968239575	0.386028540961196	RNH1
ENSG00000023330	ALAS1	2.65579522833538	624.343609953044	0.191794754025684	7.34714523862588	2.0248481493816E-13	2.33150036212579E-12	ALAS1
ENSG00000023445	BIRC3	12.9963248564843	2999.92022915855	0.213655694121061	17.3177308518887	3.45724148962882E-67	5.3392773255455E-65	BIRC3
ENSG00000023516	AKAP11	-1.47451085141209	1254.43316180822	0.0957038568769043	-5.85385435853796	4.80309272437497E-9	3.32635709695363E-8	AKAP11
ENSG00000023608	SNAPC1	6.5475664311773	942.560093175489	0.265657415920514	10.2047171645681	1.8887062936549E-24	4.97547254970283E-23	SNAPC1
ENSG00000023734	STRAP	-1.08748409853628	2950.51266047934	0.188778866118266	-0.640931414394074	0.521567244575292	0.608978547352717	STRAP
ENSG00000024048	UBR2	2.0128469024638	1335.99550826113	0.254972623649882	3.95821884841219	7.55107558859626E-5	2.57930713013843E-4	UBR2
ENSG00000024526	DEPDC1	6.09555775071296	825.45998843366	0.320446620979355	8.13788651355019	4.02237604661558E-16	5.97313173749224E-15	DEPDC1
ENSG00000024862	CCDC28A	-1.13784306800976	152.429435380027	0.330049099718625	-0.564466299616033	0.572436829032994	0.65517466342274	CCDC28A
ENSG00000025156	HSF2	1.59770788397081	256.723512002774	0.185666820139065	3.64095026525254	2.71633610434457E-4	8.21751532056247E-4	HSF2
ENSG00000025772	TOMM34	1.6760426071956	1006.96566044925	0.309952631449687	2.40378286583312	0.0162264080429495	0.0316635284166405	TOMM34
ENSG00000025796	SEC63	-1.07454160818208	2225.59754862957	0.211828391845448	-0.48964799613622	0.624383006955276	0.703528143004502	SEC63
ENSG00000025800	KPNA6	-1.10884782756698	1716.06313343593	0.0977074556431186	-1.52558871006529	0.127112325557844	0.188872252828281	KPNA6
ENSG00000026025	VIM	-2.04775594212765	40373.6256973165	0.0496933776936775	-20.8084825127139	3.62642855844596E-96	1.44530725289032E-93	VIM
ENSG00000026508	CD44	-1.22115155217707	9443.35037319801	0.146123295696168	-1.9725962045014	0.0485415857879976	0.0825053366915271	CD44
ENSG00000027697	IFNGR1	1.14774597220199	907.798670823876	0.275858513450078	0.720671501874821	0.471111650122883	0.560695928838091	IFNGR1
ENSG00000027847	B4GALT7	-1.24011309828372	273.916314103936	0.262519097081638	-1.18266329503476	0.236942616566076	0.319518230481758	B4GALT7
ENSG00000028528	SNX1	-2.08149156054381	1026.49037450054	0.100129533906956	-10.5624950779458	4.44682171203736E-26	1.30499957843757E-24	SNX1
ENSG00000028839	TBPL1	1.09683172835169	203.339353454715	0.234802481164971	0.56789097545414	0.570109000176419	0.653222359007666	TBPL1
ENSG00000029153	ARNTL2	2.7127621177372	523.612047674596	0.326252178462742	4.41303579930384	1.01931133625869E-5	4.09680922559406E-5	ARNTL2
ENSG00000029363	BCLAF1	-1.12758676333191	2781.87713748615	0.150675494555745	-1.14974533800189	0.250248774916875	0.334091388094897	BCLAF1
ENSG00000029725	RABEP1	1.22277595562515	1634.4908534502	0.115325707672459	2.5160052746368	0.0118693406451282	0.0241710406577484	RABEP1
ENSG00000030066	NUP160	2.31338233435267	1099.46783920397	0.264951229751679	4.56689226184976	4.95008266471765E-6	2.11693566364093E-5	NUP160
ENSG00000030110	BAK1	2.90323292165162	439.483482950264	0.30856175036399	4.98331474937763	6.25041534651527E-7	3.13027489283324E-6	BAK1
ENSG00000031698	SARS	1.81254283068105	3188.14322090527	0.384435501835453	2.2318830663444	0.0256226923533149	0.0472701753061379	SARS
ENSG00000031823	RANBP3	1.34863182455902	972.06937615953	0.144576549211069	2.98455420167385	0.00283991882073964	0.00673717300887832	RANBP3
ENSG00000032219	ARID4A	-1.3857624316132	420.967382893613	0.224628770450683	-2.0953680558893	0.0361382869099774	0.0638479243204305	ARID4A
ENSG00000033050	ABCF2	2.51667649498054	1732.8349540937	0.263824108565061	5.04699811207784	4.48805783873361E-7	2.30369566254897E-6	ABCF2
ENSG00000033327	GAB2	1.18868951857548	124.516367306352	0.490207707430893	0.508706684441897	0.610957836300661	0.691281735278154	GAB2
ENSG00000033627	ATP6V0A1	1.52138582284272	584.505066626798	0.376411511702632	1.60830911789943	0.107767494708686	0.163792274218947	ATP6V0A1
ENSG00000033800	PIAS1	-1.81227152541041	879.748854395653	0.176253387867804	-4.86685183868601	1.13389969611616E-6	5.43418570423398E-6	PIAS1
ENSG00000034152	MAP2K3	3.80212179812861	519.346754205911	0.164404054118642	11.7199345156844	1.00749845566571E-31	3.92670139424286E-30	MAP2K3
ENSG00000034510	TMSB10	-1.231696565451	18668.8984708266	0.212129990413513	-1.41727666206122	0.156402055696787	0.225031722153697	TMSB10
ENSG00000034713	GABARAPL2	-2.90676132542885	615.674622797647	0.20066173581912	-7.67167995515206	1.6975809652995E-14	2.18247792156871E-13	GABARAPL2
ENSG00000035499	DEPDC1B	4.91626755957666	261.60194874821	0.470900758947495	4.87908203679418	1.06580728828979E-6	5.12375449292621E-6	DEPDC1B
ENSG00000035681	NSMAF	-1.0699152711292	801.215515134952	0.104268252591826	-0.935055001222382	0.349759955129498	0.440452985997854	NSMAF
ENSG00000035687	ADSS	-1.57485861280968	2080.92293948596	0.113920805035147	-5.75155971181786	8.84238384163904E-9	5.83899798842599E-8	ADSS
ENSG00000035862	TIMP2	-1.82612115802549	8568.66793891372	0.173327337929175	-5.01238002991117	5.37608940192595E-7	2.72219608855718E-6	TIMP2
ENSG00000035928	RFC1	-1.24859213991162	1430.61183200211	0.166821496814882	-1.92003006239475	0.054854102242299	0.091969389768436	RFC1
ENSG00000036054	TBC1D23	1.14154764768194	750.502717617589	0.143650003633684	1.32955846450372	0.183663790883243	0.25838830976571	TBC1D23
ENSG00000036257	CUL3	-1.08055280307007	1514.80759208376	0.13844997777955	-0.807292102791026	0.419498212780412	0.511386326482682	CUL3
ENSG00000036549	ZZZ3	1.13725273757465	1234.69068571257	0.0924200323438568	2.00771307646096	0.0446737902604488	0.0767869614173408	ZZZ3
ENSG00000037241	RPL26L1	1.2337817539967	439.850723288189	0.307743136305116	0.984870758200539	0.324687558579662	0.414498324679864	RPL26L1
ENSG00000037474	NSUN2	2.48918031939999	1520.32807340732	0.332718145056846	3.95431017009989	7.67557839973824E-5	2.61893872214211E-4	NSUN2
ENSG00000038002	AGA	1.17394224725375	246.442411114782	0.300739515429352	0.769308401900513	0.441710250644708	0.532786307401676	AGA
ENSG00000038210	PI4K2B	1.01065754689498	647.721866508414	0.26403215125083	0.0579256521145222	0.9538078499918	0.972141229718585	PI4K2B
ENSG00000038382	TRIO	-1.32790523612576	2440.86435919598	0.33835369888397	-1.20924404266675	0.226569101750152	0.308152933963356	TRIO
ENSG00000039123	SKIV2L2	-1.70557384592447	996.746080129459	0.166951455749249	-4.61365980281449	3.95639811216256E-6	1.71633773440198E-5	SKIV2L2
ENSG00000039319	ZFYVE16	-1.37337537011643	772.248840060733	0.189418200811939	-2.41648370614033	0.015671227604097	0.0307281410964321	ZFYVE16
ENSG00000039560	RAI14	3.58789414654445	1510.02381751643	0.308870852802281	5.96733978103035	2.4115289059465E-9	1.74440513073589E-8	RAI14
ENSG00000039650	PNKP	1.39126315117069	221.720385517039	0.1736897055785	2.74279539702753	0.006091862985943	0.0133661813516828	PNKP
ENSG00000040487	PQLC2	1.46796060475701	158.012784764173	0.230513913502039	2.40251550584834	0.0162827442380707	0.0317458268993787	PQLC2
ENSG00000040531	CTNS	2.35740823488209	244.889196825	0.325732808573838	3.79821000736269	1.45744815651609E-4	4.7002798156503E-4	CTNS
ENSG00000041357	PSMA4	1.42266149589573	1513.34627359773	0.194761870561552	2.61135524319997	0.00901841587228461	0.0189461874004551	PSMA4
ENSG00000041880	PARP3	-2.37809697159432	282.460751603406	0.223558598816544	-5.59051430647208	2.26398030161813E-8	1.41484454357572E-7	PARP3
ENSG00000042088	TDP1	3.06372390259501	446.123089951969	0.2676845422289	6.03429049930742	1.59662617307863E-9	1.17769052945591E-8	TDP1
ENSG00000042445	RETSAT	-1.0463452298775	1095.14754006728	0.235599854464786	-0.277414989623738	0.781461473084823	0.838467781151801	RetSat
ENSG00000042753	AP2S1	2.52663239497473	1117.75651004427	0.113954941810816	11.7346010413078	8.4724881537896E-32	3.3125819981035E-30	AP2S1
ENSG00000043355	ZIC2	2.05766954278459	98.1534781988066	0.20885283740721	4.98442501475658	6.214634058024E-7	3.11488047816984E-6	ZIC2
ENSG00000044446	PHKA2	1.08058029045283	295.821987720953	0.207456480801973	0.538938443595807	0.589929329680448	0.67151067516141	PHKA2
ENSG00000044574	HSPA5	5.13663144289758	26614.1326710926	0.66359324697191	3.55763500267023	3.74208790078172E-4	0.00109553463463472	HSPA5
ENSG00000046604	DSG2	1.18619377227319	2805.30345854236	0.140519127285851	1.75306883322656	0.0795901925479481	0.126996878332675	DSG2
ENSG00000047056	WDR37	-1.868528997011	346.640450148448	0.150296691148185	-6.00081708821086	1.96327052572129E-9	1.43527854114122E-8	WDR37
ENSG00000047188	YTHDC2	-1.04078445731833	589.429136983575	0.141833991679948	-0.406611433435168	0.68429339846481	0.757770452454309	YTHDC2
ENSG00000047249	ATP6V1H	-1.14261454789229	523.386331319987	0.139332535594597	-1.38042993964256	0.1674543071543	0.23857218229836	ATP6V1H
ENSG00000047315	POLR2B	1.05545419411338	2755.8328055883	0.149351881022418	0.521345748537674	0.602125936910946	0.683022515370733	POLR2B
ENSG00000047410	TPR	-1.53605461257939	4123.46007211039	0.129066698005182	-4.79774813978631	1.60459363952234E-6	7.46695081593164E-6	TPR
ENSG00000047634	SCML1	3.72634215739709	359.230677655312	0.311929319590964	6.08394283972139	1.17262424646083E-9	8.81251372568346E-9	SCML1
ENSG00000047644	WWC3	2.12890384708416	1319.51351853421	0.0944784644849188	11.5381933567979	8.46851778527724E-31	3.11394456062799E-29	WWC3
ENSG00000047849	MAP4	-1.18485548918862	6761.56572096997	0.199330179926771	-1.22766713876371	0.219571947101028	0.300083445919148	MAP4
ENSG00000047932	GOPC	-1.82283603587745	1168.18652299085	0.261460632588779	-3.31286889426218	9.23442566574821E-4	0.00247486614100475	GOPC
ENSG00000048392	RRM2B	-7.90554738145035	1935.19857763072	0.125870133596455	-23.6979597404434	3.78463898244266E-124	3.11728097520527E-121	RRM2B
ENSG00000048544	MRPS10	4.14010067489295	1559.14585699983	0.131903482316234	15.5391337226037	1.88514413183659E-54	1.79161198068008E-52	MRPS10
ENSG00000048991	R3HDM1	1.39139670104727	1002.8923042131	0.178542505388587	2.66902161031806	0.00760725555417937	0.016303146985583	R3HDM1
ENSG00000049167	ERCC8	1.29956039008046	160.751661017824	0.15361413858009	2.46086512840344	0.0138602458649696	0.0276154381983009	ERCC8
ENSG00000049245	VAMP3	-1.31146099340927	2490.03325968436	0.0824396391365845	-4.74498557335131	2.0852119640534E-6	9.53824280484257E-6	VAMP3
ENSG00000049246	PER3	-1.30850275889849	148.471735738317	0.344055459742156	-1.1274838263419	0.259537974940966	0.344571788032458	PER3
ENSG00000049541	RFC2	3.13101188831052	485.670457457099	0.443826097614125	3.7100769765153	2.07196238729694E-4	6.47586524033739E-4	RFC2
ENSG00000049618	ARID1B	-2.78315489537268	838.274951764994	0.228374182990307	-6.46623529938212	1.00474587225682E-10	8.45615480363283E-10	ARID1B
ENSG00000049860	HEXB	1.54451900630834	1614.57259965777	0.151671657131525	4.13496915794442	3.55002309107799E-5	1.28736528588989E-4	HEXB
ENSG00000050426	LETMD1	-1.64455044415348	365.369257381305	0.435239785045652	-1.64896060987201	0.0991557047313756	0.152713629014728	LETMD1
ENSG00000051108	HERPUD1	1.12876665441562	1126.8366454305	0.532839491280744	0.327954810036571	0.742945830949397	0.806882537041122	HERPUD1
ENSG00000051128	HOMER3	-2.34424444876377	509.91324973373	0.142588912010187	-8.62004625007182	6.69270749105749E-18	1.16298735656843E-16	HOMER3
ENSG00000051180	RAD51	2.0946508071818	142.685783189331	0.740643291517768	1.44024764541323	0.149797347737508	0.217172756547397	RAD51
ENSG00000051620	HEBP2	-1.39327067778305	845.382780107519	0.201554562594081	-2.37392574355916	0.0176000896265917	0.0340349205410143	HEBP2
ENSG00000052126	PLEKHA5	-1.0293512476027	558.752087078864	0.165608505397428	-0.252012177050598	0.80103165158747	0.85353566669799	PLEKHA5
ENSG00000053900	ANAPC4	1.22537246937027	312.55312472247	0.288052076502448	1.01794212735171	0.308705459788935	0.397670311301458	ANAPC4
ENSG00000054116	TRAPPC3	1.30871114647907	367.368246351366	0.141707961521503	2.73906068747265	0.00616149987884846	0.013502187123656	TRAPPC3
ENSG00000054118	THRAP3	1.0786518486167	3393.19076111052	0.13557321792718	0.805684852332159	0.420424585803305	0.512262895226807	THRAP3
ENSG00000054148	PHPT1	-1.34841077647195	453.337237279574	0.230240242789101	-1.87308724681016	0.0610563381397033	0.100647239188263	PHPT1
ENSG00000054523	KIF1B	-1.18303476378307	1186.27184504641	0.124622495152198	-1.94581618649214	0.0516768235637442	0.0872503401226802	KIF1B
