ADAM9 ANXA1 ATF3 AURKA BACE1 BGN BIRC6 BUB1 CABLES2 CCNG2 CD55 CDC20 CHEK2 CKAP5 COL13A1 CTNNB1 CXXC5 DNAJB2 EGFR ERBB2 ERBB3 EVL FBLN1 FDPS FGF13 FN1 FOS FOXM1 FYN GSK3B GSN HDAC3 HIPK2 HMGA2 HMGB2 HMGCR HUWE1 ICAM1 IGF1R IL4R IL7R ITGB8 JUN KAT2A LATS2 LIMK2 LRP1 LTBP3 MAD2L2 MAPK1 MAPK13 MAPK14 MAPK6 MAPKAPK2 MAPT MEX3B MOCOS MVD MVK NDC80 NUF2 PAG1 PIAS1 PIAS3 PKIA PLK1 PMVK PPM1D PRPF4 PTPRA RASGRF1 RELA RFWD2 RHOA RHOD ROCK1 RPS6KA1 RPS6KA5 RRM2B S100A2 SELPLG SERPINA1 SH3YL1 SHC1 SKIL SMAD2 SMAD4 SNAI1 SNAP29 SNRPA SREBF2 SRPK1 STAT3 STX6 TACC1 TAF12 TAF1B TBL1X TCF3 TGFA TGFB1 TNIK TNK2 TOP2A TP53 TP53:SMAD2 TP63 TPR TPX2 TRIM33 TRIOBP UBE2I VDR VIM WNT5A ZBTB17
Perturb_6183 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 1 1 -1 1 -1 -1 -1 -1 -1 1 1 1 1 -1 1 1 -1 -1 1 1 -1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 -1 1 1 -1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 -1 1 1
Perturb_6184 1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 -1 -1 1 1 -1 1 1 1 0 1 1 0 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 -1 1 1 -1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 -1 1 1 1 -1 -1 1 1 1 1 1 1 1 -1
Perturb_6185 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 1 1 -1 1 -1 -1 -1 -1 -1 1 1 1 1 -1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 0 1 1 1 -1 -1 1 1 1 1 1 1 1 0
Perturb_6186 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 -1 1 -1 1 -1 -1 1 1 -1 1 1 1 1 -1 1 1 -1 1 1 1 -1 1 1 1 -1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 -1 1 -1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 0 1 1 1 -1 -1 1 1 1 1 1 1 1 0
Perturb_6187 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 -1 -1 -1 1 1 -1 1 1 -1 1 -1 -1 0 0 -1 1 1 1 1 1 1 1 -1 -1 1 1 -1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 -1 1 1 -1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1
Perturb_6188 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 -1 -1 -1 1 1 -1 1 1 -1 1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 -1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1
Perturb_6189 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 1 1 -1 1 -1 -1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 -1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1
Perturb_6190 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 1 1 -1 1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 -1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 0 1 1 1 -1 -1 1 1 1 1 1 1 1 0
Perturb_6191 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 -1 -1 -1 1 1 -1 1 1 1 1 -1 -1 -1 -1 -1 1 1 1 1 -1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 -1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 0 1 1 1 -1 -1 1 1 1 1 1 1 1 0
Perturb_6192 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 -1 -1 -1 1 1 -1 1 1 -1 1 -1 -1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 -1 -1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 -1 1 1 1 -1 -1 1 1 1 1 1 -1 1 -1
Perturb_6193 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 -1 -1 -1 1 1 -1 1 1 -1 1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 -1 -1 1 1 -1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 -1 -1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 -1 1 1
Perturb_6194 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 1 1 -1 1 -1 -1 1 1 -1 1 1 1 1 -1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 0 1 1 1 -1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 0 1 1 1 -1 -1 1 1 1 1 1 1 1 0
Perturb_6195 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 1 1 -1 1 -1 -1 1 1 -1 1 1 1 1 -1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 -1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 0 1 1 1 -1 -1 1 1 1 1 1 1 1 0
Perturb_6196 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 1 1 -1 1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 -1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 0 1 1 1 -1 -1 1 1 1 1 1 -1 1 0
Perturb_6197 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 0 1 1 -1 -1 1 -1 1 1 1 1 1 1 -1 1 -1 1 1 1 0 1 1 -1 -1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 0 1 1 1 -1 -1 1 1 1 1 1 1 1 0
Perturb_6198 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 -1 -1 -1 1 1 -1 1 1 -1 1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 -1 -1 1 1 -1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 -1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1
Perturb_6199 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 -1 1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 -1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1
Perturb_6200 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 -1 -1 -1 1 1 -1 1 1 1 1 -1 -1 1 1 -1 1 1 1 1 1 1 1 -1 -1 1 1 -1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 0 -1 1 -1 -1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 -1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 -1 1 1 1 -1 -1 1 1 1 1 1 1 1 -1
Perturb_6201 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 -1 -1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 -1 -1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1
Perturb_6202 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 -1 -1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 0 1 1 1 -1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1
Perturb_6203 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 -1 -1 -1 1 1 -1 1 1 -1 1 -1 -1 0 0 -1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 -1 1 -1 -1 1 -1 -1 1 1 1 -1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 0 1 1 1 -1 -1 1 1 1 1 1 -1 1 0
Perturb_6204 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 -1 -1 0 0 -1 1 1 1 1 -1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 -1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1
Perturb_6205 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 1 1 -1 1 -1 -1 0 0 -1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 -1 1 1 1 -1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 -1 1 1 1 -1 -1 1 1 1 1 1 -1 1 -1
Perturb_6206 1 1 1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 -1 1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 0 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 -1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 -1 1 1 1 -1 -1 1 1 1 1 1 1 1 -1
Perturb_6207 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 -1 -1 -1 1 1 -1 -1 1 -1 1 -1 -1 0 0 -1 1 1 1 1 -1 1 1 -1 1 1 1 -1 1 1 1 -1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 -1 1 1 -1 1 -1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1
Perturb_6208 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 -1 1 -1 1 -1 -1 1 1 -1 1 1 1 1 -1 1 1 -1 1 1 1 -1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 -1 1 -1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 0 1 1 1 -1 -1 1 1 1 1 1 1 1 0
Perturb_6209 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 -1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 -1 -1 1 -1 1 1 1 1 1 1 -1 1 -1 1 1 1 1 1 1 -1 -1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 0 1 1 1 -1 -1 1 1 1 1 1 1 1 0
Perturb_6210 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 -1 -1 -1 1 1 -1 1 1 -1 1 -1 -1 0 0 -1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 -1 1 1 -1 1 -1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 0 1 1 1 -1 -1 1 1 1 1 1 1 1 0
Perturb_6211 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 -1 -1 -1 1 1 -1 1 1 -1 1 -1 -1 0 0 -1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 -1 1 -1 -1 1 -1 -1 1 1 1 -1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 -1 1 1 1 -1 -1 1 1 1 1 1 1 1 -1
Perturb_6212 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 -1 -1 -1 1 1 -1 1 1 -1 1 -1 -1 1 1 -1 1 1 1 1 -1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 0 1 1 1 -1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 -1 1 1 1 -1 -1 1 1 1 1 1 -1 1 -1
Perturb_6213 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 -1 -1 -1 1 1 -1 1 1 1 1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 -1 -1 1 1 -1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 -1 1 1 -1 1 -1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1
Perturb_6214 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 -1 -1 -1 -1 1 -1 1 1 1 1 -1 -1 0 0 -1 1 1 1 1 1 1 1 -1 -1 1 1 -1 -1 -1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 0 0 -1 1 1 -1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1
Perturb_6215 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 -1 1 -1 -1 -1 -1 -1 -1 1 1 -1 1 1 1 -1 -1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 -1 -1 1 0 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 -1 1 1 -1 1 -1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1 1 -1 -1 -1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1
Perturb_6216 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 -1 -1 1 1 -1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 -1 1 -1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1
Perturb_6217 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 -1 -1 0 0 -1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 -1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 0 1 1 1 -1 -1 1 1 1 1 1 1 1 0
Perturb_6218 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 -1 -1 -1 -1 1 1 1 1 1 1 1 -1 -1 1 1 -1 1 1 1 -1 1 1 -1 -1 1 -1 1 1 1 1 1 1 -1 1 -1 1 1 1 -1 -1 1 -1 -1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 0 1 1 1 -1 -1 1 1 1 1 1 1 1 0
Perturb_6219 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 1 1 -1 1 -1 -1 0 0 -1 1 1 1 1 -1 1 1 -1 -1 1 1 -1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 -1 1 1 -1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1
Perturb_6220 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 -1 1 -1 1 -1 -1 0 0 -1 1 1 1 1 -1 1 1 -1 1 1 1 -1 1 1 1 -1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 -1 1 1 -1 1 -1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 0 1 1 1 -1 -1 1 1 1 1 1 -1 1 0
Perturb_6221 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 -1 -1 -1 1 1 -1 -1 1 1 1 -1 -1 1 1 -1 1 1 1 1 -1 1 1 -1 -1 1 1 -1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 1 1 -1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 -1 1 1 1 -1 -1 1 1 1 1 1 1 1 -1
Perturb_6222 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 -1 -1 -1 1 1 -1 -1 1 -1 1 -1 -1 -1 -1 -1 1 1 1 1 -1 1 1 -1 -1 1 1 -1 1 1 1 -1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 -1 1 1 -1 1 -1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 0 1 1 1 -1 -1 1 1 1 1 1 -1 1 0
Perturb_6223 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 -1 -1 -1 1 1 -1 1 1 1 1 -1 -1 0 0 -1 1 1 1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 -1 1 1 -1 -1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1
Perturb_6224 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 -1 -1 -1 1 1 -1 1 1 1 1 -1 -1 1 1 -1 1 1 1 1 1 1 1 -1 -1 1 1 -1 1 1 1 0 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 1 1 -1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 0 1 1 1 -1 -1 1 1 1 1 1 1 1 0
Perturb_6225 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 -1 -1 -1 1 1 -1 1 1 1 1 -1 -1 1 1 -1 1 1 1 1 -1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 0 1 1 1 -1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1
Perturb_6226 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 -1 1 1 1 -1 -1 1 1 -1 1 1 1 1 -1 1 1 -1 -1 1 1 -1 1 1 1 -1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 1 1 -1 1 -1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 0 1 1 1 -1 -1 1 1 1 1 1 1 1 0
Perturb_6227 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 -1 -1 1 1 -1 1 1 1 1 -1 1 1 -1 -1 1 1 -1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 0 -1 1 1 -1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 0 1 1 1 -1 -1 1 1 1 1 1 1 1 0
Perturb_6228 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 -1 -1 1 1 -1 1 1 1 1 -1 1 1 -1 -1 1 1 -1 1 1 1 0 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 -1 1 1 -1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 0 1 1 1 -1 -1 1 1 1 1 1 1 1 0
Perturb_6229 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 -1 1 1 1 -1 -1 1 1 -1 1 1 1 1 -1 1 1 -1 -1 1 1 -1 1 1 1 -1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 0 -1 1 1 -1 1 -1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 0 1 1 1 -1 -1 1 1 1 1 1 1 1 0
Perturb_6230 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 -1 1 -1 1 -1 -1 1 1 -1 1 1 1 1 -1 1 1 -1 1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 -1 1 1 -1 1 -1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 1
Perturb_6231 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 -1 -1 1 -1 1 1 1 1 -1 -1 -1 -1 -1 1 1 1 1 1 1 1 -1 -1 1 1 -1 -1 -1 1 -1 1 1 1 1 -1 1 1 1 1 1 1 1 1 -1 1 1 1 1 0 -1 1 1 -1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 0 1 1 1 -1 1 1 1 1 1 1 1 1 0
Perturb_6232 1 1 1 1 -1 -1 1 1 1 -1 1 1 1 1 1 -1 1 1 1 1 1 -1 1 1 -1 1 1 1 1 -1 -1 0 0 -1 1 1 1 1 1 1 1 -1 -1 1 1 -1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 -1 1 1 -1 1 1 -1 1 1 1 -1 1 1 1 1 1 1 1 1 1 1 1 1 1 -1 -1 1 1 1 1 1 1 1 0 1 1 1 -1 -1 1 1 1 1 1 1 1 0
