ID	Ensembl IDs	Names	Model	Score	Best module	Best score
ENSG00000131788	["ENSG00000131788"]	["PIAS3"]	DataElement[ENSG00000131788] class=class ru.biosoft.bsa.project.ProjectAsLists	1.3392016887664795	V$SP1_14, V$ZNF501_01	1.3392016887664795
ENSG00000087586	["ENSG00000087586"]	["AURKA"]	DataElement[ENSG00000087586] class=class ru.biosoft.bsa.project.ProjectAsLists	1.3386482000350952	V$ZNF43_04, V$ZNF257_04	1.3386482000350952
ENSG00000115750	["ENSG00000115750"]	["TAF1B"]	DataElement[ENSG00000115750] class=class ru.biosoft.bsa.project.ProjectAsLists	1.2217916250228882	V$ZNF257_04, V$HOXA10_01	1.2217916250228882
ENSG00000101266	["ENSG00000101266"]	["CSNK2A1"]	DataElement[ENSG00000101266] class=class ru.biosoft.bsa.project.ProjectAsLists	1.1614151000976562	V$ZNF257_04, V$HOXA10_01	1.1614151000976562
ENSG00000130177	["ENSG00000130177"]	["CDC16"]	DataElement[ENSG00000130177] class=class ru.biosoft.bsa.project.ProjectAsLists	1.1154215335845947	V$ZNF257_04, V$HOXA10_01	1.1154215335845947
ENSG00000197467	["ENSG00000197467"]	["COL13A1"]	DataElement[ENSG00000197467] class=class ru.biosoft.bsa.project.ProjectAsLists	1.1150007247924805	V$ZNF43_04, V$ZNF257_04	1.1150007247924805
ENSG00000077312	["ENSG00000077312"]	["SNRPA"]	DataElement[ENSG00000077312] class=class ru.biosoft.bsa.project.ProjectAsLists	1.103830337524414	V$ZNF43_04, V$ZNF257_04	1.103830337524414
ENSG00000171150	["ENSG00000171150"]	["SOCS5"]	DataElement[ENSG00000171150] class=class ru.biosoft.bsa.project.ProjectAsLists	1.0464426279067993	V$SP1_14, V$ZNF501_01	1.0464426279067993
ENSG00000141510	["ENSG00000141510"]	["TP53"]	DataElement[ENSG00000141510] class=class ru.biosoft.bsa.project.ProjectAsLists	1.0027437210083008	V$SP1_14, V$ZNF501_01	1.0027437210083008
ENSG00000170027	["ENSG00000170027"]	["YWHAG"]	DataElement[ENSG00000170027] class=class ru.biosoft.bsa.project.ProjectAsLists	0.9622340202331543	V$SP1_14, V$ZNF501_01	0.9622340202331543
ENSG00000105325	["ENSG00000105325"]	["FZR1"]	DataElement[ENSG00000105325] class=class ru.biosoft.bsa.project.ProjectAsLists	0.9576110243797302	V$SP1_14, V$ZNF501_01	0.9576110243797302
ENSG00000145386	["ENSG00000145386"]	["CCNA2"]	DataElement[ENSG00000145386] class=class ru.biosoft.bsa.project.ProjectAsLists	0.9539399743080139	V$SP1_14, V$ZNF501_01	0.9539399743080139
ENSG00000004897	["ENSG00000004897"]	["CDC27"]	DataElement[ENSG00000004897] class=class ru.biosoft.bsa.project.ProjectAsLists	0.9472119808197021	V$SP1_14, V$ZNF501_01	0.9472119808197021
ENSG00000169679	["ENSG00000169679"]	["BUB1"]	DataElement[ENSG00000169679] class=class ru.biosoft.bsa.project.ProjectAsLists	0.9435023665428162	V$SP1_14, V$ZNF501_01	0.9435023665428162
ENSG00000161638	["ENSG00000161638"]	["ITGA5"]	DataElement[ENSG00000161638] class=class ru.biosoft.bsa.project.ProjectAsLists	0.9426209926605225	V$SP1_14, V$ZNF501_01	0.9426209926605225
ENSG00000177885	["ENSG00000177885"]	["GRB2"]	DataElement[ENSG00000177885] class=class ru.biosoft.bsa.project.ProjectAsLists	0.9411349892616272	V$SP1_14, V$ZNF501_01	0.9411349892616272
ENSG00000168610	["ENSG00000168610"]	["STAT3"]	DataElement[ENSG00000168610] class=class ru.biosoft.bsa.project.ProjectAsLists	0.9378669857978821	V$SP1_14, V$ZNF501_01	0.9378669857978821
ENSG00000086758	["ENSG00000086758"]	["HUWE1"]	DataElement[ENSG00000086758] class=class ru.biosoft.bsa.project.ProjectAsLists	0.9266881942749023	V$ZNF257_04, V$HOXA10_01	0.9266881942749023
ENSG00000152465	["ENSG00000152465"]	["NMT2"]	DataElement[ENSG00000152465] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000164611	["ENSG00000164611"]	["PTTG1"]	DataElement[ENSG00000164611] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000179295	["ENSG00000179295"]	["PTPN11"]	DataElement[ENSG00000179295] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
