ID	Symbol	Sites view	Total count	V$AP1_01	V$AP1_02	V$BATFJUN_01	V$CFOSCJUN_Q5	V$CMYC_Q3	V$CMYC_Q6_01	V$EBOX_Q6_01	V$FOSJUN_02	V$JUNFOSB_01	V$JUNFRA1_01	V$JUNFRA2_01	V$JUN_04	V$JUN_06	V$MYCMAX_B	V$MYC_02	V$MYC_06	V$MYC_07	V$P53DECAMER_Q2	V$P53_01	V$P53_02	V$P53_03	V$P53_04	V$P53_Q3	V$P53_Q3_01	V$STAT3STAT3_Q3	V$STAT3_02	V$STAT3_10	V$STAT3_11	V$STAT3_Q4	V$STAT_01	V$TP53_03
ENSG00000120899	PTK2B	DataElement[ENSG00000120899] class=class ru.biosoft.bsa.project.ProjectAsLists	186	0	0	0	0	0	0	6	0	0	0	0	0	0	57	14	3	0	0	2	0	2	37	1	41	0	12	0	3	2	3	3
ENSG00000114270	COL7A1	DataElement[ENSG00000114270] class=class ru.biosoft.bsa.project.ProjectAsLists	184	1	3	4	1	0	0	4	5	6	1	4	9	1	20	6	4	0	2	4	0	8	23	3	49	0	6	2	2	3	4	9
ENSG00000148848	ADAM12	DataElement[ENSG00000148848] class=class ru.biosoft.bsa.project.ProjectAsLists	184	0	0	0	0	0	0	7	0	0	0	0	1	0	47	5	2	0	1	2	0	8	42	4	39	0	7	0	4	4	2	9
ENSG00000121741	ZMYM2	DataElement[ENSG00000121741] class=class ru.biosoft.bsa.project.ProjectAsLists	180	0	0	0	0	0	0	1	0	0	0	0	0	0	42	8	4	0	0	5	0	0	50	4	51	0	8	0	1	2	1	3
ENSG00000142798	HSPG2	DataElement[ENSG00000142798] class=class ru.biosoft.bsa.project.ProjectAsLists	178	0	0	0	0	0	0	5	0	0	0	0	1	0	42	10	2	0	0	4	0	10	35	8	47	0	3	0	1	0	0	10
ENSG00000166033	HTRA1	DataElement[ENSG00000166033] class=class ru.biosoft.bsa.project.ProjectAsLists	178	0	0	0	0	0	0	3	0	0	0	0	0	0	43	14	3	0	0	5	0	8	29	4	51	0	7	0	2	1	1	7
ENSG00000149948	HMGA2	DataElement[ENSG00000149948] class=class ru.biosoft.bsa.project.ProjectAsLists	176	0	0	0	0	0	0	11	0	0	0	0	1	0	32	16	7	0	0	3	0	6	34	3	35	0	10	0	3	3	1	11
ENSG00000108953	YWHAE	DataElement[ENSG00000108953] class=class ru.biosoft.bsa.project.ProjectAsLists	175	0	0	0	0	0	0	2	0	0	0	0	0	0	24	3	0	0	0	9	0	13	39	7	53	0	7	0	2	2	1	13
ENSG00000145675	PIK3R1	DataElement[ENSG00000145675] class=class ru.biosoft.bsa.project.ProjectAsLists	175	0	0	0	0	0	0	5	0	0	0	0	1	0	50	11	3	0	1	1	0	7	35	2	44	0	6	0	1	1	1	6
ENSG00000175387	SMAD2	DataElement[ENSG00000175387] class=class ru.biosoft.bsa.project.ProjectAsLists	175	0	0	0	0	0	0	7	0	0	0	0	0	0	36	15	6	0	1	6	0	8	33	4	45	0	8	0	1	0	0	5
ENSG00000089159	PXN	DataElement[ENSG00000089159] class=class ru.biosoft.bsa.project.ProjectAsLists	171	0	0	0	0	0	0	9	0	0	0	0	2	0	46	16	4	0	1	0	0	4	32	3	36	0	8	0	2	3	0	5
ENSG00000171132	PRKCE	DataElement[ENSG00000171132] class=class ru.biosoft.bsa.project.ProjectAsLists	171	0	0	0	0	0	0	2	0	0	0	0	0	0	63	10	0	0	0	0	0	8	41	2	30	0	4	0	1	1	1	8
ENSG00000100097	LGALS1	DataElement[ENSG00000100097] class=class ru.biosoft.bsa.project.ProjectAsLists	168	0	0	0	0	0	0	1	0	0	0	0	1	0	19	1	0	0	0	4	0	3	55	11	50	0	7	0	7	2	2	5
ENSG00000080824	HSP90AA1	DataElement[ENSG00000080824] class=class ru.biosoft.bsa.project.ProjectAsLists	166	0	0	0	0	0	0	5	0	0	0	0	0	0	36	3	3	0	1	2	0	4	40	6	45	0	9	0	3	2	0	7
ENSG00000187498	COL4A1	DataElement[ENSG00000187498] class=class ru.biosoft.bsa.project.ProjectAsLists	166	0	0	0	0	0	0	2	0	0	0	0	0	0	62	11	3	0	0	2	0	6	29	2	38	0	2	0	0	2	0	7
ENSG00000197321	SVIL	DataElement[ENSG00000197321] class=class ru.biosoft.bsa.project.ProjectAsLists	166	0	0	0	0	0	0	6	0	0	0	0	0	0	50	13	6	0	0	1	0	4	35	2	39	0	2	0	2	0	0	6
ENSG00000154229	PRKCA	DataElement[ENSG00000154229] class=class ru.biosoft.bsa.project.ProjectAsLists	165	0	0	0	0	0	0	6	0	0	0	0	0	0	56	18	6	0	1	0	1	2	23	2	39	0	5	0	1	2	0	3
ENSG00000120708	TGFBI	DataElement[ENSG00000120708] class=class ru.biosoft.bsa.project.ProjectAsLists	163	0	0	4	0	0	0	9	0	0	0	0	5	0	35	13	4	0	0	1	0	7	16	4	37	0	7	1	4	5	4	7
ENSG00000137801	THBS1	DataElement[ENSG00000137801] class=class ru.biosoft.bsa.project.ProjectAsLists	163	0	0	0	0	0	0	2	0	0	0	0	0	0	48	14	4	0	0	0	0	1	33	3	42	0	4	0	3	3	2	4
ENSG00000103266	STUB1	DataElement[ENSG00000103266] class=class ru.biosoft.bsa.project.ProjectAsLists	162	0	0	0	0	0	0	7	0	0	0	0	1	0	31	10	3	0	0	4	0	4	33	2	54	0	8	0	0	0	0	5
ENSG00000135919	SERPINE2	DataElement[ENSG00000135919] class=class ru.biosoft.bsa.project.ProjectAsLists	162	0	0	0	0	0	0	9	0	0	0	0	0	0	41	9	7	0	0	2	1	4	28	3	42	0	9	0	3	2	0	2
ENSG00000104067	TJP1	DataElement[ENSG00000104067] class=class ru.biosoft.bsa.project.ProjectAsLists	158	0	0	1	0	0	0	5	0	0	0	0	1	0	40	9	2	0	0	0	0	8	32	6	44	0	3	0	0	1	0	6
ENSG00000136238	RAC1	DataElement[ENSG00000136238] class=class ru.biosoft.bsa.project.ProjectAsLists	158	0	1	2	0	0	0	5	2	2	0	2	2	0	32	6	2	0	0	2	0	6	29	8	44	0	5	0	1	1	0	6
ENSG00000142208	AKT1	DataElement[ENSG00000142208] class=class ru.biosoft.bsa.project.ProjectAsLists	156	0	0	1	0	0	0	9	0	0	0	0	2	0	40	9	0	0	0	2	0	11	28	4	40	0	2	0	0	1	0	7
ENSG00000142864	SERBP1	DataElement[ENSG00000142864] class=class ru.biosoft.bsa.project.ProjectAsLists	156	0	0	0	0	0	0	7	0	1	0	0	2	0	41	7	2	0	0	2	0	6	32	4	29	0	9	0	4	3	1	6
ENSG00000150760	DOCK1	DataElement[ENSG00000150760] class=class ru.biosoft.bsa.project.ProjectAsLists	156	0	0	2	0	1	1	6	0	0	0	0	3	0	41	12	5	1	0	0	0	6	23	5	37	0	5	0	1	1	0	6
ENSG00000196405	EVL	DataElement[ENSG00000196405] class=class ru.biosoft.bsa.project.ProjectAsLists	156	0	0	0	0	1	1	6	0	0	0	0	1	0	45	15	5	1	0	0	0	3	24	3	37	0	5	0	2	1	1	5
ENSG00000105229	PIAS4	DataElement[ENSG00000105229] class=class ru.biosoft.bsa.project.ProjectAsLists	155	0	0	0	0	0	0	7	0	0	0	0	0	0	59	14	6	0	0	0	0	4	23	2	29	0	3	0	1	0	0	7
ENSG00000150995	ITPR1	DataElement[ENSG00000150995] class=class ru.biosoft.bsa.project.ProjectAsLists	155	0	0	0	0	0	0	3	0	0	0	0	0	0	33	13	3	0	1	1	1	8	35	4	33	0	7	0	4	2	0	7
ENSG00000105329	TGFB1	DataElement[ENSG00000105329] class=class ru.biosoft.bsa.project.ProjectAsLists	154	0	0	0	0	0	1	13	0	0	0	0	2	0	39	14	7	0	0	1	0	4	26	4	30	0	5	0	1	1	0	6
ENSG00000109062	SLC9A3R1	DataElement[ENSG00000109062] class=class ru.biosoft.bsa.project.ProjectAsLists	154	0	0	0	0	0	0	7	0	0	0	0	0	0	43	10	1	0	0	0	0	2	28	6	39	0	7	0	3	3	1	4
ENSG00000123384	LRP1	DataElement[ENSG00000123384] class=class ru.biosoft.bsa.project.ProjectAsLists	154	1	2	2	1	0	0	0	2	2	1	2	2	1	32	5	2	0	0	3	0	6	20	8	42	0	8	0	3	2	1	6
ENSG00000154380	ENAH	DataElement[ENSG00000154380] class=class ru.biosoft.bsa.project.ProjectAsLists	154	0	0	0	0	0	0	4	0	0	0	0	0	0	48	9	1	0	0	4	0	4	24	2	40	0	10	0	1	2	0	5
ENSG00000050820	BCAR1	DataElement[ENSG00000050820] class=class ru.biosoft.bsa.project.ProjectAsLists	153	1	3	3	1	0	0	16	4	2	1	4	4	1	19	9	3	0	1	4	0	8	12	4	41	0	3	0	1	0	0	8
ENSG00000103653	CSK	DataElement[ENSG00000103653] class=class ru.biosoft.bsa.project.ProjectAsLists	152	0	0	3	0	0	0	3	0	0	0	0	4	0	32	7	3	0	0	0	0	7	27	8	42	0	5	0	3	2	1	5
ENSG00000081052	COL4A4	DataElement[ENSG00000081052] class=class ru.biosoft.bsa.project.ProjectAsLists	151	0	0	0	0	0	0	3	0	0	0	0	0	0	44	11	3	0	1	0	0	0	28	3	48	0	7	0	0	1	0	2
ENSG00000113070	HBEGF	DataElement[ENSG00000113070] class=class ru.biosoft.bsa.project.ProjectAsLists	151	0	0	0	0	0	0	7	0	0	0	0	3	0	33	11	4	0	0	0	0	2	26	7	40	0	8	0	4	3	2	1
ENSG00000141753	IGFBP4	DataElement[ENSG00000141753] class=class ru.biosoft.bsa.project.ProjectAsLists	151	1	2	2	1	0	0	7	2	2	1	2	2	1	20	7	2	0	0	1	0	5	22	8	43	0	7	0	4	4	0	5
ENSG00000168056	LTBP3	DataElement[ENSG00000168056] class=class ru.biosoft.bsa.project.ProjectAsLists	151	1	2	2	0	0	0	3	2	2	0	2	3	0	21	4	1	0	2	5	0	5	27	6	49	0	8	0	2	1	0	3
ENSG00000116679	IVNS1ABP	DataElement[ENSG00000116679] class=class ru.biosoft.bsa.project.ProjectAsLists	150	2	4	4	2	0	0	10	4	4	0	4	5	0	26	10	7	2	1	0	0	4	8	4	25	0	8	0	5	4	3	4
ENSG00000167193	CRK	DataElement[ENSG00000167193] class=class ru.biosoft.bsa.project.ProjectAsLists	150	0	0	0	0	0	0	9	0	0	0	0	3	0	27	9	4	0	0	2	0	8	26	7	36	0	7	0	3	1	1	7
ENSG00000011304	PTBP1	DataElement[ENSG00000011304] class=class ru.biosoft.bsa.project.ProjectAsLists	149	0	0	0	0	0	0	9	0	0	0	0	0	0	23	7	5	0	0	2	0	2	22	10	49	0	16	0	1	0	0	3
ENSG00000163453	IGFBP7	DataElement[ENSG00000163453] class=class ru.biosoft.bsa.project.ProjectAsLists	149	0	0	0	0	0	0	3	0	0	0	0	0	0	43	11	2	0	0	0	0	1	26	8	36	0	6	0	5	5	2	1
ENSG00000125450	NUP85	DataElement[ENSG00000125450] class=class ru.biosoft.bsa.project.ProjectAsLists	148	0	0	0	0	0	0	10	0	0	0	0	0	0	33	14	2	0	1	0	0	6	33	5	28	0	5	0	3	1	0	7
ENSG00000099942	CRKL	DataElement[ENSG00000099942] class=class ru.biosoft.bsa.project.ProjectAsLists	147	1	4	4	1	0	0	5	4	3	1	4	6	1	27	4	3	0	0	2	0	4	25	3	23	0	10	1	3	2	2	4
ENSG00000175220	ARHGAP1	DataElement[ENSG00000175220] class=class ru.biosoft.bsa.project.ProjectAsLists	147	0	0	0	0	0	0	4	0	0	0	0	1	0	32	7	4	0	0	3	0	6	25	6	34	0	14	0	3	2	0	6
ENSG00000132470	ITGB4	DataElement[ENSG00000132470] class=class ru.biosoft.bsa.project.ProjectAsLists	146	1	2	2	0	0	0	5	2	2	0	2	2	1	33	11	1	0	0	2	0	2	25	5	40	0	2	0	0	0	0	6
ENSG00000161955	TNFSF13	DataElement[ENSG00000161955] class=class ru.biosoft.bsa.project.ProjectAsLists	146	0	0	1	0	0	1	6	0	0	0	0	1	0	26	7	6	0	1	3	0	8	21	5	41	0	9	0	2	1	0	7
ENSG00000008056	SYN1	DataElement[ENSG00000008056] class=class ru.biosoft.bsa.project.ProjectAsLists	145	0	0	0	0	0	0	6	0	1	0	0	1	0	32	13	5	0	0	5	0	8	20	5	33	0	5	0	2	1	1	7
ENSG00000173039	RELA	DataElement[ENSG00000173039] class=class ru.biosoft.bsa.project.ProjectAsLists	145	0	1	2	0	0	0	7	1	1	0	1	3	0	32	12	2	0	0	0	0	4	22	4	41	0	4	0	0	2	1	5
ENSG00000064961	HMG20B	DataElement[ENSG00000064961] class=class ru.biosoft.bsa.project.ProjectAsLists	144	0	0	0	0	0	0	2	0	0	0	0	1	0	29	8	2	0	1	2	0	7	31	3	41	0	5	0	2	2	1	7
ENSG00000106976	DNM1	DataElement[ENSG00000106976] class=class ru.biosoft.bsa.project.ProjectAsLists	144	0	0	0	0	0	0	1	0	0	0	0	2	0	35	6	0	0	0	2	0	6	32	5	45	0	3	0	0	0	0	7
ENSG00000076641	PAG1	DataElement[ENSG00000076641] class=class ru.biosoft.bsa.project.ProjectAsLists	143	1	2	2	0	0	0	5	2	1	0	2	2	0	30	11	1	0	0	1	0	7	26	5	34	0	3	0	0	0	0	8
ENSG00000169047	IRS1	DataElement[ENSG00000169047] class=class ru.biosoft.bsa.project.ProjectAsLists	143	0	0	0	0	0	0	2	0	0	0	0	0	0	47	13	5	0	0	1	0	2	33	1	25	0	8	0	2	2	0	2
ENSG00000105647	PIK3R2	DataElement[ENSG00000105647] class=class ru.biosoft.bsa.project.ProjectAsLists	142	0	0	0	0	0	0	1	0	0	0	0	0	0	30	1	0	0	0	4	0	6	23	5	33	0	11	0	10	5	9	4
ENSG00000170027	YWHAG	DataElement[ENSG00000170027] class=class ru.biosoft.bsa.project.ProjectAsLists	142	0	1	2	0	0	0	1	2	2	0	2	2	0	34	3	0	0	0	1	0	0	22	6	43	0	6	0	6	5	3	1
ENSG00000163932	PRKCD	DataElement[ENSG00000163932] class=class ru.biosoft.bsa.project.ProjectAsLists	140	0	0	0	0	0	0	5	0	0	0	0	0	0	25	8	2	0	1	7	0	6	14	8	45	0	4	0	1	4	3	7
ENSG00000158195	WASF2	DataElement[ENSG00000158195] class=class ru.biosoft.bsa.project.ProjectAsLists	138	1	2	2	1	0	0	6	2	2	1	2	4	1	27	9	1	0	1	1	0	6	14	4	39	0	6	0	1	1	0	4
ENSG00000166598	HSP90B1	DataElement[ENSG00000166598] class=class ru.biosoft.bsa.project.ProjectAsLists	137	0	1	2	0	0	0	9	2	3	0	2	2	0	26	13	4	0	1	2	0	5	10	3	23	0	11	0	3	7	3	5
ENSG00000175866	BAIAP2	DataElement[ENSG00000175866] class=class ru.biosoft.bsa.project.ProjectAsLists	137	0	0	0	0	0	0	1	0	0	0	0	0	0	37	6	2	0	0	0	0	2	31	5	47	0	3	0	0	1	0	2
ENSG00000075624	ACTB	DataElement[ENSG00000075624] class=class ru.biosoft.bsa.project.ProjectAsLists	135	1	2	2	1	0	0	8	2	2	0	2	2	0	27	8	3	0	0	2	0	4	24	6	34	0	1	0	0	0	0	4
ENSG00000186575	NF2	DataElement[ENSG00000186575] class=class ru.biosoft.bsa.project.ProjectAsLists	133	0	0	0	0	0	0	4	1	1	0	0	2	0	31	8	3	0	0	2	0	6	24	6	29	0	7	0	3	0	0	6
ENSG00000164305	CASP3	DataElement[ENSG00000164305] class=class ru.biosoft.bsa.project.ProjectAsLists	132	0	0	0	0	0	0	1	0	0	0	0	0	0	35	4	1	0	0	3	0	4	22	6	46	0	5	0	1	1	0	3
ENSG00000166402	TUB	DataElement[ENSG00000166402] class=class ru.biosoft.bsa.project.ProjectAsLists	132	0	0	0	0	0	0	4	0	0	0	0	0	0	37	5	1	0	1	0	0	4	29	1	33	0	11	0	2	2	0	2
ENSG00000170315	UBB	DataElement[ENSG00000170315] class=class ru.biosoft.bsa.project.ProjectAsLists	132	0	0	0	0	0	0	4	0	0	0	0	0	0	28	7	2	0	0	4	0	9	17	5	39	0	3	0	2	1	1	10
ENSG00000182492	BGN	DataElement[ENSG00000182492] class=class ru.biosoft.bsa.project.ProjectAsLists	131	0	1	2	0	0	0	0	2	1	0	2	2	0	23	2	0	0	0	1	0	8	24	0	39	0	6	0	5	3	2	8
ENSG00000078018	MAP2	DataElement[ENSG00000078018] class=class ru.biosoft.bsa.project.ProjectAsLists	130	1	2	3	0	0	0	4	3	2	0	2	5	0	33	10	1	0	0	0	0	2	26	0	25	0	4	0	2	1	1	3
ENSG00000146648	EGFR	DataElement[ENSG00000146648] class=class ru.biosoft.bsa.project.ProjectAsLists	130	0	0	0	0	0	0	1	0	0	0	0	0	0	37	6	0	0	0	4	0	2	26	3	38	0	7	0	1	3	0	2
ENSG00000132561	MATN2	DataElement[ENSG00000132561] class=class ru.biosoft.bsa.project.ProjectAsLists	129	0	0	0	0	0	0	2	0	0	0	0	0	0	23	6	3	0	2	5	0	10	15	3	42	0	4	0	2	3	0	9
ENSG00000008710	PKD1	DataElement[ENSG00000008710] class=class ru.biosoft.bsa.project.ProjectAsLists	128	0	0	0	0	0	0	2	0	0	0	0	0	0	31	10	1	0	0	0	0	6	28	2	34	0	7	0	1	0	0	6
ENSG00000101096	NFATC2	DataElement[ENSG00000101096] class=class ru.biosoft.bsa.project.ProjectAsLists	127	0	0	0	0	0	0	4	0	0	0	0	0	0	30	10	2	0	0	0	0	5	23	4	29	0	7	0	1	2	1	9
ENSG00000125753	VASP	DataElement[ENSG00000125753] class=class ru.biosoft.bsa.project.ProjectAsLists	126	0	0	1	0	0	0	7	0	0	0	0	4	0	22	6	2	0	0	0	0	3	22	6	44	0	5	0	1	0	0	3
ENSG00000150093	ITGB1	DataElement[ENSG00000150093] class=class ru.biosoft.bsa.project.ProjectAsLists	126	1	2	2	1	0	0	2	2	2	1	2	4	1	20	5	0	0	0	6	0	7	14	5	27	0	5	0	2	4	2	9
ENSG00000196352	CD55	DataElement[ENSG00000196352] class=class ru.biosoft.bsa.project.ProjectAsLists	126	0	0	0	0	0	0	8	0	0	0	0	2	0	39	10	7	0	0	2	0	4	17	4	24	0	3	0	0	1	0	5
ENSG00000136854	STXBP1	DataElement[ENSG00000136854] class=class ru.biosoft.bsa.project.ProjectAsLists	125	1	3	4	1	0	0	5	4	4	0	4	5	1	23	6	2	0	0	1	0	2	11	4	37	0	2	0	0	2	2	1
ENSG00000163235	TGFA	DataElement[ENSG00000163235] class=class ru.biosoft.bsa.project.ProjectAsLists	125	0	1	3	0	0	0	4	1	0	0	2	3	0	31	7	3	0	0	0	0	2	13	2	34	1	7	0	4	1	2	4
ENSG00000124181	PLCG1	DataElement[ENSG00000124181] class=class ru.biosoft.bsa.project.ProjectAsLists	123	0	0	0	0	0	0	0	0	0	0	0	2	0	20	4	1	0	0	2	1	4	27	3	38	0	8	0	2	2	1	8
ENSG00000179295	PTPN11	DataElement[ENSG00000179295] class=class ru.biosoft.bsa.project.ProjectAsLists	123	1	2	2	1	0	0	2	2	2	1	2	2	1	24	2	1	0	0	2	0	4	20	8	33	0	6	0	1	1	0	3
ENSG00000196504	PRPF40A	DataElement[ENSG00000196504] class=class ru.biosoft.bsa.project.ProjectAsLists	123	0	0	0	0	0	0	5	0	0	0	0	1	0	46	4	5	0	0	2	0	0	15	3	29	0	10	0	0	2	0	1
ENSG00000151150	ANK3	DataElement[ENSG00000151150] class=class ru.biosoft.bsa.project.ProjectAsLists	121	0	1	2	0	0	0	3	2	2	0	2	2	0	21	6	2	0	2	0	0	1	25	0	37	0	6	0	3	2	1	1
ENSG00000115325	DOK1	DataElement[ENSG00000115325] class=class ru.biosoft.bsa.project.ProjectAsLists	120	0	0	0	0	0	0	3	0	0	0	0	0	0	40	4	1	0	1	2	0	0	23	0	23	1	11	0	7	3	0	1
ENSG00000139687	RB1	DataElement[ENSG00000139687] class=class ru.biosoft.bsa.project.ProjectAsLists	119	0	0	1	0	0	0	4	0	0	0	0	1	0	21	4	0	0	0	2	0	2	30	4	29	0	11	0	4	3	0	3
ENSG00000156508	EEF1A1	DataElement[ENSG00000156508] class=class ru.biosoft.bsa.project.ProjectAsLists	119	0	1	2	0	0	2	9	2	2	0	2	2	0	22	6	4	0	0	0	0	5	14	4	27	0	5	0	2	1	1	6
ENSG00000180370	PAK2	DataElement[ENSG00000180370] class=class ru.biosoft.bsa.project.ProjectAsLists	119	0	0	0	0	0	0	4	0	0	0	0	0	0	25	9	2	0	0	2	0	8	20	5	26	0	5	1	1	1	2	8
ENSG00000049323	LTBP1	DataElement[ENSG00000049323] class=class ru.biosoft.bsa.project.ProjectAsLists	118	0	0	0	0	0	0	0	0	0	0	0	0	0	40	12	6	0	0	2	0	0	24	2	24	0	4	0	1	2	1	0
ENSG00000129219	PLD2	DataElement[ENSG00000129219] class=class ru.biosoft.bsa.project.ProjectAsLists	118	0	0	1	0	0	0	1	0	0	0	0	1	0	30	2	1	0	0	4	0	0	31	4	37	0	1	0	2	1	1	1
ENSG00000259207	ITGB3	DataElement[ENSG00000259207] class=class ru.biosoft.bsa.project.ProjectAsLists	118	0	0	2	0	0	0	3	0	0	0	0	4	0	28	7	3	0	1	0	0	2	24	0	30	0	6	0	0	2	2	4
ENSG00000197043	ANXA6	DataElement[ENSG00000197043] class=class ru.biosoft.bsa.project.ProjectAsLists	117	0	2	2	0	0	1	6	2	2	0	2	2	0	16	6	6	0	0	0	0	4	13	2	26	0	4	0	6	7	3	5
ENSG00000197122	SRC	DataElement[ENSG00000197122] class=class ru.biosoft.bsa.project.ProjectAsLists	117	0	0	1	0	0	0	6	0	0	0	0	2	0	16	6	3	0	2	2	2	8	12	5	37	0	5	0	2	0	0	8
ENSG00000087077	TRIP6	DataElement[ENSG00000087077] class=class ru.biosoft.bsa.project.ProjectAsLists	116	0	0	0	0	1	1	6	0	0	0	0	1	0	25	8	3	1	0	1	0	0	18	3	41	0	3	0	0	1	0	3
ENSG00000112715	VEGFA	DataElement[ENSG00000112715] class=class ru.biosoft.bsa.project.ProjectAsLists	116	0	0	0	0	0	0	3	0	0	0	0	2	0	31	6	1	0	0	2	0	0	15	2	38	0	12	0	1	2	0	1
ENSG00000138448	ITGAV	DataElement[ENSG00000138448] class=class ru.biosoft.bsa.project.ProjectAsLists	116	0	0	0	0	0	0	2	0	0	0	0	2	0	28	11	1	0	0	0	0	4	17	4	26	0	7	0	4	2	3	5
ENSG00000124788	ATXN1	DataElement[ENSG00000124788] class=class ru.biosoft.bsa.project.ProjectAsLists	115	0	0	0	0	0	0	1	0	0	0	0	0	0	34	5	0	0	0	0	0	1	34	3	26	0	6	0	0	2	0	3
ENSG00000097007	ABL1	DataElement[ENSG00000097007] class=class ru.biosoft.bsa.project.ProjectAsLists	114	0	0	0	0	0	0	1	0	0	0	0	0	0	25	8	1	0	0	3	0	0	24	5	33	0	6	0	1	4	2	1
ENSG00000100342	APOL1	DataElement[ENSG00000100342] class=class ru.biosoft.bsa.project.ProjectAsLists	114	0	0	0	0	0	0	4	0	0	0	0	0	0	24	12	2	0	1	1	0	4	17	6	30	0	5	0	1	2	0	5
