ID	Category	Title	Number of hits	Group size	Expected hits	P-value	Adjusted P-value	Hits	Hit names
D006058DMKR	Correlative	Gonadal Disorders	30	1686	7.735634695215206	5.373612834979065E-12	8.319329689063042E-10	["ENSG00000010810","ENSG00000011422","ENSG00000011465","ENSG00000026025","ENSG00000026103","ENSG00000077782","ENSG00000077942","ENSG00000100097","ENSG00000104067","ENSG00000108821","ENSG00000113140","ENSG00000115414","ENSG00000116141","ENSG00000120708","ENSG00000120738","ENSG00000136603","ENSG00000137462","ENSG00000141736","ENSG00000141753","ENSG00000145675","ENSG00000146674","ENSG00000149948","ENSG00000150760","ENSG00000154133","ENSG00000163235","ENSG00000166033","ENSG00000167244","ENSG00000174130","ENSG00000189143","ENSG00000196712"]	["CLDN4","COL1A1","DCN","DOCK1","EGR1","ERBB2","FAS","FBLN1","FGFR1","FN1","FYN","HMGA2","HTRA1","IGF2","IGFBP3","IGFBP4","LGALS1","MARK1","NF1","PIK3R1","PLAUR","ROBO4","SKIL","SPARC","TGFA","TGFBI","TJP1 (ENSG00000104067)","TLR2","TLR6","VIM"]
D052776DMKR	Correlative	Female Urogenital Diseases	44	3861	17.714878741533756	6.967134380987176E-12	9.184138204737662E-10	["ENSG00000010810","ENSG00000011422","ENSG00000011465","ENSG00000026025","ENSG00000026103","ENSG00000077782","ENSG00000077942","ENSG00000100097","ENSG00000100342","ENSG00000104067","ENSG00000108821","ENSG00000113140","ENSG00000115414","ENSG00000116141","ENSG00000120708","ENSG00000120738","ENSG00000129219","ENSG00000131788","ENSG00000135919","ENSG00000136603","ENSG00000137462","ENSG00000141736","ENSG00000141753","ENSG00000145675","ENSG00000146674","ENSG00000149948","ENSG00000150760","ENSG00000151150","ENSG00000154133","ENSG00000163235","ENSG00000163453","ENSG00000166033","ENSG00000166147","ENSG00000167244","ENSG00000168685","ENSG00000169439","ENSG00000174130","ENSG00000182492","ENSG00000186575","ENSG00000189143","ENSG00000196352","ENSG00000196712","ENSG00000197043","ENSG00000197565"]	["ANK3","ANXA6","APOL1","BGN","CD55","CLDN4","COL1A1","COL4A6","DCN","DOCK1","EGR1","ERBB2","FAS","FBLN1","FBN1","FGFR1","FN1","FYN","HMGA2","HTRA1","IGF2","IGFBP3","IGFBP4","IGFBP7","IL7R","LGALS1","MARK1","NF1","NF2","PIAS3","PIK3R1","PLAUR","PLD2","ROBO4","SDC2","SERPINE2","SKIL","SPARC","TGFA","TGFBI","TJP1 (ENSG00000104067)","TLR2","TLR6","VIM"]
D005831DMKR	Correlative	Genital Diseases, Female	38	2832	12.993663972034083	7.0107925227005055E-12	9.184138204737662E-10	["ENSG00000010810","ENSG00000011422","ENSG00000011465","ENSG00000026025","ENSG00000026103","ENSG00000077782","ENSG00000077942","ENSG00000100097","ENSG00000104067","ENSG00000108821","ENSG00000113140","ENSG00000115414","ENSG00000116141","ENSG00000120708","ENSG00000120738","ENSG00000131788","ENSG00000135919","ENSG00000136603","ENSG00000137462","ENSG00000141736","ENSG00000141753","ENSG00000145675","ENSG00000146674","ENSG00000149948","ENSG00000150760","ENSG00000151150","ENSG00000154133","ENSG00000163235","ENSG00000166033","ENSG00000166147","ENSG00000167244","ENSG00000168685","ENSG00000174130","ENSG00000186575","ENSG00000189143","ENSG00000196352","ENSG00000196712","ENSG00000197043"]	["ANK3","ANXA6","CD55","CLDN4","COL1A1","DCN","DOCK1","EGR1","ERBB2","FAS","FBLN1","FBN1","FGFR1","FN1","FYN","HMGA2","HTRA1","IGF2","IGFBP3","IGFBP4","IL7R","LGALS1","MARK1","NF1","NF2","PIAS3","PIK3R1","PLAUR","ROBO4","SERPINE2","SKIL","SPARC","TGFA","TGFBI","TJP1 (ENSG00000104067)","TLR2","TLR6","VIM"]
D004701DMKR	Correlative	Endocrine Gland Neoplasms	34	2285	10.483941446362246	1.3309260549994737E-11	1.604129976727261E-9	["ENSG00000010810","ENSG00000011422","ENSG00000011465","ENSG00000026025","ENSG00000026103","ENSG00000077782","ENSG00000077942","ENSG00000100097","ENSG00000104067","ENSG00000108821","ENSG00000113140","ENSG00000115414","ENSG00000116141","ENSG00000120708","ENSG00000120738","ENSG00000135919","ENSG00000136603","ENSG00000137462","ENSG00000141736","ENSG00000141753","ENSG00000145675","ENSG00000146674","ENSG00000149948","ENSG00000150760","ENSG00000154133","ENSG00000163235","ENSG00000166033","ENSG00000167244","ENSG00000174130","ENSG00000182492","ENSG00000186575","ENSG00000189143","ENSG00000196352","ENSG00000196712"]	["BGN","CD55","CLDN4","COL1A1","DCN","DOCK1","EGR1","ERBB2","FAS","FBLN1","FGFR1","FN1","FYN","HMGA2","HTRA1","IGF2","IGFBP3","IGFBP4","LGALS1","MARK1","NF1","NF2","PIK3R1","PLAUR","ROBO4","SERPINE2","SKIL","SPARC","TGFA","TGFBI","TJP1 (ENSG00000104067)","TLR2","TLR6","VIM"]
D017437DMKR	Correlative	Skin and Connective Tissue Diseases	50	5172	23.729954118418178	1.4944899123889373E-11	1.604129976727261E-9	["ENSG00000010810","ENSG00000011422","ENSG00000011465","ENSG00000026025","ENSG00000026103","ENSG00000077782","ENSG00000077942","ENSG00000082781","ENSG00000100097","ENSG00000100342","ENSG00000101096","ENSG00000104067","ENSG00000108821","ENSG00000113140","ENSG00000114270","ENSG00000115414","ENSG00000120708","ENSG00000120738","ENSG00000129219","ENSG00000135919","ENSG00000136603","ENSG00000137462","ENSG00000141736","ENSG00000141753","ENSG00000145675","ENSG00000146674","ENSG00000149948","ENSG00000151491","ENSG00000152104","ENSG00000154134","ENSG00000154380","ENSG00000163235","ENSG00000163453","ENSG00000166033","ENSG00000166147","ENSG00000166886","ENSG00000167244","ENSG00000168056","ENSG00000168685","ENSG00000169439","ENSG00000174130","ENSG00000182492","ENSG00000186575","ENSG00000186868","ENSG00000189143","ENSG00000196352","ENSG00000196405","ENSG00000196712","ENSG00000197043","ENSG00000197565"]	["ANXA6","APOL1","BGN","CD55","CLDN4","COL1A1","COL4A6","COL7A1","DCN","EGR1","ENAH","EPS8","ERBB2","EVL","FAS","FBLN1","FBN1","FGFR1","FN1","FYN","HMGA2","HTRA1","IGF2","IGFBP3","IGFBP4","IGFBP7","IL7R","ITGB5","LGALS1","LTBP3","MAPT","NAB2","NF1","NF2","NFATC2","PIK3R1","PLAUR","PLD2","PTPN14","ROBO3","SDC2","SERPINE2","SKIL","SPARC","TGFA","TGFBI","TJP1 (ENSG00000104067)","TLR2","TLR6","VIM"]
D018204DMKR	Correlative	Neoplasms, Connective and Soft Tissue	22	871	3.996285776709635	1.5071097843591413E-11	1.604129976727261E-9	["ENSG00000011422","ENSG00000026025","ENSG00000026103","ENSG00000077782","ENSG00000100097","ENSG00000108821","ENSG00000113140","ENSG00000115414","ENSG00000120708","ENSG00000141736","ENSG00000145675","ENSG00000146674","ENSG00000149948","ENSG00000163235","ENSG00000166147","ENSG00000167244","ENSG00000169439","ENSG00000182492","ENSG00000186575","ENSG00000189143","ENSG00000196712","ENSG00000197565"]	["BGN","CLDN4","COL1A1","COL4A6","ERBB2","FAS","FBN1","FGFR1","FN1","HMGA2","IGF2","IGFBP3","LGALS1","NF1","NF2","PIK3R1","PLAUR","SDC2","SPARC","TGFA","TGFBI","VIM"]
D009371MMCH	Causal	Neoplasms by Site	36	2626	12.048503386497705	2.2997504969880023E-11	2.3038088802179812E-9	["ENSG00000010810","ENSG00000011465","ENSG00000026025","ENSG00000026103","ENSG00000076641","ENSG00000077942","ENSG00000082781","ENSG00000100097","ENSG00000101096","ENSG00000104067","ENSG00000108821","ENSG00000113140","ENSG00000115414","ENSG00000120708","ENSG00000120738","ENSG00000129219","ENSG00000131788","ENSG00000136603","ENSG00000141736","ENSG00000146674","ENSG00000149948","ENSG00000150760","ENSG00000151491","ENSG00000154380","ENSG00000163235","ENSG00000163453","ENSG00000166033","ENSG00000167244","ENSG00000169439","ENSG00000182492","ENSG00000186575","ENSG00000186868","ENSG00000196352","ENSG00000196405","ENSG00000196712","ENSG00000197043"]	["ANXA6","BGN","CD55","COL1A1","DCN","DOCK1","EGR1","ENAH","EPS8","ERBB2","EVL","FAS","FBLN1","FN1","FYN","HMGA2","HTRA1","IGF2","IGFBP3","IGFBP7","ITGB5","LGALS1","MAPT","NF1","NF2","NFATC2","PAG1","PIAS3","PLD2","SDC2","SKIL","SPARC","TGFA","TGFBI","TJP1 (ENSG00000104067)","VIM"]
D003240DMKR	Correlative	Connective Tissue Diseases	32	2066	9.479134804457068	2.8911083278668106E-11	2.594639012989582E-9	["ENSG00000010810","ENSG00000011422","ENSG00000011465","ENSG00000026025","ENSG00000026103","ENSG00000077782","ENSG00000100097","ENSG00000108821","ENSG00000113140","ENSG00000114270","ENSG00000115414","ENSG00000120708","ENSG00000120738","ENSG00000135919","ENSG00000136603","ENSG00000137462","ENSG00000141736","ENSG00000145675","ENSG00000146674","ENSG00000149948","ENSG00000163235","ENSG00000166033","ENSG00000166147","ENSG00000166886","ENSG00000167244","ENSG00000168056","ENSG00000168685","ENSG00000169439","ENSG00000182492","ENSG00000196712","ENSG00000197043","ENSG00000197565"]	["ANXA6","BGN","COL1A1","COL4A6","COL7A1","DCN","EGR1","ERBB2","FAS","FBN1","FGFR1","FN1","FYN","HMGA2","HTRA1","IGF2","IGFBP3","IL7R","LGALS1","LTBP3","NAB2","NF1","PIK3R1","PLAUR","SDC2","SERPINE2","SKIL","SPARC","TGFA","TGFBI","TLR2","VIM"]
D005833DMKR	Correlative	Genital Neoplasms, Female	33	2205	10.116888791785012	2.894782222360661E-11	2.594639012989582E-9	["ENSG00000010810","ENSG00000011422","ENSG00000011465","ENSG00000026025","ENSG00000026103","ENSG00000077782","ENSG00000077942","ENSG00000100097","ENSG00000104067","ENSG00000108821","ENSG00000113140","ENSG00000115414","ENSG00000116141","ENSG00000120708","ENSG00000120738","ENSG00000131788","ENSG00000136603","ENSG00000137462","ENSG00000141736","ENSG00000145675","ENSG00000146674","ENSG00000149948","ENSG00000150760","ENSG00000154133","ENSG00000163235","ENSG00000166033","ENSG00000167244","ENSG00000174130","ENSG00000186575","ENSG00000189143","ENSG00000196352","ENSG00000196712","ENSG00000197043"]	["ANXA6","CD55","CLDN4","COL1A1","DCN","DOCK1","EGR1","ERBB2","FAS","FBLN1","FGFR1","FN1","FYN","HMGA2","HTRA1","IGF2","IGFBP3","LGALS1","MARK1","NF1","NF2","PIAS3","PIK3R1","PLAUR","ROBO4","SKIL","SPARC","TGFA","TGFBI","TJP1 (ENSG00000104067)","TLR2","TLR6","VIM"]
D005261DMKR	Correlative	Female Urogenital Diseases and Pregnancy Complications	45	4253	19.513436748962203	4.4165690246176066E-11	3.760708524461892E-9	["ENSG00000010810","ENSG00000011422","ENSG00000011465","ENSG00000026025","ENSG00000026103","ENSG00000077782","ENSG00000077942","ENSG00000100097","ENSG00000100342","ENSG00000104067","ENSG00000108821","ENSG00000113140","ENSG00000115414","ENSG00000116141","ENSG00000120708","ENSG00000120738","ENSG00000129219","ENSG00000131788","ENSG00000135919","ENSG00000136603","ENSG00000137462","ENSG00000141736","ENSG00000141753","ENSG00000145675","ENSG00000146674","ENSG00000149948","ENSG00000150760","ENSG00000151150","ENSG00000154133","ENSG00000154134","ENSG00000163235","ENSG00000163453","ENSG00000166033","ENSG00000166147","ENSG00000167244","ENSG00000168685","ENSG00000169439","ENSG00000174130","ENSG00000182492","ENSG00000186575","ENSG00000189143","ENSG00000196352","ENSG00000196712","ENSG00000197043","ENSG00000197565"]	["ANK3","ANXA6","APOL1","BGN","CD55","CLDN4","COL1A1","COL4A6","DCN","DOCK1","EGR1","ERBB2","FAS","FBLN1","FBN1","FGFR1","FN1","FYN","HMGA2","HTRA1","IGF2","IGFBP3","IGFBP4","IGFBP7","IL7R","LGALS1","MARK1","NF1","NF2","PIAS3","PIK3R1","PLAUR","PLD2","ROBO3","ROBO4","SDC2","SERPINE2","SKIL","SPARC","TGFA","TGFBI","TJP1 (ENSG00000104067)","TLR2","TLR6","VIM"]
D008232DMKR	Correlative	Lymphoproliferative Disorders	31	2002	9.185492680795281	7.408389958332062E-11	5.9623863116597954E-9	["ENSG00000010810","ENSG00000011422","ENSG00000011465","ENSG00000026025","ENSG00000026103","ENSG00000076641","ENSG00000077782","ENSG00000100097","ENSG00000104067","ENSG00000113140","ENSG00000115414","ENSG00000120708","ENSG00000120738","ENSG00000121741","ENSG00000131788","ENSG00000137462","ENSG00000141736","ENSG00000141753","ENSG00000145675","ENSG00000146674","ENSG00000149948","ENSG00000151491","ENSG00000163235","ENSG00000163453","ENSG00000166147","ENSG00000167244","ENSG00000168685","ENSG00000174130","ENSG00000196352","ENSG00000196405","ENSG00000197043"]	["ANXA6","CD55","DCN","EGR1","EPS8","ERBB2","EVL","FAS","FBN1","FGFR1","FN1","FYN","HMGA2","IGF2","IGFBP3","IGFBP4","IGFBP7","IL7R","LGALS1","PAG1","PIAS3","PIK3R1","PLAUR","SPARC","TGFA","TGFBI","TJP1 (ENSG00000104067)","TLR2","TLR6","VIM","ZMYM2"]
D007160DMKR	Correlative	Immunoproliferative Disorders	31	2005	9.199257155341927	7.702436808955696E-11	5.9623863116597954E-9	["ENSG00000010810","ENSG00000011422","ENSG00000011465","ENSG00000026025","ENSG00000026103","ENSG00000076641","ENSG00000077782","ENSG00000100097","ENSG00000104067","ENSG00000113140","ENSG00000115414","ENSG00000120708","ENSG00000120738","ENSG00000121741","ENSG00000131788","ENSG00000137462","ENSG00000141736","ENSG00000141753","ENSG00000145675","ENSG00000146674","ENSG00000149948","ENSG00000151491","ENSG00000163235","ENSG00000163453","ENSG00000166147","ENSG00000167244","ENSG00000168685","ENSG00000174130","ENSG00000196352","ENSG00000196405","ENSG00000197043"]	["ANXA6","CD55","DCN","EGR1","EPS8","ERBB2","EVL","FAS","FBN1","FGFR1","FN1","FYN","HMGA2","IGF2","IGFBP3","IGFBP4","IGFBP7","IL7R","LGALS1","PAG1","PIAS3","PIK3R1","PLAUR","SPARC","TGFA","TGFBI","TJP1 (ENSG00000104067)","TLR2","TLR6","VIM","ZMYM2"]
D008206DMKR	Correlative	Lymphatic Diseases	31	2071	9.502075595368145	1.781314317119306E-10	1.3189470791539905E-8	["ENSG00000010810","ENSG00000011422","ENSG00000011465","ENSG00000026025","ENSG00000026103","ENSG00000076641","ENSG00000077782","ENSG00000100097","ENSG00000104067","ENSG00000113140","ENSG00000115414","ENSG00000120708","ENSG00000120738","ENSG00000121741","ENSG00000131788","ENSG00000137462","ENSG00000141736","ENSG00000141753","ENSG00000145675","ENSG00000146674","ENSG00000149948","ENSG00000151491","ENSG00000163235","ENSG00000163453","ENSG00000166147","ENSG00000167244","ENSG00000168685","ENSG00000174130","ENSG00000196352","ENSG00000196405","ENSG00000197043"]	["ANXA6","CD55","DCN","EGR1","EPS8","ERBB2","EVL","FAS","FBN1","FGFR1","FN1","FYN","HMGA2","IGF2","IGFBP3","IGFBP4","IGFBP7","IL7R","LGALS1","PAG1","PIAS3","PIK3R1","PLAUR","SPARC","TGFA","TGFBI","TJP1 (ENSG00000104067)","TLR2","TLR6","VIM","ZMYM2"]
D018213DMKR	Correlative	Neoplasms, Bone Tissue	13	267	1.2250382346515185	1.868995866386063E-10	1.326208316856444E-8	["ENSG00000011422","ENSG00000026103","ENSG00000100097","ENSG00000113140","ENSG00000115414","ENSG00000141736","ENSG00000145675","ENSG00000146674","ENSG00000149948","ENSG00000163235","ENSG00000167244","ENSG00000169439","ENSG00000182492"]	["BGN","ERBB2","FAS","FN1","HMGA2","IGF2","IGFBP3","LGALS1","PIK3R1","PLAUR","SDC2","SPARC","TGFA"]
