Gene_ID	Transcript_ID	Gene_Symbol	Description	MCF10A_1_FPKM	MCF10A_2_FPKM	MCF10A_3_FPKM	MCF10A_4_FPKM	MDA_MB.231_1_FPKM	MDA_MB.231_2_FPKM	MDA_MB.231_3_FPKM	MDA_MB.231_4_FPKM	MDA_MB.231.MCF10A.fc	MDA_MB.231.MCF10A.baseMean	MDA_MB.231.MCF10A.lfcSE	MDA_MB.231.MCF10A.stat	MDA_MB.231.MCF10A.raw.pval	MDA_MB.231.MCF10A.bh.pval	MCF10A.mean	MDA_MB.231.mean	N_MCF10A_1	N_MCF10A_2	N_MCF10A_3	N_MCF10A_4	N_MDA_MB.231_1	N_MDA_MB.231_2	N_MDA_MB.231_3	N_MDA_MB.231_4	MCF10A_1_Read_Count	MCF10A_2_Read_Count	MCF10A_3_Read_Count	MCF10A_4_Read_Count	MDA_MB.231_1_Read_Count	MDA_MB.231_2_Read_Count	MDA_MB.231_3_Read_Count	MDA_MB.231_4_Read_Count	sd_mcf10a	zscore	abs_zscore
36	"NM_001330174,NM_001609"	ACADSB	"acyl-CoA dehydrogenase, short/branched chain"	8.801895	5.923509	8.791372	5.394131	6.533972	7.043226	6.466378	7.06848	-1.2295758	552.533126	0.156446684	-1.905829317	0.056672354	0.094543199	9.251564796	8.9528328	9.30868942	9.0878154	9.30749224	9.01538521	9.00085492	9.02984119	8.98202867	9.03867182	579	629	746	454	420	423	541	689	0.15100902	-1.978239421	1.978239421
54509	NM_019034	RHOF	"ras homolog family member F, filopodia associated"	0.820503	0.705558	0.844256	0.844004	41.170048	29.708389	39.202534	31.138752	36.97484966	546.888106	0.227318216	22.91269244	3.47E-116	2.26E-113	4.851389855	10.05651362	6.5684983	6.53669771	6.56072233	6.63214691	9.48342304	9.11821078	9.43324464	9.17028833	23	31	30	30	1083	735	1358	1246	0.040735009	127.7801057	127.7801057
50	NM_001098	ACO2	aconitase 2	28.209616	26.075661	27.983192	26.239376	34.494957	33.402866	34.483231	30.40292	1.045415648	1100.802794	0.095217822	0.672948171	0.500980265	0.589094049	10.0713507	10.13659242	10.05845389	10.11164982	10.05187363	10.11301229	10.16886657	10.1127927	10.16785134	10.03528857	863	1290	1105	1017	1022	931	1345	1369	0.033119368	1.969896261	1.969896261
51	"NM_001185039,NM_004035,NM_007292"	ACOX1	acyl-CoA oxidase 1	5.703058	3.870818	5.671234	4.139737	5.851136	4.975399	6.17637	5.089834	-1.021606657	533.3025428	0.156980173	-0.196456857	0.844252598	0.888630162	9.074489671	9.042958845	9.15241873	8.94509558	9.14783186	8.99838735	9.11164377	8.94808758	9.15730628	8.95218788	494	542	634	455	490	392	681	635	0.105279496	-0.299496361	0.299496361
52	"NM_001040649,NM_004300,NM_007099,NR_024080"	ACP1	"acid phosphatase 1, soluble"	52.179999	49.436108	56.818014	54.069296	54.625257	61.546776	55.509008	61.02137	-1.066993727	1126.881048	0.092886247	-1.007164113	0.313855915	0.403337824	10.18419198	10.09052706	10.09550237	10.15780767	10.1614881	10.23816316	10.0697387	10.13652119	10.08433202	10.14434829	887	1340	1237	1158	895	942	1200	1532	0.058407893	-1.603634641	1.603634641
53	"NM_001302489,NM_001302490,NM_001302491,NM_001302492,NM_001610"	ACP2	"acid phosphatase 2, lysosomal"	16.065697	12.230068	15.072183	11.357177	25.688066	16.994263	24.586138	18.556259	1.350600935	495.7834253	0.193740328	2.238054753	0.025217485	0.046620085	8.720598341	9.154092345	8.88991758	8.77968146	8.83665756	8.71832501	9.23230141	8.84933127	9.19297316	8.91907158	385	473	466	345	595	371	750	650	0.073850143	5.869914176	5.869914176
81	"NM_001322033,NM_004924"	ACTN4	actinin alpha 4	84.941759	282.905017	78.430752	267.403686	277.497952	268.518851	264.374689	261.457793	1.23348003	11891.40796	0.475357564	0.636856089	0.524218587	0.61147287	13.37832803	13.68108147	12.71913498	13.82950136	12.66289507	13.77377237	13.61880009	13.55995571	13.57481754	13.53937094	3757	20245	4479	14995	11889	10820	14908	17033	0.642031981	0.471555076	0.471555076
1119	"NM_001277,NM_212469"	CHKA	choline kinase alpha	2.403804	2.403326	3.173382	2.739285	40.708904	34.575937	42.322113	35.154228	12.10746951	694.4909461	0.163389729	22.01989977	1.86E-107	9.97E-105	6.724859626	10.32553769	7.62213969	7.69675292	7.78252621	7.77833468	9.82431308	9.62759972	9.86278501	9.65125182	73	118	125	106	1195	951	1636	1569	0.076222293	47.239173	47.239173
87	"NM_001102,NM_001130004,NM_001130005"	ACTN1	actinin alpha 1	127.211649	371.906768	120.701038	366.08552	222.357821	216.894326	210.524753	212.071299	-1.388332587	11845.72378	0.441172617	-1.072943335	0.283296541	0.370344806	13.74942147	13.27608432	12.97260821	14.0237003	12.93273204	14.00509197	13.36969139	13.3203173	13.32256736	13.30403855	5282	24990	6472	19284	8948	8210	11153	12977	0.613250984	-0.771848985	0.771848985
7039	"NM_001099691,NM_001308158,NM_001308159,NM_003236"	TGFA	transforming growth factor alpha	0.679609	0.789824	0.454468	0.816775	18.317339	22.302712	19.564334	22.231867	24.4348958	576.4193393	0.219617304	20.99502622	7.28E-98	3.21E-95	5.50208107	10.11311511	6.88908722	7.02221148	6.72261055	7.04452954	9.32585269	9.4901994	9.39043472	9.47736127	34	64	30	52	865	991	1215	1575	0.148180496	31.11768519	31.11768519
91	"NM_004302,NM_020327,NM_020328"	ACVR1B	activin A receptor type 1B	6.732505	4.846629	6.264725	4.844514	8.001366	3.707368	6.883361	4.441028	-1.131636632	354.7707645	0.277173363	-0.6436794	0.519783351	0.607662889	8.557125637	8.378857525	8.61186968	8.43207065	8.52818845	8.44565914	8.70196179	8.04457979	8.54620235	8.18319238	352	400	412	320	406	177	447	342	0.08326191	-2.141052388	2.141052388
92	"NM_001278579,NM_001278580,NM_001616"	ACVR2A	activin A receptor type 2A	3.282775	1.554247	2.89021	1.381312	2.28585	1.363564	2.19066	1.617224	-1.391219957	146.8208822	0.309798787	-1.537612646	0.124143353	0.185128682	7.417136738	6.939303965	7.56616658	7.07646985	7.45485735	6.98009318	7.19076213	6.79578563	7.18138778	6.89638664	193	151	219	105	129	75	168	139	0.284830541	-1.677603715	1.677603715
93	NM_001106	ACVR2B	activin A receptor type 2B	0.681968	0.39347	0.7289	0.369213	1.540921	0.683841	1.595886	0.869294	1.886863434	127.3751446	0.358425841	2.55559143	0.010600751	0.021861505	6.464048244	7.379103129	6.79177026	6.48705333	6.84360146	6.44734742	7.41201562	6.71850982	7.44369845	6.90124501	87	81	120	60	190	80	259	163	0.204100948	4.483344599	4.483344599
98	"NM_001320586,NM_001320587,NM_001320588,NM_001320589,NM_001320590,NM_138448"	ACYP2	acylphosphatase 2	9.482781	7.064969	9.00846	7.368926	7.22114	5.749729	8.257592	5.427592	-1.335162328	122.9006022	0.225016441	-1.853265262	0.063844348	0.10467172	7.134483308	6.718302088	7.1561686	7.00676343	7.09699181	6.86848743	6.92372561	6.66678432	6.9670368	6.62844109	134	157	161	104	105	73	146	112	0.1251865	-3.324489622	3.324489622
102	"NM_001110,NM_001320570"	ADAM10	ADAM metallopeptidase domain 10	53.532853	39.44234	30.243619	42.650684	55.65597	41.624573	59.790632	45.458886	1.04475626	3085.784974	0.229975505	0.274665784	0.783573021	0.840003876	11.55959003	11.6225664	11.72367237	11.5811385	11.24199779	11.64673043	11.6952866	11.42006881	11.75772468	11.49535052	3000	3575	2180	3036	3022	2129	4274	3754	0.212401663	0.296496595	0.296496595
7431	NM_003380	VIM	vimentin	1914.830078	1645.080078	1892.540283	1594.22998	977.768372	1033.622803	963.586243	1042.043579	-2.047755942	40373.6257	0.049693378	-20.80848251	3.63E-96	1.45E-93	15.72742598	14.69336986	15.54729566	15.53858246	15.53737064	15.50618782	14.91051981	14.9283795	14.89815008	14.93748026	45600	63405	58202	48149	22559	22433	29269	36561	0.017998912	-57.45103586	57.45103586
56256	NM_019605	SERTAD4	SERTA domain containing 4	45.022121	32.86491	43.903507	34.985966	2.911511	4.410415	2.924931	4.409317	-12.38797558	610.9470688	0.179063516	-20.2769867	2.05E-91	6.86E-89	10.14313225	6.509234442	9.632539	9.46399091	9.60942976	9.52067897	7.41263772	7.62522498	7.40535929	7.62396567	1008	1191	1270	994	64	90	84	146	0.078367648	-46.36987175	46.36987175
3912	NM_002291	LAMB1	laminin subunit beta 1	126.63533	100.077538	125.042603	104.542145	32.468243	28.355597	32.679089	28.110674	-4.364988178	5899.613404	0.106026577	-20.05136652	1.96E-89	6.22E-87	13.22878801	11.10291459	12.89205812	12.80414067	12.88079417	12.84103398	11.6665801	11.54325346	11.67046757	11.53895415	8254	10557	10525	8642	2051	1685	2717	2700	0.040080716	-53.03980647	53.03980647
84376	NM_032410	HOOK3	hook microtubule tethering protein 3	6.223618	5.83742	6.233758	5.634336	2.127444	2.218562	2.002842	2.242548	-3.260170565	816.3762509	0.086203634	-19.77813888	4.59E-87	1.38E-84	10.2869536	8.582743264	9.94742503	10.01993911	9.95048471	9.98326478	8.98690805	8.99416911	8.94166615	9.00270106	1002	1521	1297	1151	332	326	412	532	0.033906236	-50.26244506	50.26244506
94234	NM_033260	FOXQ1	forkhead box Q1	1.017019	0.528108	1.012456	0.488559	23.299845	19.530754	22.088024	18.839235	23.50810902	313.5608819	0.232468497	19.59442528	1.73E-85	4.84E-83	4.685633963	9.232150414	6.26381129	6.02472425	6.24128422	6.01449162	8.66571389	8.45738535	8.61261955	8.42586673	27	23	34	17	584	461	729	718	0.13486666	33.71119643	33.71119643
133	NM_001124	ADM	adrenomedullin	14.231385	14.02427	13.250521	14.775335	16.043123	22.824505	16.41198	24.295818	1.199300263	357.9445407	0.189166699	1.386041545	0.165734218	0.236394166	8.347078542	8.608297796	8.34731602	8.45116657	8.28950574	8.49185435	8.38598415	8.65488492	8.4045021	8.71279464	253	403	304	333	276	369	372	635	0.092984306	2.809283264	2.809283264
90952	NM_138961	ESAM	endothelial cell adhesion molecule	0.374519	0.138378	0.436473	0.111296	40.711624	32.269604	40.27116	29.984125	117.1697128	418.085062	0.354154268	19.40526068	6.97E-84	1.87E-81	2.833516001	9.695301437	5.73446197	5.54088729	5.75127084	5.53671793	8.99454629	8.71936128	8.98401208	8.64998361	8	5	12	3	822	613	1071	921	0.118028236	58.13681273	58.13681273
143	NM_006437	PARP4	poly(ADP-ribose) polymerase family member 4	37.257839	21.783966	37.561516	21.96409	54.555191	44.19289	53.117111	44.831108	1.442330917	2818.212377	0.202848062	2.604916198	0.009189673	0.019260121	11.17237001	11.70066371	11.42463019	11.09854383	11.43224036	11.10176836	11.69660925	11.4815164	11.67188412	11.49677833	2272	2150	2958	1699	3223	2456	4131	4028	0.189562106	2.786916177	2.786916177
7169	"NM_001301226,NM_001301227,NM_003289,NM_213674"	TPM2	tropomyosin 2 (beta)	411.447228	647.101377	379.992576	582.934196	4.74011	10.360686	3.822035	7.741158	-87.61578024	4609.918827	0.335322939	-19.24448962	1.57E-82	4.13E-80	13.15413298	6.702763457	12.01260677	12.59530381	11.93325577	12.51928876	8.87679642	9.09025623	8.8139689	8.99593337	5694	13949	6797	10224	70	126	74	161	0.340352712	-18.95495261	18.95495261
54913	NM_017793	RPP25	ribonuclease P and MRP subunit p25	0.337725	0.470909	0.198474	0.473145	13.222962	14.321311	12.261449	14.366225	29.84178952	201.8205417	0.259955934	18.84651018	3.14E-79	7.46E-77	3.705575346	8.609528652	5.38178775	5.52915048	5.2154106	5.55092455	7.88145461	7.92664751	7.8061497	7.93549262	9	20	7	16	334	340	407	551	0.1553171	31.57381441	31.57381441
160	"NM_014203,NM_130787"	AP2A1	adaptor related protein complex 2 alpha 1 subunit	40.858051	33.4277	38.043015	33.367825	49.674419	46.835144	48.226585	46.42635	1.125389638	1925.239853	0.079018327	2.156772889	0.031023365	0.055947113	10.82305528	10.99355512	10.89504359	10.84493585	10.85085561	10.83971721	11.01794368	10.921852	10.97507343	10.91691861	1565	2071	1917	1620	1878	1634	2355	2618	0.025348756	6.726162001	6.726162001
55450	NM_018584	CAMK2N1	calcium/calmodulin dependent protein kinase II inhibitor 1	71.705727	55.102322	72.965294	52.716213	18.047966	17.451622	15.854323	17.369785	-4.267488846	1314.919868	0.111593051	-18.75911958	1.63E-78	3.80E-76	11.0568481	8.9644249	10.74712584	10.63327597	10.76435337	10.58790615	9.51322768	9.46345288	9.41814121	9.4614758	1880	2338	2470	1753	459	417	531	671	0.086111757	-24.29892576	24.29892576
1604	"NM_000574,NM_001114752,NM_001300902,NM_001300903,NM_001300904,NR_125349"	CD55	CD55 molecule (Cromer blood group)	13.80751	10.70272	13.792624	8.403093	108.057788	83.812395	102.448142	85.567009	7.063766916	1831.789303	0.153933834	18.32240295	5.48E-75	1.11E-72	8.827747945	11.64799843	9.62231571	9.54546282	9.55541435	9.42115877	11.29082979	11.05433626	11.25633557	11.06378184	424	533	497	347	3121	2376	3969	3866	0.083875584	33.62421267	33.62421267
175	"NM_000027,NM_001171988,NR_033655"	AGA	aspartylglucosaminidase	9.017082	6.073764	9.360841	5.774077	12.95062	6.555271	13.572148	7.641699	1.173942247	246.4424111	0.300739515	0.769308402	0.441710251	0.532786307	7.824935715	8.056033099	7.95996734	7.74585287	7.99153493	7.70459726	8.20952293	7.62358289	8.24627086	7.73975998	212	229	284	171	295	141	405	264	0.146187757	1.580825843	1.580825843
178	"NM_000028,NM_000642,NM_000643,NM_000644,NM_000646"	AGL	"amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase"	5.844798	4.27815	5.997938	4.423424	6.372621	4.708244	6.371229	4.758732	-1.07197424	525.3861263	0.176905743	-0.566800355	0.570849829	0.653768042	9.086488137	8.986239299	9.11952746	8.97451103	9.1419616	9.00054161	9.13075795	8.85139896	9.13079465	8.86261063	481	569	637	462	507	353	668	577	0.08386874	-1.195306359	1.195306359
1606	"NM_001345,NM_001351033,NM_001351034,NM_001351035,NM_001351036,NM_001351037,NM_001351038,NM_001351039,NM_001351040,NM_201444,NM_201445,NM_201554,NR_147026,NR_147027"	DGKA	diacylglycerol kinase alpha	36.054164	43.462486	34.638374	40.397162	2.957322	1.972534	2.842632	2.255926	-16.82833647	823.6897943	0.227398573	-17.91049352	9.77E-72	1.86E-69	10.60270108	6.529464881	9.80682782	10.14373855	9.78146972	10.08763749	7.81255938	7.53527617	7.77695054	7.63525002	1094	2152	1375	1603	97	56	121	112	0.187334523	-21.74311567	21.74311567
3696	NM_002214	ITGB8	integrin subunit beta 8	16.128794	8.75986	16.763262	8.936454	0.122647	0.020889	0.106043	0.040802	-191.5635644	792.4095952	0.424004857	-17.88111445	1.65E-71	3.10E-69	10.62254054	3.050539786	9.93083969	9.44183074	9.97328703	9.45748585	6.34814248	6.10791965	6.29809289	6.11185924	1579	1388	2119	1110	12	2	14	6	0.290651153	-26.05185173	26.05185173
9267	"NM_001292018,NM_001292019,NM_004762,NM_017456"	CYTH1	cytohesin 1	47.435965	40.976568	46.478405	42.796809	10.656422	8.765874	11.805677	9.504734	-5.117037639	1317.297466	0.132074671	-17.83316086	3.91E-71	6.90E-69	11.10600149	8.749711486	10.67917795	10.72341459	10.66015399	10.71724915	9.36394285	9.20832543	9.44198953	9.26841232	1792	2635	2266	2061	391	304	574	536	0.030369915	-77.5863211	77.5863211
205	"NM_001005353,NM_001330616,NM_013410,NM_203464"	AK4	adenylate kinase 4	2.314592	13.939797	2.154109	14.293478	16.374325	15.349766	17.213408	16.312264	1.613814613	1123.235734	0.628611618	1.0984125	0.272024407	0.357728744	9.747202364	10.43781625	8.82082839	10.28753462	8.77904028	10.30580879	10.23968929	10.14899485	10.28521962	10.20617934	181	1732	218	1391	1218	1071	1687	1839	0.864342303	0.799005074	0.799005074
208	"NM_001243027,NM_001243028,NM_001330511,NM_001626"	AKT2	AKT serine/threonine kinase 2	18.559983	15.83861	11.968988	15.250273	19.941283	24.024626	13.377196	15.063354	-1.007859792	1165.571009	0.241248321	-0.046818785	0.962657657	0.973770702	10.1921049	10.18151805	10.26406313	10.27476987	9.91247431	10.22886086	10.28572051	10.39585486	9.94184629	10.00309398	1066	1515	904	1131	1137	1253	996	1277	0.172828116	-0.061256526	0.061256526
4241	"NM_005929,NM_033316"	MELTF	melanotransferrin	1.572376	0.992032	1.453277	0.930104	27.106422	24.7448	28.194841	24.335866	15.46046913	459.8125417	0.227196403	17.38809303	1.02E-67	1.61E-65	5.8057883	9.754362862	7.05575371	6.90064176	7.02591218	6.82023487	9.27602571	8.98219705	9.28693697	8.92430208	55	59	68	39	861	622	1146	943	0.109878895	35.93569582	35.93569582
214	"NM_001243280,NM_001243281,NM_001243283,NM_001627"	ALCAM	activated leukocyte cell adhesion molecule	114.641203	103.520822	110.596385	107.094021	73.818723	111.283825	74.379687	109.987776	-1.391713039	6574.64967	0.179393756	-2.658184876	0.007856278	0.01677862	12.90153051	12.42463349	12.77611124	12.82619046	12.7577395	12.85278538	12.35174695	12.66947802	12.34961534	12.66191076	6130	9109	7746	7388	3848	5486	5057	8763	0.043923149	-10.85753264	10.85753264
215	NM_000033	ABCD1	ATP binding cassette subfamily D member 1	4.710737	3.265885	4.689757	2.797578	6.966557	4.493783	7.653825	3.992083	1.297989979	232.8748937	0.281230689	1.337973627	0.180905034	0.255088073	7.662868818	8.039448978	7.8472433	7.66316158	7.84378995	7.53973062	8.11856582	7.72440486	8.20097222	7.63120684	193	216	248	145	276	168	399	241	0.149659597	2.516244648	2.516244648
223	NM_000696	ALDH9A1	aldehyde dehydrogenase 9 family member A1	33.335094	25.983292	36.566555	25.782288	38.633167	38.500652	42.729961	41.583881	1.143103827	1169.751241	0.114630625	1.683288802	0.092319197	0.143942918	10.09265064	10.28492019	10.1563826	10.06677669	10.23566372	10.05670214	10.22111958	10.18910687	10.30720541	10.25807647	930	1173	1317	912	1044	978	1520	1708	0.084114249	2.285814273	2.285814273
1793	"NM_001290223,NM_001380"	DOCK1	dedicator of cytokinesis 1	30.837538	27.39643	29.860481	26.369355	13.561412	12.410165	12.607683	12.221719	-2.624128525	1951.18869	0.080164437	-17.36229221	1.59E-67	2.49E-65	11.46405813	10.07324771	11.21216832	11.23462543	11.18479316	11.19302552	10.45077249	10.35579765	10.39286981	10.34666102	2351	3382	2944	2544	1005	865	1230	1378	0.022176841	-62.71454149	62.71454149
226	"NM_000034,NM_001127617,NM_001243177,NM_184041,NM_184043"	ALDOA	"aldolase, fructose-bisphosphate A"	469.998122	870.941741	434.602876	820.956457	927.490672	825.032911	868.862409	806.938072	1.105164437	16097.05407	0.31155294	0.463038622	0.643336684	0.720749431	13.90056401	14.04484815	13.56261533	14.20753361	13.50227421	14.1675108	14.08077307	13.95917098	14.02007115	13.92536348	8278	24855	9891	18711	15979	13520	19648	20948	0.379362572	0.380333092	0.380333092
231	"NM_001346142,NM_001628,NR_144376"	AKR1B1	aldo-keto reductase family 1 member B	247.457095	129.580004	250.184539	133.888619	239.770286	85.280772	247.434289	88.682945	-1.313866729	3489.723461	0.424252689	-0.928265053	0.353270097	0.444194184	11.95240952	11.55859209	12.02900583	11.58718644	12.04007855	11.60319195	11.92749435	11.06528724	11.96138743	11.09598992	4054	3442	5295	2761	3770	1283	5158	2156	0.253784978	-1.551775969	1.551775969
262	"NM_001287214,NM_001287215,NM_001287216,NM_001634,NR_109768"	AMD1	adenosylmethionine decarboxylase 1	15.898085	37.313602	16.575156	39.240133	43.598863	63.925424	47.15853	70.421203	1.709587239	1863.934634	0.393125669	1.9679408	0.04907485	0.083342923	10.42600879	11.19974189	10.07748068	10.85459201	10.10198817	10.90486358	10.81808451	11.12515897	10.8750012	11.21646498	607	2260	811	1884	1606	2206	2259	3926	0.456674008	1.694278822	1.694278822
267	"NM_001144,NM_001323511,NM_001323512"	AMFR	autocrine motility factor receptor	20.20396	22.95331	21.499222	24.073441	21.953506	12.138623	11.473763	11.49608	-1.80818604	903.3766163	0.264996791	-3.224730076	0.001260915	0.003269382	10.1836489	9.330339537	9.8573955	10.09686601	9.91284341	10.1363757	9.86789688	9.37264663	9.35472937	9.31225025	811	1491	1115	1226	854	456	604	680	0.13651696	-6.250574002	6.250574002
283	"NM_001097577,NM_001145"	ANG	angiogenin	4.722906	2.851561	5.024235	3.185323	3.094689	1.075477	3.741113	0.341904	-2.176121188	50.6743411	0.616801072	-1.818672103	0.06896147	0.112048785	6.116779843	4.997866785	5.90627066	5.61468255	5.95859567	5.70720255	5.51653243	4.87665582	5.66869375	4.41700032	65	63	89	56	41	14	66	7	0.162640793	-6.879658159	6.879658159
291	NM_001151	SLC25A4	solute carrier family 25 member 4	5.21732	9.502267	5.228459	9.342618	5.470124	9.500835	5.990893	10.508619	-1.118343327	453.7134385	0.351356795	-0.459257258	0.646049437	0.723132886	8.904077979	8.742685862	8.49436873	9.11842002	8.49411597	9.09899479	8.47528968	8.90100012	8.54453292	8.99137612	258	758	333	584	262	427	377	763	0.354850206	-0.454817595	0.454817595
330	"NM_001165,NM_182962"	BIRC3	baculoviral IAP repeat containing 3	4.965657	3.243206	5.816178	3.360118	81.639549	62.167255	53.823162	63.078842	12.99632486	2999.920229	0.213655694	17.31773085	3.46E-67	5.34E-65	8.743833011	12.44375633	9.78960595	9.62042166	9.88983101	9.63926705	12.09496284	11.7889423	11.67978648	11.80669161	383	405	579	329	6096	4366	5291	7162	0.128123969	28.87768275	28.87768275
85379	NM_001145206	KIAA1671	KIAA1671	21.637791	19.555918	20.573854	19.509125	6.571122	5.284946	6.063386	5.369118	-4.078943614	1919.969674	0.118561724	-17.10666387	1.32E-65	1.95E-63	11.59040009	9.56288916	11.22337636	11.26199469	11.17698713	11.25551073	10.14385848	9.95964491	10.08248426	9.97227227	2532	3703	3109	2895	745	564	905	926	0.038848248	-52.19053701	52.19053701
8754	"NM_003816,NR_027638,NR_027639,NR_027878"	ADAM9	ADAM metallopeptidase domain 9	194.854095	160.868241	192.81083	161.809309	106.641574	104.561234	104.266797	103.274299	-1.978443615	7882.110469	0.057772193	-17.03875003	4.24E-65	6.16E-63	13.35413766	12.36987862	13.19285552	13.14697038	13.18212719	13.14791096	12.61122305	12.57029723	12.59126617	12.5620578	8903	11879	11353	9360	4710	4354	6055	6945	0.023537546	-41.81655261	41.81655261
