ID,Ensembl ID,UniProt ID,Average Intensity
LBR,ENSG00000143815,Q14739,314.8058871
PPID,ENSG00000171497,Q08752,314.6389885
MAP1B,ENSG00000131711,P46821,312.7692988
GRN,ENSG00000030582,P28799,312.1049414
H1FX,ENSG00000184897,Q92522,311.485738
PC,ENSG00000173599,P11498,311.1102806
RDH11,ENSG00000072042,Q8TC12,310.9392311
IDH1,ENSG00000138413,O75874,310.8219942
PRKAR2A,ENSG00000114302,P13861,310.8186222
API5,ENSG00000166181,"Q9BZZ5,Q9BZZ5-2",310.5288978
NAPA,ENSG00000105402,P54920,310.4363321
SH3GLB1,ENSG00000097033,Q9Y371,309.596016
PAK1,ENSG00000149269,Q13153,308.8924104
NUP62,ENSG00000213024,P37198,307.3745777
CD2AP,ENSG00000198087,Q9Y5K6,306.8324363
BCCIP,ENSG00000107949,"Q9P287,Q9P287-4",306.7645529
GRWD1,ENSG00000105447,Q9BQ67,306.149651
SAP18,ENSG00000150459,O00422,305.9371153
C12orf10,ENSG00000139637,Q9HB07,305.3906364
HSBP1,ENSG00000230989,O75506,305.1943892
EIF2A,ENSG00000144895,Q9BY44,303.3422583
DRAP1,ENSG00000175550,Q14919,302.4876853
BRIX1,ENSG00000113460,Q8TDN6,302.1409078
DNAJC9,ENSG00000213551,Q8WXX5,301.7507969
CRTAP,ENSG00000170275,O75718,300.8174472
ATP5F1,ENSG00000116459,P24539,300.3546185
HDLBP,ENSG00000115677,Q00341,300.295501
METAP1,ENSG00000164024,P53582,299.482531
SH3KBP1,ENSG00000147010,"Q96B97,Q96B97-2",299.3378101
TOMM6,ENSG00000214736,Q96B49,299.212762
HRAS,ENSG00000174775,P01112,298.9472739
NAA11,ENSG00000156269,Q9BSU3,298.8441489
BPNT1,ENSG00000162813,O95861,298.1931487
DPP3,ENSG00000254986,Q9NY33,297.6507728
UGDH,ENSG00000109814,O60701,296.6151033
FAM136A,ENSG00000035141,Q96C01,296.3039871
ATP6V1B2,ENSG00000147416,P21281,296.2038909
DBN1,ENSG00000113758,Q16643,295.9772725
RGS10,ENSG00000148908,O43665-3,295.509997
HDAC2,ENSG00000196591,Q92769,294.6562015
HMGN1,ENSG00000205581,P05114,293.6342545
NQO2,ENSG00000124588,P16083,292.9945849
MTDH,ENSG00000147649,Q86UE4,292.2089025
PICALM,ENSG00000073921,Q13492-2,291.599572
DIAPH1,ENSG00000131504,O60610-2,291.0708529
EEF1E1,ENSG00000124802,O43324,291.0418738
UQCRQ,ENSG00000164405,O14949,290.9813387
RAB12,ENSG00000206418,Q6IQ22,290.6695439
DPYSL3,ENSG00000113657,"Q14195,Q14195-2",290.0936329
BAG3,ENSG00000151929,O95817,289.6549083
ECH1,ENSG00000104823,Q13011,288.5109924
C17orf49,ENSG00000258315,"Q8IXM2,Q8IXM2-2",288.2476726
USO1,ENSG00000138768,"O60763,O60763-2",287.863845
CARS,ENSG00000110619,"P49589,P49589-2,P49589-3",287.5034804
LPP,ENSG00000145012,Q93052,286.8897768
CHTOP,ENSG00000160679,Q9Y3Y2-4,286.4627157
GNPNAT1,ENSG00000100522,Q96EK6,286.1919992
PABPN1,ENSG00000100836,Q86U42-2,286.0673684
TSTA3,ENSG00000104522,Q13630,286.0368002
PPP3CA,ENSG00000138814,Q08209-2,284.9143917
OGDH,ENSG00000105953,"Q02218,Q02218-2",284.2619916
GSPT2,ENSG00000189369,Q8IYD1,284.2159266
HK2,ENSG00000159399,P52789,284.1943267
MAP1LC3B2,ENSG00000258102,A6NCE7,283.703301
NRAS,ENSG00000213281,P01111,283.3258232
SPC24,ENSG00000161888,Q8NBT2,283.096995
CHORDC1,ENSG00000110172,Q9UHD1,282.8588288
TSPO,ENSG00000100300,P30536,282.8057861
PLOD3,ENSG00000106397,O60568,281.9235917
GNAO1,ENSG00000087258,P09471-2,281.2191648
NUCKS1,ENSG00000069275,Q9H1E3,280.6794867
ALDH2,ENSG00000111275,P05091,279.5303472
DNAJC8,ENSG00000126698,O75937,279.3727858
THBS1,ENSG00000137801,P07996,279.2557401
VTN,ENSG00000109072,P04004,279.0239805
SUMO1,ENSG00000116030,P63165,278.7445194
ATP5D,ENSG00000099624,P30049,277.7061013
ARL8B,ENSG00000134108,Q9NVJ2,277.6563556
SSR3,ENSG00000114850,Q9UNL2,276.930988
SF3A2,ENSG00000104897,Q15428,276.3372664
SCAMP1,ENSG00000085365,O15126,276.3013507
ABCF2,ENSG00000033050,Q9UG63,276.1882072
CYB5B,ENSG00000103018,O43169,274.3850156
DNAJC7,ENSG00000168259,Q99615,274.147039
ERLIN2,ENSG00000147475,O94905,274.0113213
CCAR2,ENSG00000158941,Q8N163,273.9899076
HMOX2,ENSG00000103415,P30519,273.8224217
GSR,ENSG00000104687,P00390-2,273.721461
HEBP2,ENSG00000051620,Q9Y5Z4,273.2735266
GCLM,ENSG00000023909,P48507,273.0128548
GALNT2,ENSG00000143641,Q10471,271.9428059
GNS,ENSG00000135677,P15586,271.5292574
HAT1,ENSG00000128708,O14929,270.6771929
TIMM44,ENSG00000104980,O43615,270.5271539
EIF2B2,ENSG00000119718,P49770,270.0645921
PRAF2,ENSG00000243279,O60831,268.6158118
SDHB,ENSG00000117118,P21912,266.583003
RAB21,ENSG00000080371,Q9UL25,265.9650999
TIMM10,ENSG00000134809,P62072,265.2108832
NPM3,ENSG00000107833,O75607,264.941286
MBNL2,ENSG00000139793,Q5VZF2-3,264.7400113
CTBP2,ENSG00000175029,P56545,264.2596927
HDAC1,ENSG00000116478,Q13547,263.6052229
HEXB,ENSG00000049860,P07686,262.9266151
TYMS,ENSG00000176890,P04818,262.080703
AGPS,ENSG00000018510,O00116,261.6070131
PPT1,ENSG00000131238,P50897,261.405367
SQOR,ENSG00000137767,Q9Y6N5,260.7197872
GLS,ENSG00000115419,O94925,260.4238743
CAT,ENSG00000121691,P04040,260.1754149
IARS2,ENSG00000067704,Q9NSE4,259.7204732
PYGM,ENSG00000068976,P11217,259.4094898
EGFR,ENSG00000146648,P00533,258.9332697
BLMH,ENSG00000108578,Q13867,258.8353998
DRG1,ENSG00000185721,Q9Y295,257.9826515
NENF,ENSG00000117691,Q9UMX5,256.6288168
AKAP2,ENSG00000241978,"Q9Y2D5,Q9Y2D5-6",256.5139397
RIC8A,ENSG00000177963,"Q9NPQ8,Q9NPQ8-4",255.5299624
ATXN2L,ENSG00000168488,Q8WWM7,255.2756407
RAB18,ENSG00000099246,Q9NP72,254.8177432
KLC1,ENSG00000126214,"Q07866-3,Q07866-6",254.7720714
TWF2,ENSG00000247596,Q6IBS0,253.7383129
TMCO1,ENSG00000143183,Q9UM00,253.287103
FLOT2,ENSG00000132589,Q14254,252.3658357
HGS,ENSG00000185359,O14964,251.9847159
HSPA4L,ENSG00000164070,O95757,251.5149322
UFD1,ENSG00000070010,Q92890,251.5024044
CTNNA1,ENSG00000044115,P35221,251.4490469
RRAS,ENSG00000126458,P10301,250.9937679
CTSA,ENSG00000064601,P10619,250.8771942
COPS9,ENSG00000172428,Q8WXC6,250.7846933
GSTM2,ENSG00000213366,P28161,250.6227736
FARSA,ENSG00000179115,Q9Y285,250.3561159
THOP1,ENSG00000172009,P52888,249.8489657
COPS3,ENSG00000141030,Q9UNS2,249.6555028
RALA,ENSG00000006451,P11233,249.4118562
USP5,ENSG00000111667,P45974-2,249.1650186
PGM3,ENSG00000013375,O95394,249.0632467
PPP2R2A,ENSG00000221914,P63151,248.7259829
LYAR,ENSG00000145220,Q9NX58,248.3690839
BRK1,ENSG00000254999,Q8WUW1,248.2752436
PACSIN2,ENSG00000100266,"Q9UNF0,Q9UNF0-2",248.2623175
KIF1BP,ENSG00000198954,Q96EK5,246.4016952
PPP5C,ENSG00000011485,P53041,246.3357688
FAM49B,ENSG00000153310,Q9NUQ9,246.3109835
NTMT1,ENSG00000148335,Q9BV86,246.0373365
HSD17B11,ENSG00000198189,Q8NBQ5,245.6055285
NDUFS3,ENSG00000213619,O75489,245.2793634
ATAD3B,ENSG00000160072,Q5T9A4,244.8593404
TOMM20,ENSG00000173726,Q15388,243.9877809
PPP4C,ENSG00000149923,P60510,243.3343191
ALDH1B1,ENSG00000137124,P30837,241.9528545
XRN2,ENSG00000088930,Q9H0D6,240.9643271
FAM120A,ENSG00000048828,Q9NZB2,240.7138454
EBP,ENSG00000147155,Q15125,240.5779179
GGCT,ENSG00000006625,O75223,240.4468958
PRRC1,ENSG00000164244,Q96M27,239.7122336
CNPY2,ENSG00000257727,Q9Y2B0,239.6581584
HCFC1,ENSG00000172534,P51610,239.5688182
NDUFB10,ENSG00000140990,O96000,239.1913757
TMEM165,ENSG00000134851,Q9HC07,238.6166526
ZNF428,ENSG00000131116,Q96B54,237.908945
PVR,ENSG00000073008,P15151-3,237.5360105
MTA2,ENSG00000149480,O94776,236.9156021
SEC24C,ENSG00000176986,P53992,236.5131844
PRSS23,ENSG00000150687,O95084,236.3082123
TPD52,ENSG00000076554,"P55327-2,P55327-4",235.8768286
CALD1,ENSG00000122786,"Q05682,Q05682-5",235.093309
CYB5R1,ENSG00000159348,Q9UHQ9,234.7765056
HSPB11,ENSG00000081870,Q9Y547,234.5851104
FLOT1,ENSG00000137312,O75955,234.1449096
SLC35B2,ENSG00000157593,Q8TB61-3,234.0229624
GAMT,ENSG00000130005,Q14353,232.238012
C20orf24,ENSG00000101084,Q9BUV8-2,232.2313892
EIF2B1,ENSG00000111361,Q14232,231.7955339
KLC2,ENSG00000174996,Q9H0B6,231.6425285
RRAS2,ENSG00000133818,P62070,231.3834715
IGF2BP2,ENSG00000073792,Q9Y6M1-1,230.03609
EIF2B3,ENSG00000070785,Q9NR50,229.2388275
RFC4,ENSG00000163918,P35249,229.0313359
AIP,ENSG00000110711,O00170,228.3130464
CALB2,ENSG00000172137,P22676,226.7962444
CNP,ENSG00000173786,P09543-2,226.5700196
RPRD1B,ENSG00000101413,Q9NQG5,226.1833599
PDE12,ENSG00000174840,Q6L8Q7,226.0314458
ARFIP1,ENSG00000164144,"P53367,P53367-2",225.7804797
SMNDC1,ENSG00000119953,O75940,224.7221216
NSDHL,ENSG00000147383,Q15738,224.5004966
RPL7L1,ENSG00000146223,Q6DKI1,224.4249333
AIFM1,ENSG00000156709,O95831,223.4070865
SEC23B,ENSG00000101310,Q15437,222.8432852
BCL2L1,ENSG00000171552,Q07817-3,222.6670607
TCEA1,ENSG00000187735,P23193,222.2930182
LRRFIP1,ENSG00000124831,Q32MZ4-3,222.1724539
ATP6V1A,ENSG00000114573,P38606,222.1639654
NEK7,ENSG00000151414,Q8TDX7,222.0444361
XPO5,ENSG00000124571,Q9HAV4,221.6523641
SUCLG2,ENSG00000172340,Q96I99,221.4179403
NHP2,ENSG00000145912,Q9NX24,221.142012
HSPBP1,ENSG00000133265,Q9NZL4,220.5119479
MAT1A,ENSG00000151224,Q00266,220.4934187
BUD31,ENSG00000106245,P41223,220.3601322
STAM,ENSG00000136738,Q92783-2,220.3184704
AP2A2,ENSG00000183020,"O94973,O94973-2",219.2610919
CPSF7,ENSG00000149532,Q8N684-2,219.2454502
CLDN4,ENSG00000189143,O14493,219.2378575
PTGR1,ENSG00000106853,Q14914,219.138241
SLC25A22,ENSG00000177542,Q9H936,218.9929162
CDK2,ENSG00000123374,P24941,218.7682216
PPP2R5C,ENSG00000078304,"Q13362,Q13362-4",218.5108817
OSBPL3,ENSG00000070882,"Q9H4L5,Q9H4L5-2",218.1354788
OCIAD1,ENSG00000109180,Q9NX40,217.982806
SRRT,ENSG00000087087,Q9BXP5-4,217.8601664
VPS28,ENSG00000160948,Q9UK41,217.3199154
TM9SF3,ENSG00000077147,Q9HD45,216.5935581
BCAS2,ENSG00000116752,O75934,216.4320335
LYPLA1,ENSG00000120992,O75608,216.2611164
ELOVL1,ENSG00000066322,Q9BW60,216.2501058
RAP2B,ENSG00000181467,P61225,215.6421418
TIMP1,ENSG00000102265,P01033,215.2323677
TJP2,ENSG00000119139,Q9UDY2,214.5007922
COPG2,ENSG00000158623,Q9UBF2,214.4216504
FLII,ENSG00000177731,Q13045,214.3584922
PAIP1,ENSG00000172239,Q9H074,214.2725364
SNRNP200,ENSG00000144028,O75643,213.9668925
CLGN,ENSG00000153132,O14967,212.6576704
DPM1,ENSG00000000419,O60762,212.479766
TNPO2,ENSG00000105576,O14787-2,212.3025247
ARL8A,ENSG00000143862,Q96BM9,212.1480715
POLR2E,ENSG00000099817,P19388,211.8324305
GCN1,ENSG00000089154,Q92616,211.7267835
SFXN3,ENSG00000107819,Q9BWM7,211.6884828
CIAO1,ENSG00000144021,O76071,211.4255593
NOP2,ENSG00000111641,P46087,211.2875224
PCYOX1,ENSG00000116005,Q9UHG3,211.1180176
COX7C,ENSG00000127184,P15954,211.0762167
RAB33B,ENSG00000172007,Q9H082,210.8976977
MYBBP1A,ENSG00000132382,Q9BQG0-2,210.79845
ILVBL,ENSG00000105135,A1L0T0,210.7531623
TOP2A,ENSG00000131747,P11388,210.4669481
DHPS,ENSG00000095059,P49366,210.4239496
ANP32D,ENSG00000139223,O95626,209.9250552
COPS8,ENSG00000198612,Q99627,209.513312
SCFD1,ENSG00000092108,Q8WVM8,209.010319
SCAMP4,ENSG00000227500,Q969E2-2,208.4114248
SRP54,ENSG00000100883,P61011,208.3854994
NDUFS1,ENSG00000023228,P28331,208.3649124
GLB1,ENSG00000170266,P16278-3,207.6987688
HUWE1,ENSG00000086758,Q7Z6Z7,207.6423985
AKT1S1,ENSG00000204673,Q96B36,207.341595
TSC22D1,ENSG00000102804,"Q15714,Q15714-2",206.9936287
SRPRB,ENSG00000144867,Q9Y5M8,206.895043
NDUFS5,ENSG00000168653,O43920,206.6112481
PRKACA,ENSG00000072062,P17612,206.6057859
FXR2,ENSG00000129245,P51116,206.4430537
NCALD,ENSG00000104490,P61601,206.3139352
BST2,ENSG00000130303,Q10589,205.9663251
TBL1XR1,ENSG00000177565,Q9BZK7,205.8041015
TIAL1,ENSG00000151923,Q01085-2,205.5740863
NOLC1,ENSG00000166197,"Q14978-2,Q14978-3",204.7415342
TP53,ENSG00000141510,P04637,204.2225357
MRPL53,ENSG00000204822,Q96EL3,204.0329757
SZRD1,ENSG00000055070,Q7Z422-2,203.4673248
RBM12,ENSG00000244462,Q9NTZ6,203.0623612
BCL2L2,ENSG00000129473,Q92843-2,202.659848
BCL2L2-PABPN1,ENSG00000258643,Q92843-2,202.659848
CBX5,ENSG00000094916,P45973,202.4862595
NECAP2,ENSG00000157191,Q9NVZ3-4,202.2060368
DYNLT1,ENSG00000146425,P63172,202.1109746
TBL2,ENSG00000106638,Q9Y4P3,202.0858103
TMX3,ENSG00000166479,Q96JJ7,200.9969043
PRPF4,ENSG00000136875,O43172-2,200.5245095
THOC3,ENSG00000051596,Q96J01,200.4921305
TTC1,ENSG00000113312,Q99614,200.2733655
FAF2,ENSG00000113194,Q96CS3,200.1858598
PRKCA,ENSG00000154229,P17252,199.7133943
STX7,ENSG00000079950,O15400,199.6389395
ESYT2,ENSG00000117868,"A0FGR8-2,A0FGR8-6",199.5346047
CD47,ENSG00000196776,"Q08722,Q08722-3",199.4801678
PRPF31,ENSG00000105618,Q8WWY3,198.9792322
HAGH,ENSG00000063854,Q16775,198.8792144
MELTF,ENSG00000163975,P08582,198.2422227
MCM2,ENSG00000073111,P49736,197.9122743
MRPS6,ENSG00000243927,P82932,197.8930135
GALE,ENSG00000117308,Q14376,197.8560234
COPS2,ENSG00000166200,P61201-2,197.7721161
PMVK,ENSG00000163344,Q15126,197.7126641
RAVER1,ENSG00000161847,Q8IY67,197.0353735
SYAP1,ENSG00000169895,Q96A49,197.0311015
CAMK2D,ENSG00000145349,"Q13557,Q13557-12",196.5909302
NUMA1,ENSG00000137497,"Q14980,Q14980-2",196.0460366
P3H1,ENSG00000117385,Q32P28,195.9699763
MRPL49,ENSG00000149792,Q13405,195.929888
CSTF2,ENSG00000101811,P33240-2,195.3575849
CHMP3,ENSG00000115561,Q9Y3E7,195.0832328
TLN2,ENSG00000171914,Q9Y4G6,195.0723589
NUP93,ENSG00000102900,Q8N1F7,194.6034294
KRAS,ENSG00000133703,P01116-2,194.3899014
SMAD3,ENSG00000166949,P84022,194.3046637
COMT,ENSG00000093010,P21964-2,193.9546158
VPS26A,ENSG00000122958,O75436,193.6004752
DDX46,ENSG00000145833,Q7L014,193.5988754
SERPINB8,ENSG00000166401,P50452,193.3165422
RABIF,ENSG00000183155,P47224,193.1277722
NUP153,ENSG00000124789,P49790,192.5692866
MESD,ENSG00000117899,Q14696,192.5233484
UBXN1,ENSG00000162191,Q04323,192.491579
UBE2A,ENSG00000077721,P49459,192.4866247
SORD,ENSG00000140263,Q00796,192.2555057
EFHD1,ENSG00000115468,Q9BUP0,192.0170024
UBA3,ENSG00000144744,Q8TBC4,191.9974436
PPP1R11,ENSG00000204619,O60927,191.3349425
EXOSC1,ENSG00000171311,Q9Y3B2,191.2013512
EIF3J,ENSG00000104131,O75822,191.1685105
THRAP3,ENSG00000054118,Q9Y2W1,191.0985224
PNPO,ENSG00000108439,Q9NVS9,190.9252925
SLC7A5,ENSG00000103257,Q01650,190.3535401
MCM6,ENSG00000076003,Q14566,190.0924381
PCBP4,ENSG00000090097,P57723,190.0708113
HAUS4,ENSG00000092036,Q9H6D7,189.4186194
SLC9A3R1,ENSG00000109062,O14745,188.7575953
CKAP5,ENSG00000175216,Q14008-2,188.6815423
GRB2,ENSG00000177885,P62993,187.9603653
ETHE1,ENSG00000105755,O95571,187.7935487
MOB1B,ENSG00000173542,Q7L9L4,187.632427
DIABLO,ENSG00000184047,Q9NR28-2,187.5758253
ACTR3C,ENSG00000106526,Q9C0K3,187.2341965
TIMM8B,ENSG00000150779,Q9Y5J9,187.0022674
SNRPB2,ENSG00000125870,P08579,186.7741323
BCLAF1,ENSG00000029363,"Q9NYF8-2,Q9NYF8-3,Q9NYF8-4",186.1643337
ARMC6,ENSG00000105676,Q6NXE6,186.0149162
TMED4,ENSG00000158604,Q7Z7H5,186.0033161
MRPL1,ENSG00000169288,Q9BYD6,185.9564388
CDC5L,ENSG00000096401,Q99459,185.5206809
PSPH,ENSG00000146733,P78330,185.4108384
MTA1,ENSG00000182979,"Q13330,Q13330-3",185.3118986
MRPL13,ENSG00000172172,Q9BYD1,184.968599
GNPDA1,ENSG00000113552,P46926,184.6052703
FSCN1,ENSG00000075618,Q16658,184.5573421
SPR,ENSG00000116096,P35270,184.1082099
TRIP10,ENSG00000125733,Q15642,183.8837833
SAE1,ENSG00000142230,Q9UBE0,183.0625979
KIAA0368,ENSG00000136813,Q5VYK3,182.961304
NUCB1,ENSG00000104805,Q02818,182.8682347
SH3GLB2,ENSG00000148341,Q9NR46,182.8051597
AXL,ENSG00000167601,P30530-2,182.5876288
LAMP1,ENSG00000185896,P11279,182.3357047
PGM2,ENSG00000169299,Q96G03,182.0838018
NDUFS8,ENSG00000110717,O00217,181.9947819
PTPN11,ENSG00000179295,"Q06124,Q06124-2",181.9735618
KRT31,ENSG00000094796,Q15323,181.7870795
DNPEP,ENSG00000123992,Q9ULA0,181.5369638
NEBL,ENSG00000078114,O76041-2,180.9594576
MAGT1,ENSG00000102158,Q9H0U3,180.8262924
DR1,ENSG00000117505,Q01658,180.759815
HSD17B4,ENSG00000133835,P51659,180.4363076
PAPSS2,ENSG00000198682,O95340,180.4238793
VTA1,ENSG00000009844,Q9NP79,180.0816253
ZMPSTE24,ENSG00000084073,O75844,180.0615958
PRPF8,ENSG00000174231,Q6P2Q9,180.023236
RSU1,ENSG00000148484,Q15404,179.6651462
CST3,ENSG00000101439,P01034,179.1699692
NUP155,ENSG00000113569,O75694,178.8744058
EXOSC4,ENSG00000178896,Q9NPD3,178.4171805
FAM50A,ENSG00000071859,Q14320,178.2368272
DHFR,ENSG00000228716,P00374,178.1076141
BCAT2,ENSG00000105552,O15382,177.949811
GIPC1,ENSG00000123159,O14908,177.5764418
IMPA1,ENSG00000133731,P29218,177.5726063
ZFPL1,ENSG00000162300,O95159,177.5390957
GMPPB,ENSG00000173540,Q9Y5P6,177.3774119
HEXIM1,ENSG00000186834,O94992,177.3552273
NDUFS6,ENSG00000145494,O75380,177.3428344
SNX6,ENSG00000129515,Q9UNH7,177.2618347
MRPL41,ENSG00000182154,Q8IXM3,176.7419237
RAP2C,ENSG00000123728,Q9Y3L5,176.6077965
MGEA5,ENSG00000198408,O60502,176.5211817
ACAA2,ENSG00000167315,P42765,176.4750962
EIF2AK2,ENSG00000055332,P19525,176.4356874
WDR5,ENSG00000196363,P61964,176.4194797
ACBD3,ENSG00000182827,Q9H3P7,176.2159174
SMC4,ENSG00000113810,Q9NTJ3,176.2010073
RFC5,ENSG00000111445,P40937,176.0378098
MYO1B,ENSG00000128641,"O43795,O43795-2",175.5702669
NCAPH,ENSG00000121152,Q15003,175.5497235
DDX18,ENSG00000088205,Q9NVP1,175.4227439
POLDIP3,ENSG00000100227,"Q9BY77,Q9BY77-2",175.395337
NDUFB4,ENSG00000065518,O95168,175.1538267
EIF4G3,ENSG00000075151,O43432,174.740262
ZNF706,ENSG00000120963,Q9Y5V0,174.6941405
PAIP2,ENSG00000120727,Q9BPZ3,174.6089412
SMAD2,ENSG00000175387,Q15796-2,174.3132156
DCTN3,ENSG00000137100,O75935,174.2421728
DDX50,ENSG00000107625,Q9BQ39,174.2115566
TRIR,ENSG00000123144,Q9BQ61,174.0706421
CAV2,ENSG00000105971,P51636,173.7757783
IPO4,ENSG00000196497,Q8TEX9,173.5742965
KRT33B,ENSG00000131738,Q14525,173.5240304
NUDT2,ENSG00000164978,P50583,173.1267671
SRPRA,ENSG00000182934,P08240,172.7742772
PRTFDC1,ENSG00000099256,Q9NRG1,172.4506728
ATP6V0C,ENSG00000185883,P27449,172.3580783
FKBP1B,ENSG00000119782,P68106-2,172.028928
UQCRFS1,ENSG00000169021,P47985,171.2598673
LACTB2,ENSG00000147592,Q53H82,170.8584419
PGP,ENSG00000184207,A6NDG6,170.8445804
TXLNA,ENSG00000084652,P40222,170.7587257
EXOSC2,ENSG00000130713,Q13868,170.5449204
ZC3HAV1,ENSG00000105939,Q7Z2W4,170.2255157
MMGT1,ENSG00000169446,Q8N4V1,169.5751098
MAP2K3,ENSG00000034152,P46734,168.7000771
C12orf57,ENSG00000111678,Q99622,168.5941641
SRSF11,ENSG00000116754,Q05519,168.2181356
C11orf68,ENSG00000175573,Q9H3H3-2,168.0419271
STAT3,ENSG00000168610,"P40763,P40763-2",167.9039332
RAP1GDS1,ENSG00000138698,"P52306,P52306-2",167.7797767
SLK,ENSG00000065613,"Q9H2G2,Q9H2G2-2",167.6111698
LIN7C,ENSG00000148943,Q9NUP9,167.4867916
LETM1,ENSG00000168924,O95202,167.2582699
TTC9C,ENSG00000162222,Q8N5M4,167.2216473
PUDP,ENSG00000130021,Q08623,167.1554113
MRPL14,ENSG00000180992,Q6P1L8,167.1235196
EXOSC6,ENSG00000223496,Q5RKV6,167.1032552
NOMO2,ENSG00000185164,Q5JPE7-2,166.6418842
LGALS3BP,ENSG00000108679,Q08380,166.040032
NOMO1,ENSG00000103512,Q15155,165.9598028
GRSF1,ENSG00000132463,Q12849,164.9006877
TPR,ENSG00000047410,P12270,164.629692
SYPL1,ENSG00000008282,Q16563-2,164.1891116
ATP4A,ENSG00000105675,P20648,164.1430365
SLC25A10,ENSG00000183048,Q9UBX3,163.7641107
ATP6V1E1,ENSG00000131100,P36543,163.49602
PSMG2,ENSG00000128789,Q969U7,163.3819384
POLR1C,ENSG00000171453,O15160,163.3542566
APEH,ENSG00000164062,P13798,163.2710159
AKR1C1,ENSG00000187134,Q04828,163.1776618
PFKM,ENSG00000152556,P08237,161.9540083
PML,ENSG00000140464,"P29590,P29590-11,P29590-14,P29590-2,P29590-3",161.8802121
GNL3,ENSG00000163938,Q9BVP2-2,161.5626983
ANLN,ENSG00000011426,Q9NQW6,161.5616563
AP2S1,ENSG00000042753,P53680,161.5118933
PAXX,ENSG00000148362,Q9BUH6,160.8695025
TRIP6,ENSG00000087077,Q15654,160.8563203
CD58,ENSG00000116815,P19256-2,160.7883541
NDUFB1,ENSG00000183648,O75438,160.7740429
OSGEP,ENSG00000092094,Q9NPF4,160.4095452
GBP1,ENSG00000117228,P32455,160.376064
NCAPD2,ENSG00000010292,Q15021,160.131189
UFC1,ENSG00000143222,Q9Y3C8,159.8831234
CD46,ENSG00000117335,"P15529-14,P15529-6",159.6660644
KCTD12,ENSG00000178695,Q96CX2,159.6377003
C15orf48,ENSG00000166920,Q9C002,159.5324
MRPL11,ENSG00000174547,Q9Y3B7,159.2693318
SRRM2,ENSG00000167978,Q9UQ35,159.1614411
RAB6B,ENSG00000154917,Q9NRW1,159.1106347
TMEM11,ENSG00000178307,P17152,158.879838
ADI1,ENSG00000182551,Q9BV57,158.8145043
MTCH1,ENSG00000137409,Q9NZJ7-2,158.7122491
STRBP,ENSG00000165209,Q96SI9,158.3638177
TSR1,ENSG00000167721,Q2NL82,158.1132043
YTHDF2,ENSG00000198492,Q9Y5A9-2,158.0722153
SLC25A1,ENSG00000100075,P53007,158.0492619
MVB12A,ENSG00000141971,Q96EY5,158.0390907
TOR1AIP1,ENSG00000143337,Q5JTV8,157.9840647
TXNDC9,ENSG00000115514,O14530,157.7467523
GPD2,ENSG00000115159,P43304,157.4293546
EIF2B4,ENSG00000115211,Q9UI10-2,156.698451
RRM1,ENSG00000167325,P23921,156.3293757
FBLL1,ENSG00000188573,A6NHQ2,156.0284008
PRPSAP1,ENSG00000161542,Q14558-2,155.6801115
GMPR2,ENSG00000100938,Q9P2T1,155.5420039
PAWR,ENSG00000177425,Q96IZ0,155.5131044
PGAM5,ENSG00000247077,Q96HS1,155.4846255
PRKACB,ENSG00000142875,P22694,155.3819509
RBMS1,ENSG00000153250,P29558,155.2810201
KRT37,ENSG00000108417,O76014,155.1840922
GTF2I,ENSG00000263001,"P78347-2,P78347-4",155.1783563
LSM12,ENSG00000161654,Q3MHD2,155.1151978
EPN1,ENSG00000063245,Q9Y6I3,154.9688457
NDUFA6,ENSG00000184983,P56556,154.7902149
LAMTOR3,ENSG00000109270,Q9UHA4,154.6204444
RBM4,ENSG00000173933,Q9BWF3,154.1902245
CLINT1,ENSG00000113282,Q14677-3,154.0855552
CDK4,ENSG00000135446,P11802,153.754565
WDR82,ENSG00000164091,Q6UXN9,153.7398162
MRPL43,ENSG00000055950,Q8N983-4,153.7368602
MOGS,ENSG00000115275,Q13724,153.7210396
IDH3B,ENSG00000101365,O43837,153.6644762
POLE3,ENSG00000148229,Q9NRF9,153.1595502
RAB34,ENSG00000109113,"P0DI83,Q9BZG1",153.1554562
MTX2,ENSG00000128654,O75431,152.8842343
CCNDBP1,ENSG00000166946,O95273,152.7423955
RRM2,ENSG00000171848,P31350,152.6436034
FAM98A,ENSG00000119812,Q8NCA5-2,151.9776181
UBA2,ENSG00000126261,Q9UBT2,151.4625398
HNRNPLL,ENSG00000143889,"Q8WVV9-2,Q8WVV9-4",150.9756814
NDUFV2,ENSG00000178127,P19404,150.7497978
STAT1,ENSG00000115415,P42224,150.3961703
ATG3,ENSG00000144848,Q9NT62,149.9526294
PLAA,ENSG00000137055,Q9Y263,149.87492
ISOC2,ENSG00000063241,Q96AB3,149.3448835
SMC2,ENSG00000136824,O95347,148.9260871
CTNND1,ENSG00000198561,"O60716-11,O60716-3",148.9128706
INF2,ENSG00000203485,Q27J81,148.6612582
ATP12A,ENSG00000075673,P54707,147.5877555
NUBP2,ENSG00000095906,Q9Y5Y2,147.1492478
ACYP1,ENSG00000119640,P07311,147.0442391
SPCS2,ENSG00000118363,Q15005,146.9811697
PQBP1,ENSG00000102103,O60828,146.534117
ATXN10,ENSG00000130638,Q9UBB4,146.3882804
ECE1,ENSG00000117298,P42892-3,146.3492728
