ID	Gene symbol ID	UniProt ID	Average Intensity
ENSG00000096063	SRPK1	Q96SB4	318.9419498812291
ENSG00000096384	HSP90AB1	P08238	29724.922946792816
ENSG00000096401	CDC5L	Q99459	185.52068087906582
ENSG00000096746	HNRNPH3	P31942	1063.742600292894
ENSG00000099783	HNRNPM	P52272	3411.589630640292
ENSG00000099995	SF3A1	Q15459	376.4095760270649
ENSG00000100029	PES1	O00541,O00541-2	101.78555506874358
ENSG00000100083	GGA1	Q9UJY5	9.46336326495194
ENSG00000100097	LGALS1	P09382	65707.7844169645
ENSG00000100280	AP1B1	Q10567-2,Q10567-3	509.05955043189874
ENSG00000100297	MCM5	P33992	319.7985629924231
ENSG00000100325	ASCC2	Q9H1I8	3.306106928775182
ENSG00000100345	MYH9	P35579	7050.662979805709
ENSG00000100393	EP300	Q09472	2.2722006353915436
ENSG00000100410	PHF5A	Q7RTV0	440.51447558206485
ENSG00000100462	PRMT5	O14744	363.7682855553583
ENSG00000100614	PPM1A	P35813	81.54126664409199
ENSG00000100632	ERH	P84090	2794.7373004799647
ENSG00000100934	SEC23A	Q15436	677.8938108143606
ENSG00000101335	MYL9	P24844	3118.3607036304
ENSG00000101361	NOP56	O00567	339.25422726431594
ENSG00000101811	CSTF2	P33240-2	195.35758485481662
ENSG00000102081	FMR1	Q06787-5,Q06787-6,Q06787-8	60.151984676820774
ENSG00000102144	PGK1	P00558	30761.434983960018
ENSG00000102309	PIN4	Q9Y237,Q9Y237-2	469.9956126567405
ENSG00000102606	ARHGEF7	Q14155-1	41.09328632743282
ENSG00000102753	KPNA3	O00505	434.47147013844534
ENSG00000102882	MAPK3	P27361	115.8390833947533
ENSG00000102974	CTCF	P49711	118.4670269181401
ENSG00000103197	TSC2	P49815-4	2.4018861239391507
ENSG00000103275	UBE2I	P63279	1292.2845609219717
ENSG00000103653	CSK	P41240	37.13299949101882
ENSG00000104067	TJP1	Q07157	58.164799594065
ENSG00000104365	IKBKB	O14920	12.373726233721133
ENSG00000104368	PLAT	P00750	26.501266648696184
ENSG00000104408	EIF3E	P60228	953.9361672582877
ENSG00000104419	NDRG1	Q92597	3043.6217531822845
ENSG00000104490	NCALD	P61601	206.31393517795283
ENSG00000104517	UBR5	O95071	3.282160946406841
ENSG00000104529	EEF1D	P29692-2,P29692-3	9197.146675062642
ENSG00000104825	NFKBIB	Q15653	29.006581067938292
ENSG00000104852	SNRNP70	P08621	653.7794170443055
ENSG00000104897	SF3A2	Q15428	276.33726642296585
ENSG00000105193	RPS16	P62249	4438.2268382173115
ENSG00000105202	FBL	P22087	1172.375147768949
ENSG00000105486	LIG1	P18858	14.328802164812227
ENSG00000105568	PPP2R1A	P30153	2585.9227225731406
ENSG00000105974	CAV1	Q03135	3034.498095041723
ENSG00000106105	GARS	P41250	1057.2235859992834
ENSG00000106211	HSPB1	P04792	6423.695725195557
ENSG00000106299	WASL	O00401	131.50303861878305
ENSG00000106799	TGFBR1	P36897-3	8.472859760362425
ENSG00000106976	DNM1	Q05193,Q05193-3	90.20215709485232
ENSG00000107099	DOCK8	Q8NF50-3	1.4046033282986272
ENSG00000107105	ELAVL2	Q12926	145.22374453090663
ENSG00000107438	PDLIM1	O00151	1478.2497344869048
ENSG00000107863	ARHGAP21	Q5T5U3	0.2236078566382686
ENSG00000107937	GTPBP4	Q9BZE4	140.30727855654482
ENSG00000108262	GIT1	Q9Y2X7-3	6.767385125148084
ENSG00000108424	KPNB1	Q14974	4024.6286621940662
ENSG00000108561	C1QBP	Q07021	2565.8625337464646
ENSG00000108654	DDX5	P17844	2282.287164037415
ENSG00000108854	SMURF2	Q9HAU4	13.038783615717435
ENSG00000108883	EFTUD2	Q15029	733.7557323040887
ENSG00000109320	NFKB1	P19838	37.44628244619395
ENSG00000109606	DHX15	O43143	1060.9316288211612
ENSG00000109971	HSPA8	P11142	29998.363617036994
ENSG00000110700	RPS13	P62277	3128.5645787576213
ENSG00000110841	PPFIBP1	Q86W92-2,Q86W92-4	7.59285972780296
ENSG00000110955	ATP5B	P06576	5055.525108379451
ENSG00000111142	METAP2	P50579	78.5004703470845
ENSG00000111275	ALDH2	P05091	279.5303472189938
ENSG00000111605	CPSF6	Q16630-2	443.6269682283497
ENSG00000111641	NOP2	P46087	211.28752237574696
ENSG00000111669	TPI1	P60174-1	39176.49564327512
ENSG00000111674	ENO2	P09104	12491.473638666503
ENSG00000112782	CLIC5	Q9NZA1-2	1322.8246984270095
ENSG00000113013	HSPA9	P38646	3837.3127346295505
ENSG00000113387	SUB1	P53999	2718.5812429244893
ENSG00000113558	SKP1	P63208	1027.713377032425
ENSG00000113575	PPP2CA	P67775	1064.454265828917
ENSG00000113580	NR3C1	P04150	47.34567717900376
ENSG00000113649	TCERG1	O14776-2	94.74885596820778
ENSG00000113712	CSNK1A1	P48729	82.1299140582809
ENSG00000114127	XRN1	Q8IZH2-2	0.5781626254585188
ENSG00000114391	RPL24	P83731	4290.023505663248
ENSG00000114742	WDR48	Q8TAF3,Q8TAF3-4	2.5699526897966365
ENSG00000114867	EIF4G1	Q04637	889.449655969979
ENSG00000114942	EEF1B2	P24534	11229.076202621636
ENSG00000115053	NCL	P19338	3680.761038830081
ENSG00000115091	ACTR3	P61158	2053.649709550006
ENSG00000115415	STAT1	P42224	150.39617030060302
ENSG00000115484	CCT4	P50991	2990.23109125911
ENSG00000115524	SF3B1	O75533	398.41962187624426
ENSG00000115541	HSPE1	P61604	14881.991821663876
ENSG00000116251	RPL22	P35268	6114.836390191814
ENSG00000116455	WDR77	Q9BQA1	697.0274147050884
ENSG00000116478	HDAC1	Q13547	263.6052229299427
ENSG00000116584	ARHGEF2	Q92974-3	113.91378334327362
ENSG00000116641	DOCK7	Q96N67-4	36.51957410445974
ENSG00000116830	TTF2	Q9UNY4	0.2582925384816779
ENSG00000117450	PRDX1	Q06830	23733.53395385833
ENSG00000117592	PRDX6	P30041	6892.508090800521
ENSG00000117632	STMN1	P16949	7223.214129949097
ENSG00000117713	ARID1A	O14497	35.47332263665665
ENSG00000118181	RPS25	P62851	5350.447266186951
ENSG00000119048	UBE2B	P63146	8.03472460197459
ENSG00000119335	SET	Q01105,Q01105-2	3539.9290099381997
ENSG00000119953	SMNDC1	O75940	224.72212156979873
ENSG00000120438	TCP1	P17987	2893.954045514719
ENSG00000120688	WBP4	O75554	10.46584689507592
ENSG00000120694	HSPH1	Q92598,Q92598-2	1010.8807242211533
ENSG00000120837	NFYB	P25208	6.82791351644977
ENSG00000121022	COPS5	Q92905	118.24119585634475
ENSG00000121058	COIL	P38432	4.729432050111305
ENSG00000121741	ZMYM2	Q9UBW7	0.2695872348731897
ENSG00000121774	KHDRBS1	Q07666	1010.0017512084188
ENSG00000122126	OCRL	Q01968	51.0505240842657
ENSG00000122406	RPL5	P46777	3947.4659506602857
ENSG00000122566	HNRNPA2B1	P22626	18403.606252399506
ENSG00000123131	PRDX4	Q13162	3244.9842067937047
ENSG00000123143	PKN1	Q16512	63.47378408830593
ENSG00000123349	PFDN5	Q99471	1426.569929502226
ENSG00000123416	TUBA1B	P68363	91334.55325300599
ENSG00000124171	PARD6B	Q9BYG5	45.510471433569165
ENSG00000124207	CSE1L	P55060	5899.1492809040865
ENSG00000124214	STAU1	O95793-2,O95793-3	368.74235782693506
ENSG00000124562	SNRPC	P09234	965.6056639790745
ENSG00000124762	CDKN1A	P38936	4.440371940796426
ENSG00000125686	MED1	Q15648	8.42772112268899
ENSG00000125691	RPL23	P62829	7331.202637542609
ENSG00000125743	SNRPD2	P62316	3720.0851786865196
ENSG00000125835	SNRPB	P14678-2	2893.7950056741993
ENSG00000125870	SNRPB2	P08579	186.77413227286294
ENSG00000125944	HNRNPR	O43390,O43390-2	1760.0871767347526
ENSG00000126456	IRF3	Q14653	28.350602028046524
ENSG00000126698	DNAJC8	O75937	279.37278579720305
ENSG00000126777	KTN1	Q86UP2,Q86UP2-2	432.7281242338943
ENSG00000126945	HNRNPH2	P55795	4291.93203593084
ENSG00000127022	CANX	P27824	4414.814047879196
ENSG00000127191	TRAF2	Q12933-3	17.636307388539308
ENSG00000127586	CHTF18	Q8WVB6	1.8739892044317408
ENSG00000127616	SMARCA4	P51532-2,P51532-5	28.638317465090573
ENSG00000127824	TUBA4A	P68366	55157.48358874966
ENSG00000127946	HIP1	O00291	1.9646688404136508
ENSG00000128245	YWHAH	Q04917	4344.7830492385565
ENSG00000128739	SNRPN	P63162	2791.366483309058
ENSG00000129116	PALLD	Q8WX93-3	137.26130395748484
ENSG00000129675	ARHGEF6	Q15052	2.445285724614951
ENSG00000129691	ASH2L	Q9UBL3	14.002418172005664
ENSG00000130402	ACTN4	O43707	15847.171485994884
ENSG00000130669	PAK4	O96013	97.51679977294273
ENSG00000130726	TRIM28	Q13263,Q13263-2	1263.9667871823501
ENSG00000130956	HABP4	Q5JVS0	76.42529387791683
ENSG00000130985	UBA1	P22314	3616.8892954825697
ENSG00000131236	CAP1	Q01518	3298.550046702512
ENSG00000131462	TUBG1	P23258	348.2706300988875
ENSG00000131467	PSME3	P61289	851.3414193115734
ENSG00000131504	DIAPH1	O60610-2	291.07085292517445
ENSG00000131747	TOP2A	P11388	210.46694808627933
ENSG00000131876	SNRPA1	P09661	444.6863671844386
ENSG00000131981	LGALS3	P17931	3186.0669780939597
ENSG00000132254	ARFIP2	P53365	38.11517276715156
ENSG00000132382	MYBBP1A	Q9BQG0-2	210.7984500118186
ENSG00000132470	ITGB4	P16144,P16144-2	381.27055818585416
ENSG00000132507	EIF5A	P63241	15960.068907856381
ENSG00000132646	PCNA	P12004	3501.914004634347
ENSG00000132842	AP3B1	O00203	124.50916589025083
ENSG00000133030	MPRIP	Q6WCQ1,Q6WCQ1-2	71.91693489041026
ENSG00000133112	TPT1	P13693	9412.390326889945
ENSG00000133706	LARS	Q9P2J5	450.2724013887031
ENSG00000134057	CCNB1	P14635	107.93875597287689
ENSG00000134308	YWHAQ	P27348	9207.799302881986
ENSG00000134333	LDHA	P00338	37212.34831671553
ENSG00000135316	SYNCRIP	O60506,O60506-3	1854.6713889154125
ENSG00000135372	NAT10	Q9H0A0	120.41958607556778
ENSG00000135486	HNRNPA1	P09651,P09651-2	21918.687264933516
ENSG00000135624	CCT7	Q99832	2372.2087552401163
ENSG00000135829	DHX9	Q08211	1429.840109598807
ENSG00000136068	FLNB	O75369-2,O75369-8	7820.104354674902
ENSG00000136238	RAC1	P63000,P63000-2	4930.566613686957
ENSG00000136518	ACTL6A	O96019	523.7697510163308
ENSG00000136628	EPRS	P07814	705.3210099129451
ENSG00000136938	ANP32B	Q92688-2	4315.10691803372
ENSG00000137154	RPS6	P62753	4258.773016562585
ENSG00000137486	ARRB1	P49407-2	11.095688075492612
ENSG00000137710	RDX	P35241	4087.8582000365295
ENSG00000137713	PPP2R1B	P30154	395.08498630304626
ENSG00000137801	THBS1	P07996	279.25574014539933
ENSG00000137818	RPLP1	P05386	14579.216036691152
ENSG00000138668	HNRNPD	Q14103-3,Q14103-4	4234.095123192608
ENSG00000139343	SNRPF	P62306	1965.8610817067793
ENSG00000139687	RB1	P06400	14.648864583670104
ENSG00000140575	IQGAP1	P46940	1319.0515200363002
ENSG00000140988	RPS2	P15880	4442.5093303218055
ENSG00000140992	PDPK1	O15530-3	3.7802543555671293
ENSG00000141367	CLTC	Q00610-2	3172.156246716471
ENSG00000141503	MINK1	Q8N4C8	30.307741573018724
ENSG00000141510	TP53	P04637	204.22253568233248
ENSG00000141522	ARHGDIA	P52565	4191.456495862039
ENSG00000141736	ERBB2	P04626-4	23.687306720390275
ENSG00000142208	AKT1	P31749	65.69992907502574
ENSG00000142676	RPL11	P62913-2	5313.474571083188
ENSG00000142937	RPS8	P62241	6447.453502041866
ENSG00000143368	SF3B4	Q15427	119.88105628593479
ENSG00000143379	SETDB1	Q15047-3	1.382775148180638
ENSG00000143549	TPM3	P06753,P06753-2	5143.20851261698
ENSG00000143621	ILF2	Q12905	4416.129531490001
ENSG00000143761	ARF1	P84077	3536.0054168426996
ENSG00000143799	PARP1	P09874	431.77095907181086
ENSG00000143977	SNRPG	P62308	3036.4925492344337
ENSG00000144028	SNRNP200	O75643	213.9668925294547
ENSG00000146648	EGFR	P00533	258.9332697492885
ENSG00000147065	MSN	P26038	6445.229017424876
ENSG00000147140	NONO	Q15233	2880.719985665629
ENSG00000147274	RBMX	P38159	1317.5199799036548
ENSG00000147604	RPL7	P18124	3228.968757807519
ENSG00000148180	GSN	P06396-2,P06396-3	992.53896906624
ENSG00000148303	RPL7A	P62424	6626.615396597013
ENSG00000148773	MKI67	P46013,P46013-2	96.2509502446276
ENSG00000149269	PAK1	Q13153	308.8924104418735
ENSG00000149273	RPS3	P23396	7656.912229962358
ENSG00000149554	CHEK1	O14757	7.038974248064063
ENSG00000149925	ALDOA	P04075	41629.97081778537
ENSG00000150093	ITGB1	P05556	2402.156615157733
ENSG00000150753	CCT5	P48643	3268.2905470227433
ENSG00000151461	UPF2	Q9HAU5	5.735531546711099
ENSG00000154229	PRKCA	P17252	199.71339432628253
ENSG00000156261	CCT8	P50990	4845.457019951669
ENSG00000156482	RPL30	P62888	7432.643238546502
ENSG00000156515	HK1	P19367	604.0749080068422
ENSG00000160293	VAV2	P52735,P52735-3	6.424097243986979
ENSG00000160633	SAFB	Q15424	138.63260489101782
ENSG00000160789	LMNA	P02545,P02545-2,P02545-3	9367.947382468454
ENSG00000160803	UBQLN4	Q9NRR5	392.1988243286155
ENSG00000161016	RPL8	P62917	4707.34755288674
ENSG00000161057	PSMC2	P35998	1924.454959588378
ENSG00000161800	RACGAP1	Q9H0H5	35.17364891056228
ENSG00000161847	RAVER1	Q8IY67	197.03537347969566
ENSG00000161970	RPL26	P61254	3585.758691628456
ENSG00000162889	MAPKAPK2	P49137	70.90071932355602
ENSG00000163191	S100A11	P31949	16675.32994323141
ENSG00000163399	ATP1A1	P05023	2232.767366628056
ENSG00000163558	PRKCI	P41743	37.94211666188193
ENSG00000163682	RPL9	P32969	4559.730766979202
ENSG00000163703	CRELD1	Q96HD1	3.5073422403316687
ENSG00000163932	PRKCD	Q05655	12.103211754174126
ENSG00000164104	HMGB2	P26583	4493.591932139545
ENSG00000164305	CASP3	P42574	41.57532160681977
ENSG00000164885	CDK5	Q00535	91.02114260040892
ENSG00000165119	HNRNPK	P61978,P61978-2,P61978-3	10232.055950613914
ENSG00000165140	FBP1	P09467	46.52902020430463
ENSG00000165280	VCP	P55072	4538.69606111611
ENSG00000165732	DDX21	Q9NR30	532.8979519069743
ENSG00000165806	CASP7	P55210	20.43525743176168
ENSG00000166197	NOLC1	Q14978-2,Q14978-3	204.7415341528705
ENSG00000166226	CCT2	P78371	3634.512264439291
ENSG00000166333	ILK	Q13418	373.39732976720853
ENSG00000166501	PRKCB	P05771	46.915942144567715
ENSG00000166598	HSP90B1	P14625	7737.205232452774
ENSG00000166710	B2M	P61769	3241.0705140261252
ENSG00000166747	AP1G1	O43747	79.25337190551977
ENSG00000166794	PPIB	P23284	4094.603879617875
ENSG00000166851	PLK1	P53350	12.212017799911926
ENSG00000166913	YWHAB	P31946-2	11450.554072560783
ENSG00000166949	SMAD3	P84022	194.30466370574482
ENSG00000167004	PDIA3	P30101	5065.377158810066
ENSG00000167005	NUDT21	O43809	1008.4347887786732
ENSG00000167088	SNRPD1	P62314	1714.857880442527
ENSG00000167508	MVD	P53602	45.09900533212405
ENSG00000167526	RPL13	P26373	4259.508011459679
ENSG00000167552	TUBA1A	Q71U36	84573.00397964398
ENSG00000167553	TUBA1C	Q9BQE3	82886.58010789024
ENSG00000167658	EEF2	P13639	10592.84214059783
ENSG00000167815	PRDX2	P32119	7773.226247451417
ENSG00000167986	DDB1	Q16531	696.0924745439763
ENSG00000168439	STIP1	P31948	3011.6243207285843
ENSG00000168496	FEN1	P39748	740.317547772019
ENSG00000168610	STAT3	P40763,P40763-2	167.9039331818393
ENSG00000169047	IRS1	P35568	19.058475537260406
ENSG00000169139	UBE2V2	Q15819	3086.0002339521507
ENSG00000169375	SIN3A	Q96ST3	8.360403558138366
ENSG00000169398	PTK2	Q05397-5	75.03996596021061
ENSG00000169504	CLIC4	Q9Y696	3726.4423283923625
ENSG00000169564	PCBP1	Q15365	7750.478658067017
ENSG00000169710	FASN	P49327	1279.6206551060513
ENSG00000169813	HNRNPF	P52597	2981.888123887895
ENSG00000169976	SF3B5	Q9BWJ5	672.1060965233038
ENSG00000170027	YWHAG	P61981	6613.047792994925
ENSG00000170144	HNRNPA3	P51991	5068.625526027952
ENSG00000170312	CDK1	P06493	1423.1717661354924
ENSG00000170445	HARS	P12081	442.9825788831233
ENSG00000170515	PA2G4	Q9UQ80	3107.24246507178
ENSG00000170759	KIF5B	P33176	585.4001950248601
ENSG00000170776	AKAP13	Q12802-4	1.0579567689890799
ENSG00000171314	PGAM1	P18669	15896.488116803634
ENSG00000171403	KRT9	P35527	706.3951255963191
ENSG00000171497	PPID	Q08752	314.6389885389377
ENSG00000171720	HDAC3	O15379	36.892530054008304
ENSG00000171867	PRNP	P04156-2	341.2210523180741
ENSG00000172062	SMN1	Q16637	130.59424500661606
ENSG00000172531	PPP1CA	P62136,P62136-2	2623.245510720759
ENSG00000172534	HCFC1	P51610	239.5688181930388
ENSG00000172757	CFL1	P23528	44258.814153982064
ENSG00000173473	SMARCC1	Q92922	44.090984355439225
ENSG00000174243	DDX23	Q9BUQ8	43.34312860958255
ENSG00000174444	RPL4	P36578	5401.353105641723
ENSG00000174775	HRAS	P01112	298.9472738609477
ENSG00000175220	ARHGAP1	Q07960	471.104248181413
ENSG00000175324	LSM1	O15116	24.87581813873656
ENSG00000175387	SMAD2	Q15796-2	174.31321561585594
ENSG00000175793	SFN	P31947	5277.0312035068
ENSG00000175866	BAIAP2	Q9UQB8-2,Q9UQB8-4	47.13794388051615
ENSG00000175895	PLEKHF2	Q9H8W4	10.126589444432414
ENSG00000177479	ARIH2	O95376	11.177140355448643
ENSG00000177600	RPLP2	P05387	23786.308685268057
ENSG00000177606	JUN	P05412	44.46251991891073
ENSG00000177688	SUMO4	Q6EEV6	2727.1702187590045
ENSG00000177885	GRB2	P62993	187.9603652582619
ENSG00000177889	UBE2N	P61088	2173.247244601037
ENSG00000178035	IMPDH2	P12268	3904.008582635288
ENSG00000178950	GAK	O14976	1.1890403748760079
ENSG00000179151	EDC3	Q96F86	28.278824393428643
ENSG00000179218	CALR	P27797	11484.156572207787
ENSG00000179295	PTPN11	Q06124,Q06124-2	181.97356175760711
ENSG00000179950	PUF60	Q9UHX1-2	667.1725542209424
ENSG00000180370	PAK2	Q13177	1410.573328308495
ENSG00000180817	PPA1	Q15181	2441.694283445756
ENSG00000181222	POLR2A	P24928	30.620745473447432
ENSG00000182004	SNRPE	P62304	1269.8793454591555
ENSG00000182718	ANXA2	P07355	35730.405210617355
ENSG00000182866	LCK	P06239	6.69872677195853
ENSG00000183431	SF3A3	Q12874	316.3570566069406
ENSG00000183570	PCBP3	P57721,P57721-4	4022.4799298590588
ENSG00000183785	TUBA8	Q9NY65	28000.504862081336
ENSG00000184117	NIPSNAP1	Q9BPW8	17.003717319092196
ENSG00000184897	H1FX	Q92522	311.4857379768596
ENSG00000185825	BCAP31	P51572	1569.1810880892308
ENSG00000186575	NF2	P35240,P35240-6	813.6503046101998
ENSG00000189091	SF3B3	Q15393	708.2486802710447
ENSG00000196154	S100A4	P26447	11932.196087044435
ENSG00000196230	TUBB	P07437	169383.9079721667
ENSG00000196396	PTPN1	P18031	560.9291721775753
ENSG00000196504	PRPF40A	O75400,O75400-3	120.04675100655771
ENSG00000196591	HDAC2	Q92769	294.65620154875535
ENSG00000196781	TLE1	Q04724	32.678356461418886
ENSG00000196914	ARHGEF12	Q9NZN5-2	8.800174050537914
ENSG00000196924	FLNA	P21333-2	6628.051348296796
ENSG00000196935	SRGAP1	Q7Z6B7	3.8329191850404793
ENSG00000197111	PCBP2	Q15366,Q15366-2,Q15366-3,Q15366-5	8995.074657852269
ENSG00000197122	SRC	P12931	15.571021849348522
ENSG00000197321	SVIL	O95425,O95425-2	14.237905611805434
ENSG00000197451	HNRNPAB	Q99729-3	2555.3664031258686
ENSG00000197694	SPTAN1	Q13813,Q13813-2,Q13813-3	783.4458527217188
ENSG00000197728	RPS26	P62854	3472.5666251044017
ENSG00000197747	S100A10	P60903	28914.148727716878
ENSG00000197958	RPL12	P30050	7086.517300994896
ENSG00000198033	TUBA3C	Q13748	58594.09268488189
ENSG00000198034	RPS4X	P62701	5734.533844800344
ENSG00000198755	RPL10A	P62906	5226.360285515204
ENSG00000198898	CAPZA2	P47755	1394.6624353887407
ENSG00000198900	TOP1	P11387	470.7261321322731
ENSG00000198959	TGM2	P21980	3442.4187213673404
ENSG00000203879	GDI1	P31150	2194.2146644946474
ENSG00000204673	AKT1S1	Q96B36	207.341595002397
ENSG00000205542	TMSB4X	P62328	9246.253663112686
ENSG00000205571	SMN2	Q16637	130.59424500661606
ENSG00000213341	CHUK	O15111	5.218629932884591
ENSG00000213585	VDAC1	P21796	6045.798077540646
ENSG00000213719	CLIC1	O00299	26280.97528793783
ENSG00000215301	DDX3X	O00571	1514.8077987469194
ENSG00000233927	RPS28	P62857	7410.31154733642
ENSG00000239672	NME1	P15531	14768.474051238785
ENSG00000240972	MIF	P14174	67978.63794792848
ENSG00000242372	EIF6	P56537	10295.331594331603
ENSG00000244687	UBE2V1	Q13404-1	3471.3893682477838
ENSG00000253729	PRKDC	P78527	437.216668420702
ENSG00000254772	EEF1G	P26641	7225.096996085069
ENSG00000258947	TUBB3	Q13509	98787.30024615745
ENSG00000263001	GTF2I	P78347-2,P78347-4	155.17835633175878
ENSG00000265681	RPL17	P18621	4375.695249294689
ENSG00000272325	NUDT3	O95989	131.20828032139553
ENSG00000273749	CYFIP1	Q7L576	121.16297146253265
ENSG00000277586	NEFL	P07196	1450.246945388028
