ID	Average Intensity	UniProt ID	Description	Gene_Symbol	Genes: Entrez ID	MCF10A.mean	MCF10A_1_FPKM	MCF10A_1_Read_Count	MCF10A_2_FPKM	MCF10A_2_Read_Count	MCF10A_3_FPKM	MCF10A_3_Read_Count	MCF10A_4_FPKM	MCF10A_4_Read_Count	MDA_MB.231.MCF10A.baseMean	MDA_MB.231.MCF10A.bh.pval	MDA_MB.231.MCF10A.fc	MDA_MB.231.MCF10A.lfcSE	MDA_MB.231.MCF10A.raw.pval	MDA_MB.231.MCF10A.stat	MDA_MB.231.mean	MDA_MB.231_1_FPKM	MDA_MB.231_1_Read_Count	MDA_MB.231_2_FPKM	MDA_MB.231_2_Read_Count	MDA_MB.231_3_FPKM	MDA_MB.231_3_Read_Count	MDA_MB.231_4_FPKM	MDA_MB.231_4_Read_Count	N_MCF10A_1	N_MCF10A_2	N_MCF10A_3	N_MCF10A_4	N_MDA_MB.231_1	N_MDA_MB.231_2	N_MDA_MB.231_3	N_MDA_MB.231_4	Transcript_ID	abs_zscore	sd_mcf10a	zscore	Gene symbol ID
ENSG00000002330	23.39320402529428	Q92934	BCL2 associated agonist of cell death	BAD	572	8.455443257	25.236366	318	20.465826	396	21.944093	370	20.182502	303	396.778312	0.024401279	1.261513584	0.133414481	0.012000176	2.512139153	8.789626209	33.14713	421	26.098795	325	33.259132	549	29.389442	550	8.60105215	8.50234242	8.51568734	8.47967983	8.80542338	8.60939142	8.79671993	8.65049409	NM_004322,NM_032989	6.301393421	0.053033183	6.301393421	BAD
ENSG00000002549	1258.140902362224	P28838-2	leucine aminopeptidase 3	LAP3	51056	9.187914385	19.621635	460	19.032351	722	18.629587	564	19.244993	572	888.3993872	4.36E-10	2.046753231	0.157242177	4.98E-11	6.571628512	10.22106927	38.611389	876	52.360233	1118	39.459877	1179	53.920574	1860	9.37675181	9.46499936	9.33655358	9.4703925	9.87980208	10.12285858	9.89852682	10.15227149	NM_015907	15.60314463	0.06621453	15.60314463	LAP3
ENSG00000002587	NaN		heparan sulfate-glucosamine 3-sulfotransferase 1	HS3ST1	9957	4.010301907	0.687385	16	0.355589	13	0.722057	21	0.452367	13	34.36990462	5.84E-8	3.31499874	0.300633337	8.86E-9	5.751219541	5.717680495	1.940012	42	1.883697	38	2.186539	62	2.56303	83	4.65932738	4.37898361	4.66392106	4.49806027	5.26983148	5.21499368	5.36146918	5.45806106	NM_005114	12.40025175	0.137689026	12.40025175	HS3ST1
ENSG00000002822	28.625927523946395	Q9Y6D9	MAD1 mitotic arrest deficient like 1	MAD1L1	8379	7.802598254	5.831339	144	6.861908	314	5.929342	190	6.376576	247	372.8619479	1.21E-8	2.33682816	0.203111449	1.65E-9	6.028964186	9.029180156	29.369653	496	22.031785	410	26.962052	610	21.481095	654	7.89612482	8.22965146	7.91084214	8.22946553	8.87778186	8.73164954	8.81579571	8.72316386	NM_001013836,NM_001013837,NM_001304523,NM_001304524,NM_001304525,NM_003550	6.512062405	0.188355367	6.512062405	MAD1L1
ENSG00000002834	6600.210878042417	Q14847	LIM and SH3 protein 1	LASP1	3927	12.54009463	103.728077	4746	88.764603	6582	99.029343	5859	108.864082	6325	7868.419153	0.002657038	1.642237879	0.217504299	0.001000664	3.290340102	13.25576275	184.561526	8192	237.933914	9934	124.910946	7317	227.014783	15198	12.65419539	12.64419866	12.61814427	12.80990693	13.08658002	13.28579004	12.75118394	13.23839141	NM_001271608,NM_006148,NR_073384	8.238384276	0.086869961	8.238384276	LASP1
ENSG00000002919	NaN		sorting nexin 11	SNX11	29916	7.159600205	3.058135	85	5.50586	233	1.880235	89	4.219392	169	171.4969213	0.188230662	1.398184487	0.316551816	0.12661959	1.527568975	7.644005606	5.067055	141	7.0702	182	6.203233	224	7.400147	298	7.00245317	7.52885053	6.85317403	7.46004839	7.36082435	7.59664343	7.51566288	7.61127174	NM_001330320,NM_013323,NM_152244	1.450495025	0.333958678	1.450495025	SNX11
ENSG00000003056	77.91735302818623	P20645	cation dependent,mannose-6-phosphate receptor	M6PR	4074	10.12458624	30.872471	884	30.009079	1377	30.634134	1125	29.092108	1056	1318.444679	6.06E-7	1.361710441	0.083812682	1.07E-7	5.314469672	10.57035824	46.164173	1276	50.232243	1303	45.796138	1666	50.248612	2119	10.18373101	10.26924269	10.17240975	10.24761763	10.45976778	10.50206706	10.45188652	10.51009086	NM_001207024,NM_002355	9.393802119	0.047453842	9.393802119	M6PR
ENSG00000003402	NaN		CASP8 and FADD like apoptosis regulator	CFLAR	8837	10.06708613	14.677625	471	9.922478	1280	13.333345	1624	9.127848	1002	1065.321329	0.970501407	-1.01428226	0.33468782	0.951256337	-0.061129172	10.04698976	31.604511	1144	33.090552	597	30.492147	1453	20.647604	1222	9.53000262	10.06513205	10.3498672	10.06039299	10.22886085	9.70446758	10.19644253	9.89896745	NM_001127183,NM_001127184,NM_001202515,NM_001202516,NM_001202517,NM_001202518,NM_001202519,NM_001308042,NM_001308043,NM_001351590,NM_001351591,NM_001351592,NM_001351593,NM_001351594,NM_003879,NR_147241,NR_147242,NR_147243,NR_147244,NR_147245,NR_147246,NR_147247,NR_147248,NR_147249,NR_147250,NR_147251,NR_147252,NR_147253,NR_147255	0.058736646	0.342143642	-0.058736646	CFLAR
ENSG00000003756	7.851500436897925	P52756	RNA binding motif protein 5	RBM5	10181	10.46847926	43.566784	1521	22.148264	1252	39.921834	1788	22.329918	981	1106.766749	5.38487E-4	-1.778225372	0.220776301	1.68934E-4	-3.761446228	9.637848747	21.771633	733	20.253948	645	20.29237	904	20.069258	1033	10.53716846	10.06195791	10.45177089	10.05807334	9.86466671	9.78353395	9.81067506	9.77829535	NM_005778,NR_036627	3.279904435	0.253248389	-3.279904435	RBM5
ENSG00000004399	NaN		plexin D1	PLXND1	23129	7.408728639	2.160798	169	1.384507	175	2.178388	219	1.100529	109	716.3143326	9.48E-8	7.431594612	0.510865281	1.48E-8	5.664256147	10.30230384	22.731937	1714	5.31907	378	23.31711	2314	6.643801	762	8.19664651	7.98645032	8.19832322	7.84137482	10.21190232	8.81655282	10.23713257	9.01003575	NM_015103	16.61967233	0.17410543	16.61967233	PLXND1
ENSG00000004455	1319.5525042816805	P54819	adenylate kinase 2	AK2	204	10.76489897	30.449872	1155	45.988805	2803	17.755273	843	45.293999	2155	2272.831562	0.075386315	1.612342256	0.341732002	0.043730774	2.016662226	11.4541091	57.835738	2260	68.648372	2515	65.733584	3103	64.575876	3845	10.71292007	11.16834081	10.29137353	11.14785394	11.24233357	11.36256813	11.27885259	11.3153882	NM_001199199,NM_001319139,NM_001319140,NM_001319141,NM_001319142,NM_001319143,NM_001625,NM_013411,NR_134976	1.656493896	0.416065602	1.656493896	AK2
ENSG00000004478	1395.2054514012461	Q02790	FK506 binding protein 4	FKBP4	2288	9.508480944	11.302622	472	15.611815	1054	11.780232	635	14.489145	767	1391.357129	2.38E-5	2.820233574	0.32944636	5.62E-6	4.540389069	11.00447882	28.605009	1156	60.592987	2304	28.217644	1502	61.314045	3768	9.64141756	9.99920268	9.67159831	9.93623169	10.32853926	10.9845637	10.31641822	10.99895173	NM_002014	8.223190671	0.18192426	8.223190671	FKBP4
ENSG00000004534	1.9497129382072147	P78332	RNA binding motif protein 6	RBM6	10180	9.574111216	16.167492	617	11.662865	883	16.280986	842	11.90436	688	832.4924951	0.243753468	1.184462634	0.178662619	0.171623749	1.367004966	9.818166502	14.499099	628	21.812391	895	21.628272	839	28.916818	1444	9.60294267	9.61892594	9.64981218	9.61047584	9.58467449	9.91294927	9.59610782	9.91421066	NM_001167582,NM_001349190,NM_001349191,NM_001349192,NM_001349193,NM_001349194,NM_005777,NR_146071	11.8597449	0.02057846	11.8597449	RBM6
ENSG00000004700	70.69351028418791	P46063	RecQ like helicase	RECQL	5965	10.3337811	21.306105	889	24.566618	1652	21.891123	1162	27.483206	1439	1012.555913	0.002634756	-1.75631849	0.246755747	9.91419E-4	-3.292950609	9.520721177	12.20472	499	18.35008	684	11.789534	634	21.566185	1323	10.00650706	10.25483353	10.01768336	10.34686772	9.50087719	9.77471181	9.47264534	9.92799014	NM_002907,NM_032941	4.75597564	0.170955443	-4.75597564	RECQL
ENSG00000004779	430.4028432054409	O14561	NADH:ubiquinone oxidoreductase subunit AB1	NDUFAB1	4706	8.105507264	28.514206	213	28.5175	344	30.065552	289	26.790918	253	362.6176638	0.023039364	1.63302926	0.279125107	0.011248356	2.534887129	8.813178145	36.86116	266	74.121567	503	36.307388	345	71.912041	788	8.19439693	8.30612768	8.23376212	8.25159536	8.34099948	8.91757173	8.3279124	8.89263087	NM_005003	15.2520909	0.046398286	15.2520909	NDUFAB1
ENSG00000004799	NaN		pyruvate dehydrogenase kinase 4	PDK4	5166	6.74060903	3.206129	133	0.4473	30	4.131659	221	0.576809	31	130.0413938	0.552506402	1.432496039	0.705082161	0.462084067	0.735419471	7.258767649	5.021015	201	1.545451	59	4.998576	263	1.678968	103	7.07400312	5.79768592	7.29855273	5.95026302	7.40676958	6.41965176	7.40204667	6.47517412	NM_002612	0.676692686	0.76572221	0.676692686	PDK4
ENSG00000004864	96.62332151385172	Q9UJS0	solute carrier family 25 member 13	SLC25A13	10165	7.826011562	2.697366	97	5.859188	339	3.127119	144	7.333267	332	491.9809503	1.3E-5	3.334835064	0.371613011	2.93E-6	4.675873443	9.564237854	16.715534	576	21.17395	684	17.655107	801	21.447992	1125	7.76724454	8.40579964	7.85220058	8.58200556	9.1119698	9.29593269	9.16154813	9.31576235	NM_001160210,NM_014251,NR_027662	4.313179626	0.403003455	4.313179626	SLC25A13
ENSG00000004866	NaN		suppression of tumorigenicity 7	ST7	7982	7.802330126	6.11853	176	5.415048	272	5.51587	221	6.031718	218	297.7442882	1.22E-9	1.664250355	0.114690939	1.48E-10	6.407415293	8.54019545	13.302168	322	12.984721	330	12.012408	418	12.123633	474	7.93015059	8.0053789	7.90831797	8.02012777	8.39642815	8.44211106	8.38378202	8.34262211	NM_018412,NM_021908	13.40251448	0.055054246	13.40251448	ST7
ENSG00000004897	37.92796262236561	P30260	cell division cycle 27	CDC27	996	11.07492379	22.890418	1487	26.286319	2759	22.116792	1864	29.989554	2473	2817.170162	0.001309465	1.611937839	0.196510662	4.56378E-4	3.505133525	11.76369825	41.386582	2620	53.239149	3152	42.805345	3551	55.889616	5343	11.06938564	11.29644547	11.04638779	11.40636077	11.50823977	11.69663097	11.53290035	11.74238342	NM_001114091,NM_001256,NM_001293089,NM_001293091	3.923446394	0.175553427	3.923446394	CDC27
ENSG00000004975	23.618222940792336	O14641	dishevelled segment polarity protein 2	DVL2	1856	9.346141917	16.355783	550	13.088391	713	17.034824	740	13.498655	576	671.272249	0.424402534	1.063480415	0.09192176	0.33406027	0.965967847	9.434028205	18.222795	594	18.185194	558	19.347103	830	18.425659	913	9.38237398	9.31548106	9.41781499	9.33722771	9.41404689	9.38463088	9.46423581	9.39753701	NM_004422	1.917517489	0.04583337	1.917517489	DVL2
ENSG00000005075	95.12145580635784	P52435	RNA polymerase II subunit J	POLR2J	5439	8.696469885	30.282492	330	28.561892	503	31.313198	441	27.375704	378	472.0345666	0.036358664	1.274978053	0.149375829	0.018963596	2.346245811	9.047702669	38.765095	409	51.755177	514	35.975792	500	49.274044	790	8.73733465	8.80492509	8.76586687	8.76672101	8.88265202	9.10389767	8.81976056	9.06259429	NM_006234	12.66307569	0.027736767	12.66307569	POLR2J
ENSG00000005156	6.0671431526571755	P49916	DNA ligase 3	LIG3	3980	7.826024071	2.593691	108	5.654393	380	2.481137	133	5.638704	297	353.3177796	0.010616579	2.112802205	0.381882434	0.004714947	2.825889895	8.906042938	8.681533	350	12.648655	477	8.062537	427	12.459765	762	7.64159104	8.33998361	7.60798094	8.33404243	8.52583771	8.82741209	8.45941096	8.82026583	NM_002311,NM_013975	2.624969867	0.411440482	2.624969867	LIG3
ENSG00000005339	2.526479531347272	Q92793	CREB binding protein	CREBBP	1387	10.66475877	14.042294	1597	8.879969	1634	13.122466	1927	8.541827	1232	1457.524964	0.163090244	-1.256685468	0.2046045	0.107173589	-1.611028142	10.33505474	11.941867	1316	8.54278	885	11.593917	1681	8.823029	1478	10.7463486	10.47008504	10.68657144	10.43364564	10.54136875	10.23342861	10.51466271	10.2621034	NM_001079846,NM_004380	2.121450872	0.155414407	-2.121450872	CREBBP
ENSG00000005448	NaN		WD repeat domain 54	WDR54	84058	7.285392176	6.494396	86	10.921228	229	9.972256	168	9.166412	151	206.7829591	0.001944644	1.645132704	0.212022865	7.05612E-4	3.387389198	8.008803977	19.952707	242	16.780437	197	17.642304	292	18.057092	345	7.14556171	7.63174213	7.45131347	7.48959185	7.9316479	7.77886716	7.85593459	7.85042045	NM_001320823,NM_001320824,NM_001320825,NM_032118	3.535368306	0.20462134	3.535368306	WDR54
ENSG00000005810	0.7059627640047923	O75592-2	E3 ubiquitin protein ligase,MYC binding protein 2	MYCBP2	23077	9.190629304	3.319896	557	2.158235	586	3.315909	718	2.087264	444	642.3822759	0.193812915	1.198984541	0.173311083	0.130876661	1.510653871	9.452114989	4.031471	655	3.498918	535	4.090898	875	3.435087	848	9.36174069	9.12137336	9.36086851	9.090814	9.46748206	9.317457	9.47960411	9.30346732	NM_015057	1.768303692	0.147873743	1.768303692	MYCBP2
ENSG00000005812	NaN		F-box and leucine rich repeat protein 3	FBXL3	26224	10.49497569	29.705252	1176	25.749226	1649	31.062368	1588	26.227346	1317	1074.39065	1.39E-40	-2.044180857	0.075611991	2.24E-42	-13.64231826	9.462831814	15.275815	586	16.270288	587	16.744154	846	16.031456	935	10.28495861	10.28402274	10.32589848	10.29700379	9.6632189	9.68658191	9.73568696	9.67701045	NM_012158	52.83776331	0.019534208	-52.83776331	FBXL3
ENSG00000005882	NaN		pyruvate dehydrogenase kinase 2	PDK2	5164	8.510347626	15.502612	446	7.406223	259	14.096353	529	5.946833	183	339.4313609	0.688706737	-1.160208229	0.417818034	0.607879156	-0.513103168	8.295622106	17.546815	364	6.29437	170	13.559918	460	9.465154	303	8.77424857	8.02751109	8.69865485	7.94538689	8.55780388	7.95659933	8.52161467	8.03288124	NM_001199898,NM_001199899,NM_001199900,NM_002611	0.493162328	0.435405358	-0.493162328	PDK2
ENSG00000005884	1155.0052527360679	P26006	integrin subunit alpha 3	ITGA3	3675	14.18990107	195.547043	10977	320.196655	29091	184.277252	13359	306.727325	21837	17004.55148	0.448691931	-1.219917349	0.312027869	0.358045629	-0.919095487	13.9031392	300.679626	16353	199.953888	10230	292.267883	20927	188.806122	15615	13.8258581	14.37075076	13.77899072	14.32938098	14.12918942	13.76034175	14.10378553	13.71819312	NM_002204	0.904014769	0.317209276	-0.904014769	ITGA3
ENSG00000005889	NaN		X-linked,zinc finger protein	ZFX	7543	9.965733795	10.404884	889	7.682837	1066	10.333277	1112	8.34002	881	970.6753737	0.575836761	-1.061950186	0.124880204	0.48743501	-0.694394232	9.878642195	10.728805	896	8.846417	698	10.650802	1155	9.557321	1174	10.00862456	9.87408866	9.98184176	9.91535888	9.98128921	9.79425765	9.96249398	9.82956529	NM_001178084,NM_001178085,NM_001178086,NM_001178095,NM_001330327,NM_003410	1.418271206	0.061406873	-1.418271206	ZFX
ENSG00000005893	NaN		lysosomal associated membrane protein 2	LAMP2	3920	11.54677265	39.634887	2317	37.677377	3480	41.497346	3141	42.320819	2945	3307.243702	0.100560081	1.210866497	0.147318236	0.060962769	1.87376539	11.82286556	63.098147	3545	50.992703	2546	71.380633	4675	52.726191	4318	11.54630871	11.60288598	11.58755556	11.66440977	11.87852687	11.61555088	11.87930468	11.65897218	NM_001122606,NM_002294,NM_013995	5.637982624	0.04897016	5.637982624	LAMP2
ENSG00000006025	NaN		oxysterol binding protein like 7	OSBPL7	114881	7.169934904	3.553552	145	1.734342	115	3.884495	205	1.923837	100	92.14667667	4.46E-7	-3.548940855	0.340015576	7.68E-8	-5.374425942	5.332434581	0.490996	20	1.016658	38	0.878386	46	1.160101	70	6.96435309	6.47380484	7.04964313	6.55516531	5.50269354	5.89446875	5.81630631	5.98072966	NM_145798	6.371457782	0.28839559	-6.371457782	OSBPL7
ENSG00000006125	826.1804635195991	P63010	adaptor related protein complex 2 beta 1 subunit	AP2B1	163	12.37589247	63.820446	4083	64.787472	6723	63.225252	5219	63.603567	5153	6293.590391	5.04E-6	1.368097708	0.092603378	1.05E-6	4.88288094	12.82814421	99.773052	6185	102.984158	6008	102.06588	8323	105.440486	9943	12.40891643	12.54208357	12.40109205	12.51962614	12.72866696	12.7276129	12.74719049	12.75105895	NM_001030006,NM_001282	6.169397963	0.073305652	6.169397963	AP2B1
ENSG00000006194	NaN		zinc finger protein 263	ZNF263	10127	8.704582459	9.535097	350	8.382456	497	8.545845	405	8.599279	400	369.3613036	0.004855141	-1.298386114	0.121676032	0.001960934	-3.096086139	8.328793095	8.234875	293	7.70768	258	8.471335	396	7.183277	388	8.63884138	8.64876978	8.5465661	8.66764308	8.45638335	8.37572869	8.47727069	8.32047565	NM_005741	6.967802712	0.053932262	-6.967802712	ZNF263
ENSG00000006282	NaN		spermatogenesis associated 20	SPATA20	64847	9.142823835	18.548171	568	11.487945	571	16.872617	662	10.882559	422	520.7678209	0.443867439	-1.187027889	0.266230818	0.352839643	-0.929095411	8.89559001	17.836932	522	10.924149	304	17.444489	678	10.02489	454	9.25042236	8.96247126	9.16111406	8.91000655	9.14164584	8.71602484	9.12930952	8.65571071	NM_001258372,NM_001258373,NM_022827	1.533177815	0.161255806	-1.533177815	SPATA20
ENSG00000006327	26.603845194820167	Q9NP84	TNF receptor superfamily member 12A	TNFRSF12A	51330	11.01611313	87.621552	1009	187.054642	3484	85.79467	1275	179.502365	2620	1917.171675	0.589483721	-1.1746199	0.345384158	0.501407076	-0.672277461	10.78409618	134.961746	1505	153.98465	1615	123.822723	1818	140.753891	2386	10.51555097	11.26843095	10.49992243	11.22892093	10.80187714	10.88529387	10.72968207	10.81154041	NM_016639	0.541927272	0.428133003	-0.541927272	TNFRSF12A
ENSG00000006432	NaN		mitogen-activated protein kinase kinase kinase 9	MAP3K9	4293	7.622519116	0.901306	113	1.462389	295	0.935498	152	1.466731	233	236.6278783	0.099483008	1.400327129	0.258442317	0.060164875	1.879583415	8.109527392	1.861121	226	2.060119	234	1.892236	302	2.16834	399	7.43984329	7.92858935	7.46916167	7.93134364	7.95637802	8.00955372	7.96851005	8.05869216	NM_001284230,NM_001284231,NM_001284232,NM_033141	1.772406129	0.274772394	1.772406129	MAP3K9
ENSG00000006451	249.4118561707515	P11233	RAS like proto-oncogene A	RALA	5898	9.509924145	16.505211	518	19.418819	985	15.660201	634	19.480013	774	805.6227266	0.212953902	1.209973408	0.189355771	0.146456439	1.452162457	9.784913033	21.826857	663	28.100712	803	22.227474	889	29.608509	1367	9.43768841	9.69105892	9.39485503	9.68958574	9.60914849	9.79780796	9.62390852	9.84627727	NM_005402	1.727450604	0.1591877	1.727450604	RALA
ENSG00000006468	NaN		ETS variant 1	ETV1	2115	9.575882379	13.935111	1059	4.833192	575	8.579928	839	4.647763	448	744.6929572	0.884355788	-1.050792822	0.350019051	0.838187477	-0.204212457	9.504231901	11.737722	832	8.652534	596	7.129623	681	7.904526	842	9.99808915	9.17970485	9.56215638	9.171915	9.74341462	9.47771309	9.33542775	9.36736077	NM_001163147,NM_001163148,NM_001163149,NM_001163150,NM_001163151,NM_001163152,NM_004956,NR_120445	0.182930493	0.391681435	-0.182930493	ETV1
ENSG00000006534	80.77997974397923	P43353	aldehyde dehydrogenase 3 family member B1	ALDH3B1	221	10.10494961	30.151281	973	19.960408	998	45.227387	1885	14.016938	550	840.9492889	0.088346338	-1.897010251	0.476189192	0.052399997	-1.939832928	9.181477268	25.111816	778	8.494558	248	23.565451	931	8.876678	405	9.94069158	9.66107825	10.32114653	9.36007406	9.70521093	8.82398535	9.62144182	8.83154706	NM_000694,NM_001030010,NM_001161473,NM_001290058,NM_001290059	2.256401925	0.409267663	-2.256401925	ALDH3B1
ENSG00000006607	NaN		ARH/RhoGEF and pleckstrin domain protein 2,FERM	FARP2	9855	7.549415072	2.576642	116	3.676652	267	2.710302	158	5.66523	211	202.7838361	0.526134712	1.163686013	0.280176411	0.43504591	0.780586202	7.769776159	3.634423	160	5.693229	232	3.101592	176	5.153314	343	7.35750004	7.75409203	7.39799477	7.75722011	7.57839661	7.91386287	7.43462772	7.84017145	NM_001282983,NM_001282984,NM_014808	1.007066602	0.21881481	1.007066602	FARP2
ENSG00000006634	NaN		DBF4 zinc finger	DBF4	10926	7.800403549	2.98202	130	4.445398	313	3.045257	169	5.057113	280	586.3659796	1.38E-6	4.260087263	0.405937417	2.59E-7	5.150752053	9.891493112	11.074617	468	27.913763	1090	11.465706	635	29.366772	1877	8.02710669	8.40727025	8.02991087	8.50641412	8.98106415	9.78916137	9.00680688	9.85470448	NM_001318060,NM_001318061,NM_001318062,NM_006716	8.344617298	0.250591428	8.344617298	DBF4
ENSG00000006695	NaN		COX10,heme A:farnesyltransferase cytochrome c oxidase assembly factor	COX10	1352	7.401287789	3.458302	116	3.778389	205	3.799844	165	4.383339	187	278.3775897	3.93E-13	2.291160308	0.157541271	3.15E-14	7.592159181	8.598824228	9.761306	317	11.416821	349	9.60062	410	11.021539	544	7.54180589	7.71116832	7.61143502	7.82647935	8.3187724	8.42893655	8.30286112	8.40004128	NM_001303	9.669448595	0.123847438	9.669448595	COX10
