ID	Gene description	Gene_Symbol	Site model ID	Yes density per 1000bp	No density per 1000bp	Yes-No ratio	Model cutoff	P-value
ENSG00000175592	FOS-like antigen 1	FOSL1	V$AP1_01,V$AP1_Q4_01,V$AP1_Q6_01,V$FOSL1_02,V$FOSL1_03,V$FOSL1_05,V$FOSL1_09,V$FOSL1_11,V$FRA1_Q5,V$FRA1_Q6,V$FRA1_Q6_01,V$JUNFRA1_01	0.27514064697609	0.11983553951062977	4.986478280700807	0.9551666666666668	4.947216019917918E-4
ENSG00000176679	TGFB-induced factor homeobox 2-like, Y-linked	TGIF2LY	V$TGIF2LY_01,V$TGIF2LY_02	0.7120253164556962	0.37906137184115524	1.8674333182640146	0.7968999999999999	1.1713809010943658E-4
ENSG00000177888	zinc finger and BTB domain containing 41	ZBTB41	V$ZBTB41_02	1.1128691983122363	0.6859205776173285	1.6224461470131024	0.8104	1.4154556323034268E-5
ENSG00000179588	zinc finger protein, FOG family member 1	ZFPM1	V$ZFPM1_01	0.35864978902953587	0.17448856799037304	2.0554343081623747	0.837	5.433494772687263E-4
ENSG00000179627	zinc finger and BTB domain containing 42	ZBTB42	V$ZBTB42_01,V$ZBTB42_02	1.184071729957806	0.848375451263538	1.727895761555356	0.8576	3.5043912844755687E-4
ENSG00000183072	NK2 homeobox 5	NKX2-5	V$NKX25_08,V$TBX5CSX_Q5	9.527953586497892	8.691335740072201	3.4676027658622597	0.90675	4.8478360152121746E-4
ENSG00000183734	achaete-scute complex homolog 2 (Drosophila)	ASCL2	V$ASCL2_07,V$ASCL2_08,V$ASCL2_09,V$ASCL2_10	0.7410337552742616	0.42117930204572807	1.769928403418461	0.962125	5.913798124944847E-5
ENSG00000185219	zinc finger protein 445	ZNF445	V$ZNF445_03	0.6065400843881857	0.35499398315282793	1.7085925767002792	0.8889	4.1478536731006234E-4
ENSG00000187607	Zinc finger protein 286A 	ZNF286A	V$ZNF286_03	0.45358649789029537	0.2226233453670277	2.0374615121450566	0.8499	1.2478760504266293E-4
ENSG00000196458	zinc finger protein 605	ZNF605	V$ZNF605_04	0.8491561181434599	0.5054151624548736	1.6801160337552743	0.7946	5.380040106038165E-5
ENSG00000277462			V$ZNF670_02	0.6118143459915611	0.34296028880866425	1.7839218298911836	0.7026	1.6327074680793437E-4
