ID	Gene symbol ID	Gene_ID	Transcript_ID	Description	MDA_MB-231_MCF10A.fc	MDA_MB-231_MCF10A.baseMean	MDA_MB-231_MCF10A.lfcSE	MDA_MB-231_MCF10A.stat	MDA_MB-231_MCF10A.raw.pval	MDA_MB-231_MCF10A.bh.pval	MDA_MB-231.mean	MCF10A.mean
ENSG00000004478	FKBP4	2288	NM_002014	FK506 binding protein 4	2.82023357391265	1391.35712936765	0.329446360237594	4.5403890685144	5.61505158643053E-6	2.37663454437647E-5	11.0044788215665	9.50848094442846
ENSG00000004660	CAMKK1	84254	NM_032294,NM_172206,NM_172207	calcium/calmodulin dependent protein kinase kinase 1	-3.99850287641887	106.661135736531	0.201239529133507	-9.93572154706218	2.91061008993909E-23	7.29423684811306E-22	5.40917390724213	7.41640626372812
ENSG00000004864	SLC25A13	10165	NM_001160210,NM_014251,NR_027662	solute carrier family 25 member 13	3.33483506438653	491.980950348883	0.371613011098712	4.67587344330456	2.92705087543955E-6	1.30272743393572E-5	9.5642378539981	7.8260115623667
ENSG00000004961	HCCS	3052	NM_001122608,NM_001171991,NM_005333	holocytochrome c synthase	2.02550686664364	525.100144499925	0.220598568530667	4.61599992545814	3.91207085211181E-6	1.69830061060581E-5	9.45814243753862	8.43808112715411
ENSG00000005022	SLC25A5	292	NM_001152	solute carrier family 25 member 5	2.10532839010368	4307.00450656661	0.0955118415449204	11.2451531214971	2.44671741946369E-29	8.39699825485384E-28	12.5117199477771	11.4378256119132
ENSG00000005100	DHX33	56919	NM_001199699,NM_020162	DEAH-box helicase 33	2.12586991713208	783.724357971461	0.2209831154803	4.92369436503329	8.49254430703396E-7	4.17032531452323E-6	10.0581101915406	8.9697064730914
ENSG00000005156	LIG3	3980	NM_002311,NM_013975	DNA ligase 3	2.11280220538738	353.317779600907	0.38188243446925	2.82588989470987	0.00471494678909472	0.0106165787459933	8.90604293816113	7.82602407100259
ENSG00000005238	FAM214B	80256	NM_001317991,NM_025182,NR_134455	family with sequence similarity 214 member B	-2.18676610990648	520.875561551179	0.211325748501442	-5.34151152999174	9.21747522071734E-8	5.26987072429259E-7	8.35364553420658	9.48106895389448
ENSG00000005243	COPZ2	51226	NM_016429	coatomer protein complex subunit zeta 2	-2.03004779845639	17.6993713597882	0.46534003963089	-2.19519837057762	0.0281493711148598	0.0513563910401791	3.53276052859035	4.57441550384283
ENSG00000005469	CROT	54677	NM_001143935,NM_001243745,NM_021151	carnitine O-octanoyltransferase	-3.254437857372	159.200714105184	0.359972359468428	-4.72927523970029	2.25322744617178E-6	1.02460894727465E-5	6.22462159063208	7.92848463094307
ENSG00000005483	KMT2E	55904	NM_018682,NM_182931	lysine methyltransferase 2E	-2.31929182560697	1859.33620589632	0.211308832063897	-5.74365182514138	9.26562092100973E-9	6.09242929638506E-8	10.129707686031	11.3433759976536
ENSG00000005812	FBXL3	26224	NM_012158	F-box and leucine rich repeat protein 3	-2.04418085676688	1074.39065021327	0.0756119908001747	-13.6423182612102	2.24314619644572E-42	1.39266689734105E-40	9.46283181375935	10.4949756854418
ENSG00000006025	OSBPL7	114881	NM_145798	oxysterol binding protein like 7	-3.54894085498413	92.1466766747952	0.340015575777893	-5.37442594247785	7.6827051135374E-8	4.4584228124826E-7	5.33243458142222	7.16993490391704
ENSG00000006042	TMEM98	26022	NM_001033504,NM_001301746,NM_015544	transmembrane protein 98	-4.76704746794328	57.7702136164224	0.246696588961916	-9.13306503594754	6.65868377490481E-20	1.32690383933789E-18	4.30341654000913	6.58188466380572
ENSG00000006576	PHTF2	57157	NM_001127357,NM_001127358,NM_001127359,NM_001127360,NM_020432	putative homeodomain transcription factor 2	2.17066159576974	748.124391971469	0.264373735415807	4.22937182787429	2.34344746229275E-5	8.8228232279073E-5	10.0003954491985	8.88254542715736
ENSG00000006625	GGCT	79017	NM_001199815,NM_001199816,NM_001199817,NM_024051,NR_037669	gamma-glutamylcyclotransferase	2.74420964919527	443.943747379944	0.368244655806826	3.95495407802629	7.6549353804685E-5	2.61333867437658E-4	9.3457764912405	7.89008233666409
ENSG00000006634	DBF4	10926	NM_001318060,NM_001318061,NM_001318062,NM_006716	DBF4 zinc finger	4.26008726311537	586.365979631121	0.405937416742089	5.15075205317673	2.59443997345505E-7	1.38224691125645E-6	9.89149311201263	7.80040354908328
ENSG00000006695	COX10	1352	NM_001303	COX10,heme A:farnesyltransferase cytochrome c oxidase assembly factor	2.29116030756811	278.377589662618	0.157541270660828	7.59215918109496	3.1461817539989E-14	3.92637126976328E-13	8.59882422798299	7.40128778925057
ENSG00000006756	ARSD	414	NM_001669,NM_009589	arylsulfatase D	-3.30513018384603	275.131889348253	0.530072704766482	-3.25371799531887	0.00113905292851333	0.00298662965445292	6.99799978168208	8.72260646447062
ENSG00000007968	E2F2	1870	NM_004091	E2F transcription factor 2	3.25682842298621	102.403271374236	0.610316472045398	2.79112197581969	0.00525256737963005	0.0116970926415518	7.2923536722147	5.58655644714259
ENSG00000008056	SYN1	6853	NM_006950,NM_133499	synapsin I	-3.57992777664072	18.5412624512436	0.699126305842948	-2.6317569038841	0.00849446184361432	0.0179615054043907	3.04040401635396	4.85076495720739
ENSG00000008086	CDKL5	6792	NM_001037343,NM_001323289,NM_003159	cyclin dependent kinase like 5	-2.96999931238465	113.915722574058	0.284818343678336	-5.51390959139348	3.50948928791402E-8	2.138054248135E-7	5.84362579622722	7.41282977378403
ENSG00000008300	CELSR3	1951	NM_001407	cadherin EGF LAG seven-pass G-type receptor 3	-5.31986488733088	316.604777327216	0.389360747149811	-6.19320160703515	5.89542421218162E-10	4.57524912949145E-9	6.64766709318936	9.05784298966588
ENSG00000008405	CRY1	1407	NM_004075	cryptochrome circadian clock 1	2.67100042714043	343.525150624978	0.385640208889561	3.67539528818044	2.37481430375011E-4	7.29871411015738E-4	8.96552449065605	7.54797669916915
ENSG00000008441	NFIX	4784	NM_001271043,NM_001271044,NM_002501	nuclear factor I X	-2.92572779891897	2004.75343029524	0.137853013418171	-11.2351229271448	2.74112062460596E-29	9.32962680909274E-28	9.99637638378461	11.5450009407298
ENSG00000008517	IL32	9235	NM_001012631,NM_001012632,NM_001012633,NM_001012634,NM_001012635,NM_001012636,NM_001012718,NM_001308078,NM_004221	interleukin 32	33.7783266279607	214.374265377687	0.703469012740303	7.21854959065082	5.2544975849237E-13	5.82758686371026E-12	8.70238596135009	3.60726571778735
ENSG00000009413	REV3L	5980	NM_001286431,NM_001286432,NM_002912	DNA directed polymerase zeta catalytic subunit,REV3 like	-2.07851876000038	678.274410721321	0.122200405388442	-8.63790726338743	5.7252060296667E-18	1.00191105519167E-16	8.78155768889412	9.8399728700034
ENSG00000009950	MLXIPL	51085	NM_032951,NM_032952,NM_032953,NM_032954,NR_134541	MLX interacting protein like	10.6061685383818	149.045700519212	1.27257351817164	2.67711973045405	0.00742580934048878	0.015958579648937	8.08953811844849	4.68368831238937
ENSG00000010278	CD9	928	NM_001330312,NM_001769	CD9 molecule	3.00857004711181	1346.55166346105	0.307857253865747	5.16173624883069	2.44669856095907E-7	1.30719830622854E-6	10.9809076320017	9.39237676889697
ENSG00000010292	NCAPD2	9918	NM_014865	non-SMC condensin I complex subunit D2	2.32362530352236	2006.57532578598	0.29949470749582	4.06143218925668	4.87725855016214E-5	1.72787632031588E-4	11.4541006760562	10.2378515966735
ENSG00000010318	PHF7	51533	NM_001278221,NM_001321126,NM_001321127,NM_016483	PHD finger protein 7	3.52053121552777	62.7509986854716	0.579008968872452	3.13603628305255	0.00171248015897096	0.00430184719777951	6.61091482209697	4.79490699947258
ENSG00000010322	NISCH	11188	NM_001276293,NM_001276294,NM_007184	nischarin	-2.52040243964331	731.577533549465	0.167275157853595	-7.97281633654966	1.55098588107134E-15	2.18499778342491E-14	8.6987075208813	10.0329469507998
ENSG00000010361	FUZ	80199	NM_001171937,NM_025129,NR_033269	fuzzy planar cell polarity protein	-3.11674151008637	51.7763994615911	0.552558392269233	-2.96808180201137	0.00299664568599248	0.00707366401422185	4.65424256541945	6.29226948902512
ENSG00000010438	PRSS3	5646	NM_001197097,NM_001197098,NM_002771,NM_007343	protease,serine 3	12.4994039349346	80.210940208231	0.373408123677389	9.75818993181147	1.70165118052087E-22	4.09822618622521E-21	7.21431927772182	3.57553794766965
ENSG00000010626	LRRC23	10233	NM_001135217,NM_006992,NM_201650	leucine rich repeat containing 23	-2.84070769961556	40.4444530059557	0.42632969592612	-3.53306467863551	4.10771963758533E-4	0.00118882352125478	4.39692485055043	5.90259779197904
ENSG00000010810	FYN	2534	NM_002037,NM_153047,NM_153048	FYN proto-oncogene,Src family tyrosine kinase	5.641572405908	366.874390101292	0.221002325793614	11.2944391616972	1.39793574629929E-29	4.87895371342592E-28	9.28430674625988	6.78427387637685
ENSG00000011028	MRC2	9902	NM_006039	mannose receptor C type 2	-36.544035397935	3040.82434224035	0.367244186418041	-14.1365452201897	2.26115625135992E-45	1.52658937079518E-43	7.33987578621163	12.5312951373099
ENSG00000011105	TSPAN9	10867	NM_001168320,NM_006675	tetraspanin 9	-2.04594833044515	408.888098239374	0.185990363542594	-5.5528130125794	2.81108729533323E-8	1.73221863011681E-7	8.06760060818118	9.10196328707213
ENSG00000011201	ANOS1	3730	NM_000216	anosmin 1	4.49477452958825	71.6513949061369	0.730426494730341	2.96846946762661	0.00299286833969348	0.00706609752281921	6.87383749375275	4.70159423150758
ENSG00000011260	UTP18	51096	NM_016001	UTP18,small subunit processome component	2.53044190829074	761.084761358498	0.244525879917209	5.47749528609484	4.31388495267922E-8	2.59484170352248E-7	10.0915146090921	8.75191091538749
ENSG00000011347	SYT7	9066	NM_001252065,NM_001300773,NM_004200	synaptotagmin 7	-10.9549822922052	51.3461944398603	0.445806792381956	-7.74666359113023	9.43384519387381E-15	1.24536986429089E-13	3.12501376939354	6.5541013801918
ENSG00000011422	PLAUR	5329	NM_001005376,NM_001005377,NM_001301037,NM_002659	plasminogen activator,urokinase receptor	3.40423155364992	532.978887281526	0.155127229243292	11.3927721147029	4.54302315478487E-30	1.64120032389962E-28	9.68664218131698	7.9181289712571
ENSG00000011426	ANLN	54443	NM_001284301,NM_001284302,NM_018685	anillin actin binding protein	3.64456659544452	3975.09767432219	0.490744405126661	3.80187169300039	1.43607095734879E-4	4.6349677842331E-4	12.6069846444479	10.7412059560689
ENSG00000011465	DCN	1634	NM_001920,NM_133503,NM_133504,NM_133505,NM_133506,NM_133507	decorin	-180.23149703385	2539.09498497333	0.685384818436564	-10.93357650328	7.96461133625177E-28	2.54929463884432E-26	4.80978856027957	12.3021084381534
ENSG00000011478	QPCTL	54814	NM_001163377,NM_017659	glutaminyl-peptide cyclotransferase like	2.54060502519693	191.874562055738	0.160887608840565	8.36094286027496	6.22189779040471E-17	9.93172444450261E-16	8.1056204589189	6.75894438426296
ENSG00000011523	CEP68	23177	NM_001319100,NM_001319101,NM_015147,NR_134966	centrosomal protein 68	-4.27089937991916	318.69546856216	0.31375960685643	-6.67562000810228	2.46189108359108E-11	2.25308624724205E-10	6.91850461003144	9.01240389088635
ENSG00000012048	BRCA1	672	NM_007294,NM_007297,NM_007298,NM_007299,NM_007300,NR_027676	BRCA1,DNA repair associated	2.81170100084722	426.773887385763	0.401405669897799	3.71555086724233	2.02761467963283E-4	6.34689114944607E-4	9.29852316523368	7.80636767363442
ENSG00000012171	SEMA3B	7869	NM_001005914,NM_001290060,NM_001290061,NM_001290062,NM_001290063,NM_004636,NR_110697	semaphorin 3B	2.01271805802426	224.978339760363	0.34309008779479	2.94134144145391	0.00326794098525753	0.00763962362778747	8.23154518342398	7.22293189981464
ENSG00000012660	ELOVL5	60481	NM_001242828,NM_001242830,NM_001242831,NM_001301856,NM_021814	ELOVL fatty acid elongase 5	2.51991877790481	4116.93069547016	0.115214648897451	11.5729835246293	5.64837248103231E-31	2.08315349263147E-29	12.5252302815569	11.1917061213539
ENSG00000012822	CALCOCO1	57658	NM_001143682,NM_020898,NR_026554	calcium binding and coiled-coil domain 1	-4.68495402468991	1195.89432186972	0.590949782180977	-3.77026095515769	1.63076939045304E-4	5.21837757551081E-4	8.71677969710284	10.9447488346485
ENSG00000013392	RWDD2A	112611	NM_001322335,NM_001322336,NM_001322337,NM_001322339,NM_033411	RWD domain containing 2A	-2.49822724016096	133.732124183541	0.425309974275359	-3.10574590572665	0.00189799733711914	0.00471636305311885	6.2574873725072	7.57711888376546
ENSG00000013441	CLK1	1195	NM_001162407,NM_004071,NR_027855,NR_027856	CDC like kinase 1	-3.23928252472012	741.696904635479	0.449888532423801	-3.76909874518548	1.63838066025422E-4	5.24001891209963E-4	8.45066115759889	10.1466032994637
ENSG00000013503	POLR3B	55703	NM_001160708,NM_018082	RNA polymerase III subunit B	2.72171761291249	358.329010635294	0.328337820303841	4.39948522820035	1.08507962797328E-5	4.34418626170119E-5	9.03405466792879	7.58817900807607
ENSG00000013523	ANGEL1	23357	NM_015305	angel homolog 1	-2.3975024158463	187.018792787401	0.186268457574387	-6.77265644116797	1.2643896225639E-11	1.19888977642187E-10	6.78574111764073	8.042770241743
ENSG00000013588	GPRC5A	9052	NM_003979	G protein-coupled receptor class C group 5 member A	5.23756607809982	1042.24279452916	0.22848584398399	10.4553371822937	1.38505240982451E-25	3.94293145700042E-24	10.7733391540773	8.38475368558216
ENSG00000013619	MAMLD1	10046	NM_001177465,NM_001177466,NM_005491	mastermind like domain containing 1	2.58363081506451	624.189948275721	0.172834609594951	7.92318121775669	2.31509790501359E-15	3.23198131259241E-14	9.81407603442007	8.44375559158148
ENSG00000013810	TACC3	10460	NM_006342	transforming acidic coiled-coil containing protein 3	3.3288638442795	825.723626943301	0.392645358408182	4.41882178422463	9.92404376725801E-6	4.0042965625236E-5	10.3105540815521	8.57553518670714
ENSG00000014914	MTMR11	10903	NM_001145862,NM_181873	myotubularin related protein 11	-3.15927284974467	172.337136825278	0.272253325791151	-6.09576590335353	1.08914703402198E-9	8.22519046781272E-9	6.36747432844358	8.0340195817885
ENSG00000015133	CCDC88C	440193	NM_001080414	coiled-coil domain containing 88C	4.11423907301636	241.208189192336	0.436763754877797	4.67214966127215	2.98063640611221E-6	1.32466772652936E-5	8.60062636193218	6.55802935130752
ENSG00000018625	ATP1A2	477	NM_000702	ATPase Na+/K+ transporting subunit alpha 2	-12.2149366247164	64.4295327268704	0.758643591230816	-4.75924994958062	1.94313685972233E-6	8.93466911122789E-6	3.28644269617352	6.89605420706845
ENSG00000019144	PHLDB1	23187	NM_001144758,NM_001144759,NM_015157	pleckstrin homology like domain family B member 1	-12.093977601126	2492.24244756844	0.274601969936671	-13.0961074600134	3.46581889624214E-39	1.95525992982062E-37	8.57231642271854	12.1686207810714
ENSG00000021355	SERPINB1	1992	NM_030666,NR_073111,NR_073112	serpin family B member 1	2.36708149793944	1247.99864055948	0.370698049502912	3.3534284309629	7.98170527684831E-4	0.00217211384791764	10.7770302611257	9.53385732349633
ENSG00000021762	OSBPL5	114879	NM_001144063,NM_020896,NM_145638	oxysterol binding protein like 5	-8.33986897585149	1549.78946397958	0.459214577976077	-6.66360534929875	2.67190357759645E-11	2.43267271195315E-10	8.3747611835559	11.4344421212742
ENSG00000021826	CPS1	1373	NM_001122633,NM_001122634,NM_001875	carbamoyl-phosphate synthase 1	-6.51327343061638	226.368955987184	0.335127845607937	-8.06672089014833	7.22113745771052E-16	1.0558242992901E-14	5.91340166464167	8.61642574909347
ENSG00000022267	FHL1	2273	NM_001159699,NM_001159700,NM_001159701,NM_001159702,NM_001159703,NM_001159704,NM_001167819,NM_001330659,NM_001449,NR_027621	four and a half LIM domains 1	-2.93541886782526	709.017315650199	0.371208103322	-4.18516290086442	2.84961668817279E-5	1.05221201979602E-4	8.49344294024942	10.0466297850823
ENSG00000023330	ALAS1	211	NM_000688,NM_001304443,NM_001304444,NM_199166	5'-aminolevulinate synthase 1	2.65579522833538	624.343609953044	0.191794754025684	7.34714523862588	2.0248481493816E-13	2.33150036212579E-12	9.82483787395917	8.41685326568438
ENSG00000023445	BIRC3	330	NM_001165,NM_182962	baculoviral IAP repeat containing 3	12.9963248564843	2999.92022915855	0.213655694121061	17.3177308518887	3.45724148962882E-67	5.3392773255455E-65	12.4437563273257	8.7438330108686
ENSG00000023608	SNAPC1	6617	NM_003082	small nuclear RNA activating complex polypeptide 1	6.5475664311773	942.560093175489	0.265657415920514	10.2047171645681	1.8887062936549E-24	4.97547254970283E-23	10.6755336420299	7.9634754906828
ENSG00000023902	PLEKHO1	51177	NM_001304722,NM_001304723,NM_001304724,NM_016274	pleckstrin homology domain containing O1	-2.74724810542327	236.743580144117	0.343507265731664	-4.24441446308538	2.19164946349783E-5	8.29082336849836E-5	6.98148186549627	8.43928919413635
ENSG00000024048	UBR2	23304	NM_001184801,NM_015255	ubiquitin protein ligase E3 component n-recognin 2	2.0128469024638	1335.99550826113	0.254972623649882	3.95821884841219	7.55107558859626E-5	2.57930713013843E-4	10.8017553334281	9.79268114554193
ENSG00000024526	DEPDC1	55635	NM_001114120,NM_017779	DEP domain containing 1	6.09555775071296	825.45998843366	0.320446620979355	8.13788651355019	4.02237604661558E-16	5.97313173749224E-15	10.4697931044736	7.86276920217742
ENSG00000025434	NR1H3	10062	NM_001130101,NM_001130102,NM_001251934,NM_001251935,NM_005693	nuclear receptor subfamily 1 group H member 3	2.06041167670404	179.081593678787	0.404593206207783	2.57773142305314	0.00994512625235447	0.0206507621593008	7.91317125697686	6.87179546334431
ENSG00000026025	VIM	7431	NM_003380	vimentin	-2.04775594212765	40373.6256973165	0.0496933776936775	-20.8084825127139	3.62642855844596E-96	1.44530725289032E-93	14.6933698595612	15.7274259821391
ENSG00000026103	FAS	355	NM_000043,NM_001320619,NM_152871,NM_152872,NR_028033,NR_028034,NR_028035,NR_028036,NR_135313,NR_135314,NR_135315	Fas cell surface death receptor	-9.72627728830395	431.450972934922	0.272728246816213	-12.0335453351263	2.36770569715677E-33	9.91627250453283E-32	6.32854317178327	9.6120101532673
ENSG00000026950	BTN3A1	11119	NM_001145008,NM_001145009,NM_007048,NM_194441	butyrophilin subfamily 3 member A1	2.5087518480447	209.690031953647	0.365486581758558	3.63069354817097	2.82660643768805E-4	8.50736237214028E-4	8.22821532698472	6.90093324997945
ENSG00000028137	TNFRSF1B	7133	NM_001066	TNF receptor superfamily member 1B	187.710616047058	166.585104872405	0.563580353795608	13.4006914605299	5.9902444596178E-41	3.5753367293999E-39	8.37239741781404	0.82996836257976
ENSG00000028528	SNX1	6642	NM_001242933,NM_003099,NM_148955	sorting nexin 1	-2.08149156054381	1026.49037450054	0.100129533906956	-10.5624950779458	4.44682171203736E-26	1.30499957843757E-24	9.37950052074965	10.4376733887686
ENSG00000029153	ARNTL2	56938	NM_001248002,NM_001248003,NM_001248004,NM_001248005,NM_020183	aryl hydrocarbon receptor nuclear translocator like 2	2.7127621177372	523.612047674596	0.326252178462742	4.41303579930384	1.01931133625869E-5	4.09680922559406E-5	9.57989683357473	8.1391215945515
ENSG00000029534	ANK1	286	NM_000037,NM_001142445,NM_001142446,NM_020475,NM_020476,NM_020477,NM_020478,NM_020480	ankyrin 1	3.58909295438316	97.3365705350167	0.236952352770268	7.7805485644237	7.22107391243679E-15	9.63459699656119E-14	7.24882598307593	5.4120515364826
ENSG00000029993	HMGB3	3149	NM_001301228,NM_001301229,NM_001301231,NM_005342	high mobility group box 3	2.80450475993621	1079.71208658535	0.114818673170923	12.9573525851178	2.13489143174951E-38	1.17229260618956E-36	10.6363032648511	9.14918503603959
ENSG00000030066	NUP160	23279	NM_001318399,NM_015231,NR_134636	nucleoporin 160	2.31338233435267	1099.46783920397	0.264951229751679	4.56689226184976	4.95008266471765E-6	2.11693566364093E-5	10.5843080470902	9.37424029639119
ENSG00000030110	BAK1	578	NM_001188	BCL2 antagonist/killer 1	2.90323292165162	439.483482950264	0.30856175036399	4.98331474937763	6.25041534651527E-7	3.13027489283324E-6	9.3529585402355	7.81411658509594
ENSG00000030419	IKZF2	22807	NM_001079526,NM_016260	IKAROS family zinc finger 2	-2.81079803711431	150.409547094334	0.405928470575623	-3.67301114423537	2.39709025037827E-4	7.35802485550894E-4	6.3014807119124	7.79405801198895
ENSG00000031691	CENPQ	55166	NM_018132	centromere protein Q	3.80808505717053	212.789124822796	0.35758627232521	5.39468612823436	6.86434381081726E-8	4.00042300861543E-7	8.39705824349596	6.46715406200798
ENSG00000033050	ABCF2	10061	NM_005692,NM_007189	ATP binding cassette subfamily F member 2	2.51667649498054	1732.8349540937	0.263824108565061	5.04699811207784	4.48805783873361E-7	2.30369566254897E-6	11.2762884204784	9.9445480181007
ENSG00000033170	FUT8	2530	NM_004480,NM_178155,NM_178156,NR_038167,NR_038170	fucosyltransferase 8	3.10855185518956	761.023227706354	0.196437948310343	8.32956493087338	8.11399852581407E-17	1.27705034122844E-15	10.1690636261142	8.53424086606381
ENSG00000034152	MAP2K3	5606	NM_001316332,NM_002756,NM_145109	mitogen-activated protein kinase kinase 3	3.80212179812861	519.346754205911	0.164404054118642	11.7199345156844	1.00749845566571E-31	3.92670139424286E-30	9.68370865521177	7.75680016458915
ENSG00000034677	RNF19A	25897	NM_001280539,NM_015435,NM_183419	RBR E3 ubiquitin protein ligase,ring finger protein 19A	-2.05362565749235	616.838330410357	0.173205079264683	-5.99389596553358	2.04872464495108E-9	1.49509704597582E-8	8.65714155179863	9.69692609435128
ENSG00000034713	GABARAPL2	11345	NM_007285	GABA type A receptor associated protein like 2	-2.90676132542885	615.674622797647	0.20066173581912	-7.67167995515206	1.6975809652995E-14	2.18247792156871E-13	8.30055948688198	9.83928887603926
ENSG00000035115	SH3YL1	26751	NM_001159597,NM_001282682,NM_001282687,NM_015677,NR_104223,NR_104224,NR_104225,NR_104226,NR_104227	SH3 and SYLF domain containing 1	-5.4824676924906	250.063250904004	0.248413492549769	-9.88201317127427	4.98217706424317E-23	1.23852711526608E-21	6.27015465458524	8.7243314675796
ENSG00000035141	FAM136A	84908	NM_001329752,NM_001329753,NM_001329755,NM_001329757,NM_001329758,NM_032822	family with sequence similarity 136 member A	2.32153373879828	890.118785165921	0.285992748884119	4.24863305958943	2.15078882541564E-5	8.14872613861093E-5	10.2811339309148	9.06588565494143
ENSG00000035499	DEPDC1B	55789	NM_001145208,NM_018369	DEP domain containing 1B	4.91626755957666	261.60194874821	0.470900758947495	4.87908203679418	1.06580728828979E-6	5.12375449292621E-6	8.7641241393157	6.46645109442872
ENSG00000035664	DAPK2	23604	NM_014326	death associated protein kinase 2	2.3037890133247	14.8998532064543	0.587312118734765	2.05003193166965	0.0403613148921566	0.0703639587679007	4.38447553802765	3.15599914638045
ENSG00000037474	NSUN2	54888	NM_001193455,NM_017755,NR_037947	NOP2/Sun RNA methyltransferase family member 2	2.48918031939999	1520.32807340732	0.332718145056846	3.95431017009989	7.67557839973824E-5	2.61893872214211E-4	11.0830017158831	9.76714894758112
ENSG00000037897	METTL1	4234	NM_005371,NM_023033	methyltransferase like 1	2.10318294582369	138.655956897797	0.474246837117247	2.26163732622471	0.0237198198707625	0.0442352263401164	7.55468891778803	6.48057007182832
ENSG00000037965	HOXC8	3224	NM_022658	homeobox C8	-12.5842961344418	86.4063064416233	0.433029120595677	-8.43719843995002	3.25034359898386E-17	5.31190412241344E-16	3.68864889617273	7.32119236707144
ENSG00000039068	CDH1	999	NM_001317184,NM_001317185,NM_001317186,NM_004360	cadherin 1	13.2631589011354	53.3653756989742	0.919408344886492	4.05625263275958	4.98663219836159E-5	1.76236079947477E-4	6.63309446319516	2.9018655400529
ENSG00000039560	RAI14	26064	NM_001145520,NM_001145521,NM_001145522,NM_001145523,NM_001145525,NM_015577	retinoic acid induced 14	3.58789414654445	1510.02381751643	0.308870852802281	5.96733978103035	2.4115289059465E-9	1.74440513073589E-8	11.2058045544085	9.3620076329361
ENSG00000040341	STAU2	27067	NM_001164380,NM_001164381,NM_001164382,NM_001164383,NM_001164384,NM_001164385,NM_014393	staufen double-stranded RNA binding protein 2	-2.38524468648067	547.955695565728	0.17752587390485	-7.06453230045411	1.61157855425007E-12	1.69889531038905E-11	8.33756331624931	9.59325016642753
ENSG00000040531	CTNS	1497	NM_001031681,NM_004937	cystinosin,lysosomal cystine transporter	2.35740823488209	244.889196825	0.325732808573838	3.79821000736269	1.45744815651609E-4	4.7002798156503E-4	8.42540238612926	7.18966602799276
ENSG00000041880	PARP3	10039	NM_001003931,NM_005485	poly(ADP-ribose) polymerase family member 3	-2.37809697159432	282.460751603406	0.223558598816544	-5.59051430647208	2.26398030161813E-8	1.41484454357572E-7	7.38583690470616	8.63544409612708
