ID	Gene symbol ID	MDA_MB-231_MCF10A.fc	MDA_MB-231_MCF10A.baseMean	MDA_MB-231_MCF10A.lfcSE	MDA_MB-231_MCF10A.stat	MDA_MB-231_MCF10A.raw.pval	MDA_MB-231_MCF10A.bh.pval	Gene symbol	Gene description
ENSG00000100823	APEX1	1.0786451443232	2410.05322106362	0.373739483816509	0.292236506406398	0.77010580119599	0.829091771852254	APEX1	DNA-(apurinic or apyrimidinic site) lyase (EC 4.2.99.18)(Apurinic-apyrimidinic endonuclease 1)(AP endonuclease 1)(APEX nuclease)(APEN)(Protein REF-1) [Source:UniProtKB/Swiss-Prot;Acc:P27695]
ENSG00000101138	CSTF1	1.02078197543485	739.918054775194	0.109602675072074	0.270748500265301	0.78658447163293	0.842209129649436	CSTF1	Cleavage stimulation factor 50 kDa subunit (CSTF 50 kDa subunit)(CF-1 50 kDa subunit)(CstF-50) [Source:UniProtKB/Swiss-Prot;Acc:Q05048]
ENSG00000101367	MAPRE1	1.63151288547512	3269.63331534526	0.370141346853756	1.90794783585826	0.0563979587159493	0.094207402534685	MAPRE1	Microtubule-associated protein RP/EB family member 1 (APC-binding protein EB1)(End-binding protein 1)(EB1) [Source:UniProtKB/Swiss-Prot;Acc:Q15691]
ENSG00000102172	SMS	3.05119791028528	2345.62422883011	0.276340483924943	5.82388703177824	5.7494447007838E-9	3.92455189382231E-8	SMS	Spermine synthase (SPMSY)(EC 2.5.1.22)(Spermidine aminopropyltransferase) [Source:UniProtKB/Swiss-Prot;Acc:P52788]
ENSG00000103495	MAZ	1.07450396771749	1725.4077395596	0.122725525730982	0.844737143795524	0.398257616028328	0.490282268436627	MAZ	Myc-associated zinc finger protein (MAZI)(Purine-binding transcription factor)(Pur-1)(ZF87)(ZIF87) [Source:UniProtKB/Swiss-Prot;Acc:P56270]
ENSG00000104738	MCM4	1.78513198556628	1855.39865631902	0.513993735146838	1.6265387847542	0.103835089627407	0.158654777683233	MCM4	DNA replication licensing factor MCM4 (CDC21 homolog)(P1-CDC21) [Source:UniProtKB/Swiss-Prot;Acc:P33991]
ENSG00000104824	HNRNPL	1.08310738061544	3546.19929341679	0.213979436921705	0.53825863960539	0.59039850144936	0.671920917963048	HNRNPL	Heterogeneous nuclear ribonucleoprotein L (hnRNP L) [Source:UniProtKB/Swiss-Prot;Acc:P14866]
ENSG00000105058	FAM32A	1.1190711580607	964.381472824683	0.105326041436727	1.5409463154408	0.123329852266111	0.184137803594901	FAM32A	Protein FAM32A  [Source:UniProtKB/Swiss-Prot;Acc:Q9Y421]
ENSG00000105185	PDCD5	2.08864696102447	1234.78287714628	0.369199135190381	2.87803669201127	0.00400158593072774	0.00917182841672154	PDCD5	Programmed cell death protein 5 (TF-1 cell apoptosis-related protein 19)(Protein TFAR19) [Source:UniProtKB/Swiss-Prot;Acc:O14737]
ENSG00000105323	HNRNPUL1	-1.03368280925283	7167.36125278012	0.148440514751998	-0.321971096920001	0.747474590853831	0.810595861095447	HNRNPUL1	Heterogeneous nuclear ribonucleoprotein U-like protein 1 (Adenovirus early region 1B-associated protein 5)(E1B-55 kDa-associated protein 5)(E1B-AP5) [Source:UniProtKB/Swiss-Prot;Acc:Q9BUJ2]
ENSG00000105402	NAPA	-1.25175582003954	940.583859638587	0.214772541319407	-1.50835465864818	0.131463780961745	0.194589075569949	NAPA	Alpha-soluble NSF attachment protein (SNAP-alpha)(N-ethylmaleimide-sensitive factor attachment protein alpha) [Source:UniProtKB/Swiss-Prot;Acc:P54920]
ENSG00000105618	PRPF31	1.44039837212273	946.755341103305	0.154800543764131	3.40094331303552	6.71537518929561E-4	0.00185902891471538	PRPF31	U4/U6 small nuclear ribonucleoprotein Prp31 (Pre-mRNA-processing factor 31)(U4/U6 snRNP 61 kDa protein)(hPrp31)(Protein 61K)(Serologically defined breast cancer antigen NY-BR-99) [Source:UniProtKB/Swiss-Prot;Acc:Q8WWY3]
ENSG00000106028	SSBP1	1.68222756125612	1156.31455861865	0.218076126893858	3.44087584584443	5.79834523513251E-4	0.0016281489859105	SSBP1	Single-stranded DNA-binding protein, mitochondrial Precursor (Mt-SSB)(MtSSB)(PWP1-interacting protein 17) [Source:UniProtKB/Swiss-Prot;Acc:Q04837]
ENSG00000107581	EIF3A	1.52902390890392	7796.25824946577	0.0946885506409984	6.46974699403903	9.8167145439994E-11	8.27322702531464E-10	EIF3S10	Eukaryotic translation initiation factor 3 subunit A (eIF3a)(Eukaryotic translation initiation factor 3 subunit 10)(eIF-3-theta)(eIF3 p167)(eIF3 p180)(eIF3 p185) [Source:UniProtKB/Swiss-Prot;Acc:Q14152]
ENSG00000108349	CASC3	-1.16862651402712	1803.90747145794	0.0803781030912321	-2.79695487039865	0.00515867383890521	0.0115170609468149	CASC3	Protein CASC3 (Cancer susceptibility candidate gene 3 protein)(Metastatic lymph node protein 51)(Protein MLN 51)(Protein barentsz)(Btz) [Source:UniProtKB/Swiss-Prot;Acc:O15234]
ENSG00000108518	PFN1	1.38020366238937	14573.2894925202	0.341923583310741	1.35960544694349	0.173954813544651	0.246721088260549	PFN1	Profilin-1 (Profilin I) [Source:UniProtKB/Swiss-Prot;Acc:P07737]
ENSG00000108671	PSMD11	2.35073549893277	1888.3873939077	0.303916813909429	4.05740045270937	4.96219568142182E-5	1.75466306937512E-4	PSMD11	26S proteasome non-ATPase regulatory subunit 11 (26S proteasome regulatory subunit S9)(26S proteasome regulatory subunit p44.5) [Source:UniProtKB/Swiss-Prot;Acc:O00231]
ENSG00000108953	YWHAE	1.46944029147355	13132.7033184715	0.178329085607229	3.11371942785785	0.00184745079268006	0.00460279381802018	YWHAE	14-3-3 protein epsilon (14-3-3E) [Source:UniProtKB/Swiss-Prot;Acc:P62258]
ENSG00000109220	CHIC2	-1.00043634983084	395.014839205753	0.144192315229412	-0.00436488193265986	0.996517339154929	0.997728664931859	CHIC2	Cysteine-rich hydrophobic domain 2 protein (BrX-like translocated in leukemia) [Source:UniProtKB/Swiss-Prot;Acc:Q9UKJ5]
ENSG00000110713	NUP98	1.54064624894077	2323.50970128303	0.184888249995985	3.37250008919936	7.44890623565688E-4	0.00204559316607114	NUP98	Nuclear pore complex protein Nup98-Nup96 Precursor [Contains Nuclear pore complex protein Nup98(Nucleoporin Nup98)(98 kDa nucleoporin);Nuclear pore complex protein Nup96(Nucleoporin Nup96)(96 kDa nucleoporin)] [Source:UniProtKB/Swiss-Prot;Acc:P52948]
ENSG00000110721	CHKA	12.1074695063534	694.490946098403	0.163389729404001	22.0198997661024	1.85674008522791E-107	9.97392337086558E-105	CHKA	Choline kinase alpha (CK)(EC 2.7.1.32)(CHETK-alpha) [Source:UniProtKB/Swiss-Prot;Acc:P35790]
ENSG00000111229	ARPC3	1.15758275230478	2540.05917550923	0.139773459251403	1.51041072085979	0.130938654714238	0.193881481183414	ARPC3	Actin-related protein 2/3 complex subunit 3 (Arp2/3 complex 21 kDa subunit)(p21-ARC) [Source:UniProtKB/Swiss-Prot;Acc:O15145]
ENSG00000111237	VPS29	1.2410542858148	851.924804642966	0.195822448277202	1.59106489328597	0.111594972275875	0.168717068339261	VPS29	Vacuolar protein sorting-associated protein 29 (EC 3.1.3.3)(Vesicle protein sorting 29)(hVPS29)(PEP11) [Source:UniProtKB/Swiss-Prot;Acc:Q9UBQ0]
ENSG00000111640	GAPDH	1.02453215402762	43158.3464456126	0.18051286584942	0.193699560371525	0.846411136096966	0.890371186588166	GAPDH	Glyceraldehyde-3-phosphate dehydrogenase (GAPDH)(EC 1.2.1.12) [Source:UniProtKB/Swiss-Prot;Acc:P04406]
ENSG00000113269	RNF130	-3.27296950826889	1014.034941185	0.176985660559544	-9.66519070844967	4.23829780995926E-22	9.8244220341551E-21	RNF130	Goliath homolog Precursor (RING finger protein 130) [Source:UniProtKB/Swiss-Prot;Acc:Q86XS8]
ENSG00000113845	TIMMDC1	-1.07326354328948	595.53163785596	0.0890001432563221	-1.14611476158585	0.251747670486835	0.335781330979688	C3orf1	Transmembrane protein C3orf1 (Protein M5-14) [Source:UniProtKB/Swiss-Prot;Acc:Q9NPL8]
ENSG00000115145	STAM2	-1.39479380063233	676.044927801792	0.198022063196136	-2.42423419502602	0.0153407088889812	0.0301614351246599	STAM2	Signal transducing adapter molecule 2 (STAM-2)(Hrs-binding protein) [Source:UniProtKB/Swiss-Prot;Acc:O75886]
ENSG00000115268	RPS15	1.24657593706395	3801.30327348416	0.0783299152765617	4.05937844232648	4.92035139910098E-5	1.7423600325564E-4	RPS15	40S ribosomal protein S15 (RIG protein) [Source:UniProtKB/Swiss-Prot;Acc:P62841]
ENSG00000115307	AUP1	1.48215836157281	1409.66763815426	0.0841873979993414	6.74328479647592	1.54845263250513E-11	1.45262963360675E-10	AUP1	Ancient ubiquitous protein 1 Precursor  [Source:UniProtKB/Swiss-Prot;Acc:Q9Y679]
ENSG00000115677	HDLBP	-1.75486565990042	13021.003537344	0.17396526371553	-4.66392298613231	3.10237526052103E-6	1.37450297455298E-5	HDLBP	Vigilin (High density lipoprotein-binding protein)(HDL-binding protein) [Source:UniProtKB/Swiss-Prot;Acc:Q00341]
ENSG00000115866	DARS	1.75677576258505	1841.36520236267	0.155369200126615	5.23224715542519	1.67461631581092E-7	9.22831604899369E-7	DARS	Aspartyl-tRNA synthetase, cytoplasmic (EC 6.1.1.12)(Aspartate--tRNA ligase)(AspRS)(Cell proliferation-inducing gene 40 protein) [Source:UniProtKB/Swiss-Prot;Acc:P14868]
ENSG00000116120	FARSB	2.24236476899441	1373.99439875754	0.359475941191612	3.24088721720071	0.0011915831743993	0.00311247571241087	FARSLB	Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20)(Phenylalanine--tRNA ligase beta chain)(PheRS) [Source:UniProtKB/Swiss-Prot;Acc:Q9NSD9]
ENSG00000116350	SRSF4	-1.04813577340688	1164.59958188747	0.215980508067864	-0.314035805410665	0.753493844556406	0.815828275304039	SFRS4	Splicing factor, arginine/serine-rich 4 (Pre-mRNA-splicing factor SRP75)(SRP001LB) [Source:UniProtKB/Swiss-Prot;Acc:Q08170]
ENSG00000116489	CAPZA1	1.22462113789282	4651.8234567066	0.197440941178606	1.48062245190193	0.138707209050989	0.203603132686821	CAPZA1	F-actin-capping protein subunit alpha-1 (CapZ alpha-1) [Source:UniProtKB/Swiss-Prot;Acc:P52907]
ENSG00000116560	SFPQ	-1.02338816303628	4702.4520826004	0.190706295706265	-0.174894339904095	0.861162657831031	0.901895790243485	SFPQ	Splicing factor, proline- and glutamine-rich (Polypyrimidine tract-binding protein-associated-splicing factor)(PTB-associated-splicing factor)(PSF)(DNA-binding p52/p100 complex, 100 kDa subunit)(100 kDa DNA-pairing protein)(hPOMp100) [Source:UniProtKB/Sw
ENSG00000116750	UCHL5	1.62257247966026	1084.60066552766	0.226010182300211	3.08960825200201	0.00200420654770736	0.00495338505639616	UCHL5	Ubiquitin carboxyl-terminal hydrolase isozyme L5 (UCH-L5)(EC 3.4.19.12)(Ubiquitin thioesterase L5)(Ubiquitin C-terminal hydrolase UCH37) [Source:UniProtKB/Swiss-Prot;Acc:Q9Y5K5]
ENSG00000117133	RPF1	1.61910303192438	645.877120808897	0.24831899630312	2.79960375597644	0.0051165370425852	0.0114333179889926	BXDC5	Ribosome production factor 1 (Ribosome biogenesis protein RPF1)(Brix domain-containing protein 5) [Source:UniProtKB/Swiss-Prot;Acc:Q9H9Y2]
ENSG00000118680	MYL12B	-1.15502861340363	5210.64629070176	0.244448313392678	-0.850603503588568	0.394989642558035	0.486875487777706	AP005329.2	Myosin regulatory light chain MRLC2 (Myosin regulatory light chain 2-B, smooth muscle isoform)(MLC-2A)(MLC-2)(SHUJUN-1) [Source:UniProtKB/Swiss-Prot;Acc:O14950]
ENSG00000119801	YPEL5	-2.13219220479778	1029.46614732716	0.415640776530854	-2.62808067988851	0.00858681473075934	0.0181350591450481	YPEL5	Protein yippee-like 5  [Source:UniProtKB/Swiss-Prot;Acc:P62699]
ENSG00000119844	AFTPH	1.0315936053471	664.892580133241	0.178577971699606	0.251289309917356	0.801590439509167	0.854057423261104	AFTPH	Aftiphilin  [Source:UniProtKB/Swiss-Prot;Acc:Q6ULP2]
ENSG00000120533	ENY2	-1.28628447900698	1000.94381312559	0.245791089517558	-1.47771731660812	0.139483457420522	0.204572425977036	ENY2	Enhancer of yellow 2 transcription factor homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q9NPA8]
ENSG00000120685	PROSER1	1.41728357746003	753.434047328049	0.108421503335582	4.6404858222509	3.4759102454977E-6	1.52448956631608E-5	C13orf23	Uncharacterized protein KIAA2032  [Source:UniProtKB/Swiss-Prot;Acc:Q86XN7]
ENSG00000120690	ELF1	-2.32892243919296	1005.08150344162	0.190671738710026	-6.39666162427573	1.58810721755048E-10	1.30719951184785E-9	ELF1	ETS-related transcription factor Elf-1 (E74-like factor 1) [Source:UniProtKB/Swiss-Prot;Acc:P32519]
ENSG00000120699	EXOSC8	1.85968878115214	337.688208276377	0.295904956037379	3.02482668272378	0.00248775643056379	0.00599263211704384	EXOSC8	Exosome complex exonuclease RRP43 (EC 3.1.13.-)(Ribosomal RNA-processing protein 43)(Exosome component 8)(p9)(Opa-interacting protein 2) [Source:UniProtKB/Swiss-Prot;Acc:Q96B26]
ENSG00000122026	RPL21	-1.25622117955002	111.050951203633	0.598596205599941	-0.549770437944717	0.582476837308127	0.665111028183171	RPL21	60S ribosomal protein L21  [Source:UniProtKB/Swiss-Prot;Acc:P46778]
ENSG00000122203	KIAA1191	-1.17318832007275	1746.63607761568	0.0948392581808538	-2.42973867193822	0.0151097129174425	0.0297926114099907	KIAA1191	UPF0498 protein KIAA1191  [Source:UniProtKB/Swiss-Prot;Acc:Q96A73]
ENSG00000122705	CLTA	1.59098841214594	2112.77833852242	0.0720443717503669	9.29876007884362	1.42092995584052E-20	2.97048893475628E-19	CLTA	Clathrin light chain A (Lca) [Source:UniProtKB/Swiss-Prot;Acc:P09496]
ENSG00000123240	OPTN	1.09291112272257	1872.71348209304	0.377746730069507	0.339317519683811	0.734370545925484	0.799889631923597	OPTN	Optineurin (Optic neuropathy-inducing protein)(E3-14.7K-interacting protein)(FIP-2)(Huntingtin-interacting protein L)(Huntingtin yeast partner L)(NEMO-related protein)(Transcription factor IIIA-interacting protein)(TFIIIA-IntP) [Source:UniProtKB/Swiss-Pr
ENSG00000124380	SNRNP27	-1.10612313009622	550.375781074345	0.174962649112751	-0.83167459715968	0.405592643025235	0.497626326174456	SNRNP27	U4/U6.U5 tri-snRNP-associated protein 3 (U4/U6.U5 tri-snRNP-associated 27 kDa protein)(27K)(Nucleic acid-binding protein RY-1) [Source:UniProtKB/Swiss-Prot;Acc:Q8WVK2]
ENSG00000124702	KLHDC3	3.01803463022891	1201.98723743697	0.109755052532291	14.5196901946254	9.09202256671077E-48	6.64686028471666E-46	KLHDC3	Kelch domain-containing protein 3 (Protein Peas)(Testis intracellular mediator protein) [Source:UniProtKB/Swiss-Prot;Acc:Q9BQ90]
ENSG00000125952	MAX	1.06344006065644	1279.34531234785	0.145726750788075	0.60893912462038	0.542564789870673	0.628246296049875	MAX	Protein max (Myc-associated factor X) [Source:UniProtKB/Swiss-Prot;Acc:P61244]
ENSG00000126067	PSMB2	2.01090390478701	1523.1991796418	0.405388756977398	2.48611764329841	0.0129145265270885	0.0259614343055935	PSMB2	Proteasome subunit beta type-2 (EC 3.4.25.1)(Proteasome component C7-I)(Macropain subunit C7-I)(Multicatalytic endopeptidase complex subunit C7-I) [Source:UniProtKB/Swiss-Prot;Acc:P49721]
ENSG00000126214	KLC1	-1.15092260171984	1224.42875069653	0.159698258817328	-1.2698373706638	0.204142565950431	0.282312670955627	KLC1	Kinesin light chain 1 (KLC 1) [Source:UniProtKB/Swiss-Prot;Acc:Q07866]
ENSG00000127184	COX7C	1.16184773051546	1178.35524993206	0.124647676649158	1.7362618395078	0.0825175473788984	0.130878366328252	COX7	Cytochrome c oxidase subunit 7C, mitochondrial Precursor (Cytochrome c oxidase polypeptide VIIc) [Source:UniProtKB/Swiss-Prot;Acc:P15954]
ENSG00000127483	HP1BP3	-1.71416523498025	3100.7674911862	0.111697295745333	-6.96083264943326	3.38267414205093E-12	3.43974806790446E-11	HP1BP3	Heterochromatin protein 1-binding protein 3 (Protein HP1-BP74) [Source:UniProtKB/Swiss-Prot;Acc:Q5SSJ5]
ENSG00000129103	SUMF2	1.20731779937952	1615.29582474404	0.155367989623883	1.74943039366966	0.0802166509399237	0.127759177573529	SUMF2	Sulfatase-modifying factor 2 Precursor (C-alpha-formylglycine-generating enzyme 2) [Source:UniProtKB/Swiss-Prot;Acc:Q8NBJ7]
ENSG00000129625	REEP5	-1.59916311775542	2273.24428455458	0.0690815844100819	-9.80459712692484	1.07575413881109E-22	2.62666845553577E-21	REEP5	Receptor expression-enhancing protein 5 (Polyposis locus protein 1)(TB2 protein) [Source:UniProtKB/Swiss-Prot;Acc:Q00765]
