ID	Gene symbol ID
ENSG00000028310	BRD9
ENSG00000028528	SNX1
ENSG00000028839	TBPL1
ENSG00000029153	ARNTL2
ENSG00000029363	BCLAF1
ENSG00000029364	SLC39A9
ENSG00000029639	TFB1M
ENSG00000029725	RABEP1
ENSG00000030066	NUP160
ENSG00000030110	BAK1
ENSG00000030419	IKZF2
ENSG00000031081	ARHGAP31
ENSG00000031691	CENPQ
ENSG00000031698	SARS
ENSG00000031823	RANBP3
ENSG00000032219	ARID4A
ENSG00000032444	PNPLA6
ENSG00000032742	IFT88
ENSG00000033030	ZCCHC8
ENSG00000033050	ABCF2
ENSG00000033100	CHPF2
ENSG00000033178	UBA6
ENSG00000033327	GAB2
ENSG00000033627	ATP6V0A1
ENSG00000033800	PIAS1
ENSG00000033867	SLC4A7
ENSG00000034152	MAP2K3
ENSG00000034510	TMSB10
ENSG00000034713	GABARAPL2
ENSG00000035141	FAM136A
ENSG00000035499	DEPDC1B
ENSG00000035681	NSMAF
ENSG00000035687	ADSS
ENSG00000035862	TIMP2
ENSG00000035928	RFC1
ENSG00000036054	TBC1D23
ENSG00000036257	CUL3
ENSG00000036549	ZZZ3
ENSG00000037241	RPL26L1
ENSG00000037474	NSUN2
ENSG00000037637	FBXO42
ENSG00000037749	MFAP3
ENSG00000037757	MRI1
ENSG00000037897	METTL1
ENSG00000038002	AGA
ENSG00000038210	PI4K2B
ENSG00000038219	BOD1L1
ENSG00000038358	EDC4
ENSG00000038382	TRIO
ENSG00000039123	SKIV2L2
ENSG00000039319	ZFYVE16
ENSG00000039560	RAI14
ENSG00000039650	PNKP
ENSG00000040275	SPDL1
ENSG00000040487	PQLC2
ENSG00000040531	CTNS
ENSG00000040633	PHF23
ENSG00000041357	PSMA4
ENSG00000041802	LSG1
ENSG00000041880	PARP3
ENSG00000042088	TDP1
ENSG00000042286	AIFM2
ENSG00000042429	MED17
ENSG00000042445	RETSAT
ENSG00000042753	AP2S1
ENSG00000043143	JADE2
ENSG00000043355	ZIC2
ENSG00000044090	CUL7
ENSG00000044446	PHKA2
ENSG00000044574	HSPA5
ENSG00000046604	DSG2
ENSG00000046647	GEMIN8
ENSG00000046651	OFD1
ENSG00000047056	WDR37
ENSG00000047188	YTHDC2
ENSG00000047249	ATP6V1H
ENSG00000047315	POLR2B
ENSG00000047410	TPR
ENSG00000047621	C12orf4
ENSG00000047634	SCML1
ENSG00000047644	WWC3
ENSG00000047849	MAP4
ENSG00000047932	GOPC
ENSG00000048162	NOP16
ENSG00000048392	RRM2B
ENSG00000048471	SNX29
ENSG00000048544	MRPS10
ENSG00000048649	RSF1
ENSG00000048828	FAM120A
ENSG00000048991	R3HDM1
ENSG00000049167	ERCC8
ENSG00000049245	VAMP3
ENSG00000049246	PER3
ENSG00000049541	RFC2
ENSG00000049618	ARID1B
ENSG00000049656	CLPTM1L
ENSG00000049769	PPP1R3F
ENSG00000049860	HEXB
ENSG00000049883	PTCD2
ENSG00000050130	JKAMP
ENSG00000050393	MCUR1
ENSG00000050426	LETMD1
ENSG00000050748	MAPK9
ENSG00000051009	FAM160A2
ENSG00000051108	HERPUD1
ENSG00000051128	HOMER3
ENSG00000051180	RAD51
ENSG00000051341	POLQ
ENSG00000051382	PIK3CB
ENSG00000051523	CYBA
ENSG00000051620	HEBP2
ENSG00000052126	PLEKHA5
ENSG00000052749	RRP12
ENSG00000052795	FNIP2
ENSG00000052841	TTC17
ENSG00000053371	AKR7A2
ENSG00000053372	MRTO4
ENSG00000053770	AP5M1
ENSG00000053900	ANAPC4
ENSG00000054116	TRAPPC3
ENSG00000054118	THRAP3
ENSG00000054148	PHPT1
ENSG00000054267	ARID4B
ENSG00000054282	SDCCAG8
ENSG00000054523	KIF1B
ENSG00000054598	FOXC1
ENSG00000054611	TBC1D22A
ENSG00000054654	SYNE2
ENSG00000054965	FAM168A
ENSG00000054967	RELT
ENSG00000055044	NOP58
ENSG00000055070	SZRD1
ENSG00000055130	CUL1
ENSG00000055147	FAM114A2
ENSG00000055211	GINM1
ENSG00000055332	EIF2AK2
ENSG00000055483	USP36
ENSG00000055609	KMT2C
ENSG00000055950	MRPL43
ENSG00000056097	ZFR
ENSG00000056277	ZNF280C
ENSG00000056586	RC3H2
ENSG00000056972	TRAF3IP2
ENSG00000057019	DCBLD2
ENSG00000057252	SOAT1
ENSG00000057294	PKP2
ENSG00000057663	ATG5
ENSG00000057757	PITHD1
ENSG00000058056	USP13
ENSG00000058063	ATP11B
ENSG00000058262	SEC61A1
ENSG00000058272	PPP1R12A
ENSG00000058600	POLR3E
ENSG00000058673	ZC3H11A
ENSG00000058729	RIOK2
ENSG00000058799	YIPF1
ENSG00000058804	NDC1
ENSG00000059145	UNKL
ENSG00000059377	TBXAS1
ENSG00000059573	ALDH18A1
ENSG00000059758	CDK17
ENSG00000059804	SLC2A3
ENSG00000060069	CTDP1
ENSG00000060138	YBX3
ENSG00000060237	WNK1
ENSG00000060339	CCAR1
ENSG00000060491	OGFR
ENSG00000060558	GNA15
ENSG00000060688	SNRNP40
ENSG00000060749	QSER1
ENSG00000060762	MPC1
ENSG00000060971	ACAA1
ENSG00000060982	BCAT1
ENSG00000061676	NCKAP1
ENSG00000061794	MRPS35
ENSG00000061936	SFSWAP
ENSG00000061987	MON2
ENSG00000062194	GPBP1
ENSG00000062485	CS
ENSG00000062582	MRPS24
ENSG00000062716	VMP1
ENSG00000062725	APPBP2
ENSG00000062822	POLD1
ENSG00000063046	EIF4B
ENSG00000063176	SPHK2
ENSG00000063177	RPL18
ENSG00000063241	ISOC2
ENSG00000063245	EPN1
ENSG00000063322	MED29
ENSG00000063587	ZNF275
ENSG00000063854	HAGH
ENSG00000064309	CDON
ENSG00000064313	TAF2
ENSG00000064393	HIPK2
ENSG00000064419	TNPO3
ENSG00000064490	RFXANK
ENSG00000064545	TMEM161A
ENSG00000064607	SUGP2
ENSG00000064651	SLC12A2
ENSG00000064666	CNN2
ENSG00000064703	DDX20
ENSG00000064726	BTBD1
ENSG00000064932	SBNO2
ENSG00000064933	PMS1
ENSG00000064961	HMG20B
ENSG00000064995	TAF11
ENSG00000065000	AP3D1
ENSG00000065029	ZNF76
ENSG00000065060	UHRF1BP1
ENSG00000065135	GNAI3
ENSG00000065154	OAT
ENSG00000065183	WDR3
ENSG00000065243	PKN2
ENSG00000065268	WDR18
ENSG00000065308	TRAM2
ENSG00000065328	MCM10
ENSG00000065357	DGKA
ENSG00000065361	ERBB3
ENSG00000065427	KARS
ENSG00000065457	ADAT1
ENSG00000065485	PDIA5
ENSG00000065491	TBC1D22B
ENSG00000065518	NDUFB4
ENSG00000065526	SPEN
ENSG00000065534	MYLK
ENSG00000065548	ZC3H15
ENSG00000065613	SLK
ENSG00000065621	GSTO2
ENSG00000065665	SEC61A2
ENSG00000065802	ASB1
ENSG00000065833	ME1
ENSG00000065883	CDK13
ENSG00000065911	MTHFD2
ENSG00000065923	SLC9A7
ENSG00000065970	FOXJ2
ENSG00000065978	YBX1
ENSG00000066027	PPP2R5A
ENSG00000066044	ELAVL1
ENSG00000066084	DIP2B
ENSG00000066117	SMARCD1
ENSG00000066135	KDM4A
ENSG00000066136	NFYC
ENSG00000066185	ZMYND12
ENSG00000066279	ASPM
ENSG00000066322	ELOVL1
ENSG00000066422	ZBTB11
ENSG00000066427	ATXN3
ENSG00000066455	GOLGA5
ENSG00000066557	LRRC40
ENSG00000066651	TRMT11
ENSG00000066654	THUMPD1
ENSG00000066697	MSANTD3
ENSG00000066739	ATG2B
ENSG00000066777	ARFGEF1
ENSG00000066855	MTFR1
ENSG00000066933	MYO9A
ENSG00000067064	IDI1
ENSG00000067082	KLF6
ENSG00000067167	TRAM1
ENSG00000067177	PHKA1
ENSG00000067182	TNFRSF1A
ENSG00000067221	STOML1
ENSG00000067225	PKM
ENSG00000067248	DHX29
ENSG00000067334	DNTTIP2
ENSG00000067365	METTL22
ENSG00000067533	RRP15
ENSG00000067596	DHX8
ENSG00000067704	IARS2
ENSG00000067829	IDH3G
ENSG00000067900	ROCK1
ENSG00000067955	CBFB
ENSG00000068024	HDAC4
ENSG00000068097	HEATR6
ENSG00000068120	COASY
ENSG00000068137	PLEKHH3
ENSG00000068305	MEF2A
ENSG00000068308	OTUD5
ENSG00000068323	TFE3
ENSG00000068354	TBC1D25
ENSG00000068366	ACSL4
ENSG00000068383	INPP5A
ENSG00000068394	GPKOW
ENSG00000068400	GRIPAP1
ENSG00000068438	FTSJ1
ENSG00000068489	PRR11
ENSG00000068654	POLR1A
ENSG00000068697	LAPTM4A
ENSG00000068724	TTC7A
ENSG00000068796	KIF2A
ENSG00000068878	PSME4
ENSG00000068885	IFT80
ENSG00000068903	SIRT2
ENSG00000068912	ERLEC1
ENSG00000068971	PPP2R5B
ENSG00000069248	NUP133
ENSG00000069275	NUCKS1
ENSG00000069329	VPS35
ENSG00000069345	DNAJA2
ENSG00000069509	FUNDC1
ENSG00000069849	ATP1B3
ENSG00000069869	NEDD4
ENSG00000069943	PIGB
ENSG00000069974	RAB27A
ENSG00000070018	LRP6
ENSG00000070047	PHRF1
ENSG00000070081	NUCB2
ENSG00000070214	SLC44A1
ENSG00000070366	SMG6
ENSG00000070367	EXOC5
ENSG00000070371	CLTCL1
ENSG00000070423	RNF126
ENSG00000070444	MNT
ENSG00000070476	ZXDC
ENSG00000070495	JMJD6
ENSG00000070540	WIPI1
ENSG00000070610	GBA2
ENSG00000070614	NDST1
ENSG00000070669	ASNS
ENSG00000070718	AP3M2
ENSG00000070756	PABPC1
ENSG00000070761	CFAP20
ENSG00000070770	CSNK2A2
ENSG00000070814	TCOF1
ENSG00000070831	CDC42
ENSG00000070882	OSBPL3
ENSG00000070950	RAD18
ENSG00000070961	ATP2B1
ENSG00000071054	MAP4K4
ENSG00000071082	RPL31
ENSG00000071127	WDR1
ENSG00000071189	SNX13
ENSG00000071205	ARHGAP10
ENSG00000071243	ING3
ENSG00000071537	SEL1L
ENSG00000071539	TRIP13
ENSG00000071564	TCF3
ENSG00000071575	TRIB2
ENSG00000071626	DAZAP1
ENSG00000071655	MBD3
ENSG00000071859	FAM50A
ENSG00000071889	FAM3A
ENSG00000071967	CYBRD1
ENSG00000071994	PDCD2
ENSG00000072042	RDH11
ENSG00000072062	PRKACA
ENSG00000072110	ACTN1
ENSG00000072121	ZFYVE26
ENSG00000072210	ALDH3A2
ENSG00000072274	TFRC
ENSG00000072310	SREBF1
ENSG00000072364	AFF4
ENSG00000072415	MPP5
ENSG00000072501	SMC1A
ENSG00000072506	HSD17B10
ENSG00000072518	MARK2
ENSG00000072571	HMMR
ENSG00000072609	CHFR
ENSG00000072682	P4HA2
ENSG00000072756	TRNT1
ENSG00000072786	STK10
ENSG00000072803	FBXW11
ENSG00000072849	DERL2
ENSG00000072864	NDE1
ENSG00000072954	TMEM38A
ENSG00000072958	AP1M1
ENSG00000073008	PVR
ENSG00000073331	ALPK1
ENSG00000073417	PDE8A
ENSG00000073536	NLE1
ENSG00000073578	SDHA
ENSG00000073584	SMARCE1
ENSG00000073614	KDM5A
ENSG00000073711	PPP2R3A
ENSG00000073712	FERMT2
ENSG00000073792	IGF2BP2
ENSG00000073969	NSF
ENSG00000074054	CLASP1
ENSG00000074071	MRPS34
ENSG00000074201	CLNS1A
ENSG00000074219	TEAD2
ENSG00000074266	EED
ENSG00000074319	TSG101
ENSG00000074590	NUAK1
ENSG00000074603	DPP8
ENSG00000074621	SLC24A1
ENSG00000074695	LMAN1
ENSG00000074755	ZZEF1
ENSG00000074800	ENO1
ENSG00000075131	TIPIN
ENSG00000075151	EIF4G3
ENSG00000075188	NUP37
ENSG00000075218	GTSE1
ENSG00000075303	SLC25A40
ENSG00000075336	TIMM21
ENSG00000075391	RASAL2
ENSG00000075399	VPS9D1
ENSG00000075407	ZNF37A
ENSG00000075413	MARK3
ENSG00000075415	SLC25A3
ENSG00000075420	FNDC3B
ENSG00000075426	FOSL2
ENSG00000075539	FRYL
ENSG00000075568	TMEM131
ENSG00000075643	MOCOS
ENSG00000075651	PLD1
ENSG00000075702	WDR62
ENSG00000075711	DLG1
ENSG00000075785	RAB7A
ENSG00000075856	SART3
ENSG00000075914	EXOSC7
ENSG00000075975	MKRN2
ENSG00000076003	MCM6
ENSG00000076043	REXO2
ENSG00000076053	RBM7
ENSG00000076067	RBMS2
ENSG00000076201	PTPN23
ENSG00000076242	MLH1
ENSG00000076248	UNG
ENSG00000076321	KLHL20
ENSG00000076382	SPAG5
ENSG00000076513	ANKRD13A
ENSG00000076604	TRAF4
ENSG00000076650	GPATCH1
ENSG00000076685	NT5C2
ENSG00000076770	MBNL3
ENSG00000076924	XAB2
ENSG00000076944	STXBP2
ENSG00000076984	MAP2K7
ENSG00000077097	TOP2B
ENSG00000077147	TM9SF3
ENSG00000077150	NFKB2
ENSG00000077152	UBE2T
ENSG00000077232	DNAJC10
ENSG00000077238	IL4R
ENSG00000077312	SNRPA
ENSG00000077348	EXOSC5
ENSG00000077380	DYNC1I2
ENSG00000077454	LRCH4
ENSG00000077458	FAM76B
ENSG00000077463	SIRT6
ENSG00000077549	CAPZB
ENSG00000077684	JADE1
ENSG00000077713	SLC25A43
ENSG00000077721	UBE2A
ENSG00000078061	ARAF
ENSG00000078124	ACER3
ENSG00000078140	UBE2K
ENSG00000078142	PIK3C3
ENSG00000078177	N4BP2
ENSG00000078246	TULP3
ENSG00000078269	SYNJ2
ENSG00000078304	PPP2R5C
ENSG00000078369	GNB1
ENSG00000078403	MLLT10
ENSG00000078487	ZCWPW1
ENSG00000078668	VDAC3
ENSG00000078674	PCM1
ENSG00000078699	CBFA2T2
ENSG00000078747	ITCH
ENSG00000078808	SDF4
ENSG00000078902	TOLLIP
ENSG00000078967	UBE2D4
ENSG00000079134	THOC1
ENSG00000079150	FKBP7
ENSG00000079313	REXO1
ENSG00000079332	SAR1A
ENSG00000079387	SENP1
ENSG00000079482	OPHN1
ENSG00000079616	KIF22
ENSG00000079739	PGM1
ENSG00000079785	DDX1
ENSG00000079805	DNM2
ENSG00000079819	EPB41L2
ENSG00000079974	RABL2B
ENSG00000079999	KEAP1
ENSG00000080189	SLC35C2
ENSG00000080298	RFX3
ENSG00000080345	RIF1
ENSG00000080371	RAB21
ENSG00000080546	SESN1
ENSG00000080603	SRCAP
ENSG00000080802	CNOT4
ENSG00000080815	PSEN1
ENSG00000080819	CPOX
ENSG00000080822	CLDND1
ENSG00000080823	MOK
ENSG00000080824	HSP90AA1
ENSG00000080839	RBL1
ENSG00000080986	NDC80
ENSG00000081014	AP4E1
ENSG00000081019	RSBN1
ENSG00000081026	MAGI3
ENSG00000081041	CXCL2
ENSG00000081154	PCNP
ENSG00000081665	ZNF506
ENSG00000081692	JMJD4
ENSG00000081721	DUSP12
ENSG00000081791	KIAA0141
ENSG00000081803	CADPS2
ENSG00000081870	HSPB11
ENSG00000081923	ATP8B1
ENSG00000082213	C5orf22
ENSG00000082258	CCNT2
ENSG00000082269	FAM135A
ENSG00000082497	SERTAD4
ENSG00000082512	TRAF5
ENSG00000082516	GEMIN5
ENSG00000082641	NFE2L1
ENSG00000082701	GSK3B
ENSG00000082805	ERC1
ENSG00000082898	XPO1
ENSG00000082996	RNF13
ENSG00000083093	PALB2
ENSG00000083097	DOPEY1
ENSG00000083099	LYRM2
ENSG00000083168	KAT6A
ENSG00000083223	ZCCHC6
ENSG00000083312	TNPO1
ENSG00000083454	P2RX5
ENSG00000083520	DIS3
ENSG00000083535	PIBF1
ENSG00000083544	TDRD3
ENSG00000083635	NUFIP1
ENSG00000083642	PDS5B
ENSG00000083750	RRAGB
ENSG00000083828	ZNF586
ENSG00000083844	ZNF264
ENSG00000083845	RPS5
ENSG00000083857	FAT1
ENSG00000083896	YTHDC1
ENSG00000083937	CHMP2B
ENSG00000084073	ZMPSTE24
ENSG00000084090	STARD7
ENSG00000084092	NOA1
ENSG00000084112	SSH1
ENSG00000084207	GSTP1
ENSG00000084234	APLP2
ENSG00000084463	WBP11
ENSG00000084623	EIF3I
ENSG00000084652	TXLNA
ENSG00000084676	NCOA1
ENSG00000084733	RAB10
ENSG00000084754	HADHA
ENSG00000084774	CAD
ENSG00000085063	CD59
ENSG00000085224	ATRX
ENSG00000085231	AK6
ENSG00000085274	MYNN
ENSG00000085365	SCAMP1
ENSG00000085377	PREP
ENSG00000085415	SEH1L
ENSG00000085449	WDFY1
ENSG00000085491	SLC25A24
ENSG00000085511	MAP3K4
ENSG00000085662	AKR1B1
ENSG00000085721	RRN3
ENSG00000085733	CTTN
ENSG00000085760	MTIF2
ENSG00000085832	EPS15
ENSG00000085840	ORC1
ENSG00000085872	CHERP
ENSG00000085982	USP40
ENSG00000085999	RAD54L
ENSG00000086061	DNAJA1
ENSG00000086062	B4GALT1
ENSG00000086065	CHMP5
ENSG00000086102	NFX1
ENSG00000086189	DIMT1
ENSG00000086200	IPO11
ENSG00000086475	SEPHS1
ENSG00000086544	ITPKC
ENSG00000086589	RBM22
ENSG00000086598	TMED2
ENSG00000086666	ZFAND6
ENSG00000086758	HUWE1
ENSG00000086827	ZW10
ENSG00000086848	ALG9
ENSG00000087008	ACOX3
ENSG00000087074	PPP1R15A
ENSG00000087077	TRIP6
ENSG00000087086	FTL
ENSG00000087087	SRRT
ENSG00000087088	BAX
ENSG00000087095	NLK
ENSG00000087152	ATXN7L3
ENSG00000087157	PGS1
ENSG00000087191	PSMC5
ENSG00000087206	UIMC1
ENSG00000087258	GNAO1
ENSG00000087263	OGFOD1
ENSG00000087266	SH3BP2
ENSG00000087269	NOP14
ENSG00000087274	ADD1
ENSG00000087299	L2HGDH
ENSG00000087338	GMCL1
ENSG00000087448	KLHL42
ENSG00000087470	DNM1L
ENSG00000087502	ERGIC2
ENSG00000087510	TFAP2C
ENSG00000087586	AURKA
ENSG00000087884	AAMDC
ENSG00000087995	METTL2A
ENSG00000088038	CNOT3
ENSG00000088205	DDX18
ENSG00000088247	KHSRP
ENSG00000088256	GNA11
ENSG00000088298	EDEM2
ENSG00000088305	DNMT3B
ENSG00000088325	TPX2
ENSG00000088356	PDRG1
ENSG00000088387	DOCK9
ENSG00000088448	ANKRD10
ENSG00000088451	TGDS
ENSG00000088682	COQ9
ENSG00000088727	KIF9
ENSG00000088812	ATRN
ENSG00000088832	FKBP1A
ENSG00000088854	C20orf194
ENSG00000088876	ZNF343
ENSG00000088888	MAVS
ENSG00000088930	XRN2
ENSG00000088986	DYNLL1
ENSG00000089006	SNX5
ENSG00000089009	RPL6
ENSG00000089022	MAPKAPK5
ENSG00000089048	ESF1
ENSG00000089053	ANAPC5
ENSG00000089063	TMEM230
ENSG00000089091	DZANK1
ENSG00000089157	RPLP0
ENSG00000089159	PXN
ENSG00000089195	TRMT6
ENSG00000089220	PEBP1
ENSG00000089234	BRAP
ENSG00000089248	ERP29
ENSG00000089280	FUS
ENSG00000089289	IGBP1
ENSG00000089327	FXYD5
ENSG00000089335	ZNF302
ENSG00000089597	GANAB
ENSG00000089639	GMIP
ENSG00000089682	RBM41
ENSG00000089685	BIRC5
ENSG00000089693	MLF2
ENSG00000089737	DDX24
ENSG00000089775	ZBTB25
ENSG00000089818	NECAP1
ENSG00000089820	ARHGAP4
ENSG00000089902	RCOR1
ENSG00000089916	GPATCH2L
ENSG00000090054	SPTLC1
ENSG00000090060	PAPOLA
ENSG00000090061	CCNK
ENSG00000090273	NUDC
ENSG00000090316	MAEA
ENSG00000090339	ICAM1
ENSG00000090372	STRN4
ENSG00000090432	MUL1
ENSG00000090447	TFAP4
ENSG00000090487	SPG21
ENSG00000090520	DNAJB11
ENSG00000090565	RAB11FIP3
ENSG00000090612	ZNF268
ENSG00000090615	GOLGA3
ENSG00000090621	PABPC4
ENSG00000090686	USP48
ENSG00000090857	PDPR
ENSG00000090861	AARS
ENSG00000090863	GLG1
ENSG00000090889	KIF4A
ENSG00000090905	TNRC6A
ENSG00000090924	PLEKHG2
ENSG00000090989	EXOC1
ENSG00000091009	RBM27
ENSG00000091039	OSBPL8
ENSG00000091073	DTX2
ENSG00000091127	PUS7
ENSG00000091136	LAMB1
ENSG00000091140	DLD
ENSG00000091317	CMTM6
ENSG00000091409	ITGA6
ENSG00000091483	FH
ENSG00000091527	CDV3
ENSG00000091542	ALKBH5
ENSG00000091640	SPAG7
ENSG00000091651	ORC6
ENSG00000091732	ZC3HC1
ENSG00000092010	PSME1
ENSG00000092020	PPP2R3C
ENSG00000092094	OSGEP
ENSG00000092098	RNF31
ENSG00000092108	SCFD1
ENSG00000092140	G2E3
ENSG00000092148	HECTD1
ENSG00000092199	HNRNPC
ENSG00000092201	SUPT16H
ENSG00000092203	TOX4
ENSG00000092439	TRPM7
ENSG00000092470	WDR76
ENSG00000092531	SNAP23
ENSG00000092820	EZR
ENSG00000092841	MYL6
ENSG00000092853	CLSPN
ENSG00000092871	RFFL
ENSG00000092929	UNC13D
ENSG00000092931	MFSD11
ENSG00000092969	TGFB2
ENSG00000092978	GPATCH2
ENSG00000093000	NUP50
ENSG00000093009	CDC45
ENSG00000093010	COMT
ENSG00000093144	ECHDC1
ENSG00000093183	SEC22C
ENSG00000094631	HDAC6
ENSG00000094804	CDC6
ENSG00000094841	UPRT
ENSG00000094880	CDC23
ENSG00000094916	CBX5
ENSG00000094975	SUCO
ENSG00000095002	MSH2
ENSG00000095015	MAP3K1
ENSG00000095059	DHPS
ENSG00000095139	ARCN1
ENSG00000095261	PSMD5
ENSG00000095319	NUP188
ENSG00000095321	CRAT
ENSG00000095380	NANS
ENSG00000095383	TBC1D2
ENSG00000095485	CWF19L1
ENSG00000095564	BTAF1
ENSG00000095574	IKZF5
ENSG00000095739	BAMBI
ENSG00000095752	IL11
ENSG00000095787	WAC
ENSG00000095794	CREM
ENSG00000095951	HIVEP1
ENSG00000096063	SRPK1
ENSG00000096070	BRPF3
ENSG00000096080	MRPS18A
ENSG00000096093	EFHC1
ENSG00000096384	HSP90AB1
ENSG00000096401	CDC5L
ENSG00000096654	ZNF184
ENSG00000096717	SIRT1
ENSG00000096746	HNRNPH3
ENSG00000096872	IFT74
ENSG00000096968	JAK2
ENSG00000097007	ABL1
ENSG00000097033	SH3GLB1
ENSG00000097096	SYDE2
